,datetime,AGENCY_LAKE_NEAR_KLAMATH_AGENCY__OR.tsv
993,2016-09-12,4138.05
994,2016-09-13,4138.11
995,2016-09-14,4138.2
996,2016-09-15,4138.17
997,2016-09-16,4138.16
998,2016-09-17,4138.17
999,2016-09-18,4138.17
1000,2016-09-19,4138.11
1001,2016-09-20,4138.06
1002,2016-09-21,4138.03
1003,2016-09-22,4137.95
1004,2016-09-23,4138.12
1005,2016-09-24,4138.08
1006,2016-09-25,4138.08
1007,2016-09-26,4138.09
1008,2016-09-27,4138.1
1009,2016-09-28,4138.11
1010,2016-09-29,4138.15
1011,2016-09-30,4138.16
1012,2016-10-01,4138.18
1013,2016-10-02,4138.12
1014,2016-10-03,4138.28
1015,2016-10-04,4138.18
1016,2016-10-05,4138.2
1017,2016-10-06,4138.15
1018,2016-10-07,4138.13
1019,2016-10-08,4138.11
1020,2016-10-09,4138.13
1021,2016-10-10,4138.13
1022,2016-10-11,4138.12
1023,2016-10-12,4138.07
1024,2016-10-13,4138.51
1025,2016-10-14,4138.45
1026,2016-10-15,4138.78
1027,2016-10-16,4138.66
1028,2016-10-17,4138.5
1029,2016-10-18,4138.45
1030,2016-10-19,4138.37
1031,2016-10-20,4138.39
1032,2016-10-21,4138.38
1033,2016-10-22,4138.39
1034,2016-10-23,4138.55
1035,2016-10-24,4138.96
1036,2016-10-25,4138.47
1037,2016-10-26,4138.93
1038,2016-10-27,4138.62
1039,2016-10-28,4138.49
1040,2016-10-29,4138.56
1041,2016-10-30,4138.92
1042,2016-10-31,4138.79
1043,2016-11-01,4138.75
1044,2016-11-02,4138.68
1045,2016-11-03,4138.69
1046,2016-11-04,4138.71
1047,2016-11-05,4138.79
1048,2016-11-06,4138.76
1049,2016-11-07,4138.74
1050,2016-11-08,4138.74
1051,2016-11-09,4138.74
1052,2016-11-10,4138.73
1053,2016-11-11,4138.84
1054,2016-11-12,4138.82
1055,2016-11-13,4138.79
1056,2016-11-14,4138.91
1057,2016-11-15,4138.94
1058,2016-11-16,4138.86
1059,2016-11-17,4138.88
1060,2016-11-18,4139.08
1061,2016-11-19,4139.3
1062,2016-11-20,4139.07
1063,2016-11-21,4139.0
1064,2016-11-22,4139.17
1065,2016-11-23,4139.16
1066,2016-11-24,4139.36
1067,2016-11-25,4139.39
1068,2016-11-26,4139.42
1069,2016-11-27,4139.23
1070,2016-11-28,4139.09
1071,2016-11-29,4139.2
1072,2016-11-30,4139.17
1073,2016-12-01,4139.18
1074,2016-12-02,4139.21
1075,2016-12-03,4139.28
1076,2016-12-04,4139.33
1077,2016-12-05,4139.32
1078,2016-12-06,4139.26
1079,2016-12-07,4139.25
1080,2016-12-08,4139.38
1081,2016-12-09,4139.48
1082,2016-12-10,4139.51
1083,2016-12-11,4139.63
1084,2016-12-12,4139.57
1085,2016-12-13,4139.54
1086,2016-12-14,4139.68
1087,2016-12-15,4139.77
1088,2016-12-16,4139.74
1089,2016-12-17,4139.83
1090,2016-12-18,4139.87
1091,2016-12-19,4139.9
1092,2016-12-20,4139.94
1093,2016-12-21,4139.96
1094,2016-12-22,4139.97
1095,2016-12-23,4139.97
1096,2016-12-24,4139.94
1097,2016-12-25,4139.91
1098,2016-12-26,4139.89
1099,2016-12-27,4139.89
1100,2016-12-28,4139.88
1101,2016-12-29,4139.89
1102,2016-12-30,4139.9
1103,2016-12-31,4139.93
1104,2017-01-01,4139.96
1105,2017-01-02,4139.97
1106,2017-01-03,4139.98
1107,2017-01-04,4140.07
1108,2017-01-05,4140.09
1109,2017-01-06,4140.09
1110,2017-01-07,4140.13
1111,2017-01-08,4140.22
1112,2017-01-09,4140.3
1113,2017-01-10,4140.38
1114,2017-01-11,4140.44
1115,2017-01-12,4140.46
1116,2017-01-13,4140.49
1117,2017-01-14,4140.52
1118,2017-01-15,4140.54
1119,2017-01-16,4140.56
1120,2017-01-17,4140.57
1121,2017-01-18,4140.62
1122,2017-01-19,4140.65
1123,2017-01-20,4140.68
1124,2017-01-21,4140.71
1125,2017-01-22,4140.74
1126,2017-01-23,4140.76
1127,2017-01-24,4140.78
1128,2017-01-25,4140.8
1129,2017-01-26,4140.81
1130,2017-01-27,4140.82
1131,2017-01-28,4140.83
1132,2017-01-29,4140.84
1133,2017-01-30,4140.85
1134,2017-01-31,4140.88
1135,2017-02-01,4140.9
1136,2017-02-02,4140.93
1137,2017-02-03,4140.98
1138,2017-02-04,4141.03
1139,2017-02-05,4141.07
1140,2017-02-06,4141.12
1141,2017-02-07,4141.24
1142,2017-02-08,4141.31
1143,2017-02-09,4141.41
1144,2017-02-10,4141.49
1145,2017-02-11,4141.51
1146,2017-02-12,4141.56
1147,2017-02-13,4141.65
1148,2017-02-14,4141.75
1149,2017-02-15,4141.85
1150,2017-02-16,4141.96
1151,2017-02-17,4142.01
1152,2017-02-18,4142.13
1153,2017-02-19,4142.24
1154,2017-02-20,4142.37
1155,2017-02-21,4142.47
1156,2017-02-22,4142.51
1157,2017-02-23,4142.48
1158,2017-02-24,4142.47
1159,2017-02-25,4142.45
1160,2017-02-26,4142.45
1161,2017-02-27,4142.43
1162,2017-02-28,4142.42
1163,2017-03-01,4142.39
1164,2017-03-02,4142.38
1165,2017-03-03,4142.43
1166,2017-03-04,4142.51
1167,2017-03-05,4142.51
1168,2017-03-06,4142.62
1169,2017-03-07,4142.69
1170,2017-03-08,4142.67
1171,2017-03-09,4142.68
1172,2017-03-10,4142.65
1173,2017-03-11,4142.67
1174,2017-03-12,4142.65
1175,2017-03-13,4142.65
1176,2017-03-14,4142.63
1177,2017-03-15,4142.72
1178,2017-03-16,4142.6
1179,2017-03-17,4142.62
1180,2017-03-18,4142.67
1181,2017-03-19,4142.6
1182,2017-03-20,4142.75
1183,2017-03-21,4142.81
1184,2017-03-22,4142.68
1185,2017-03-23,4142.79
1186,2017-03-24,4142.92
1187,2017-03-25,4142.72
1188,2017-03-26,4142.81
1189,2017-03-27,4142.69
1190,2017-03-28,4142.67
1191,2017-03-29,4142.7
1192,2017-03-30,4142.49
1193,2017-03-31,4142.65
1194,2017-04-01,4142.71
1195,2017-04-02,4142.69
1196,2017-04-03,4142.72
1197,2017-04-04,4142.8025
1198,2017-04-05,4142.885
1199,2017-04-06,4142.967500000001
1200,2017-04-07,4143.05
1201,2017-04-08,4142.85
1202,2017-04-09,4142.99
1203,2017-04-10,4142.89
1204,2017-04-11,4142.98
1205,2017-04-12,4143.05
1206,2017-04-13,4142.9
1207,2017-04-14,4142.88
1208,2017-04-15,4142.81
1209,2017-04-16,4142.86
1210,2017-04-17,4142.87
1211,2017-04-18,4142.79
1212,2017-04-19,4142.88
1213,2017-04-20,4142.78
1214,2017-04-21,4142.77
1215,2017-04-22,4142.8
1216,2017-04-23,4142.82
1217,2017-04-24,4142.9
1218,2017-04-25,4142.91
1219,2017-04-26,4142.87
1220,2017-04-27,4142.85
1221,2017-04-28,4142.86
1222,2017-04-29,4142.87
1223,2017-04-30,4142.82
1224,2017-05-01,4142.86
1225,2017-05-02,4142.84
1226,2017-05-03,4142.83
1227,2017-05-04,4142.89
1228,2017-05-05,4142.8
1229,2017-05-06,4142.67
1230,2017-05-07,4142.7
1231,2017-05-08,4142.77
1232,2017-05-09,4142.77
1233,2017-05-10,4142.8
1234,2017-05-11,4142.93
1235,2017-05-12,4142.76
1236,2017-05-13,4142.77
1237,2017-05-14,4142.67
1238,2017-05-15,4142.67
1239,2017-05-16,4142.72
1240,2017-05-17,4142.66
1241,2017-05-18,4142.65
1242,2017-05-19,4142.64
1243,2017-05-20,4142.61
1244,2017-05-21,4142.57
1245,2017-05-22,4142.55
1246,2017-05-23,4142.52
1247,2017-05-24,4142.44
1248,2017-05-25,4142.41
1249,2017-05-26,4142.41
1250,2017-05-27,4142.39
1251,2017-05-28,4142.37
1252,2017-05-29,4142.35
1253,2017-05-30,4142.33
1254,2017-05-31,4142.34
1255,2017-06-01,4142.29
1256,2017-06-02,4142.29
1257,2017-06-03,4142.26
1258,2017-06-04,4142.21
1259,2017-06-05,4142.19
1260,2017-06-06,4142.17
1261,2017-06-07,4142.27
1262,2017-06-08,4142.31
1263,2017-06-09,4142.14
1264,2017-06-10,4142.14
1265,2017-06-11,4142.0
1266,2017-06-12,4142.02
1267,2017-06-13,4142.06
1268,2017-06-14,4142.05
1269,2017-06-15,4142.11
1270,2017-06-16,4142.02
1271,2017-06-17,4142.0
1272,2017-06-18,4141.99
1273,2017-06-19,4141.95
1274,2017-06-20,4141.91
1275,2017-06-21,4141.85
1276,2017-06-22,4141.8
1277,2017-06-23,4141.82
1278,2017-06-24,4141.81
1279,2017-06-25,4141.8
1280,2017-06-26,4141.79
1281,2017-06-27,4141.74
1282,2017-06-28,4141.7
1283,2017-06-29,4141.66
1284,2017-06-30,4141.61
1285,2017-07-01,4141.58
1286,2017-07-02,4141.54
1287,2017-07-03,4141.5
1288,2017-07-04,4141.51
1289,2017-07-05,4141.47
1290,2017-07-06,4141.4
1291,2017-07-07,4141.34
1292,2017-07-08,4141.28
1293,2017-07-09,4141.23
1294,2017-07-10,4141.18
1295,2017-07-11,4141.13
1296,2017-07-12,4141.11
1297,2017-07-13,4141.08
1298,2017-07-14,4141.02
1299,2017-07-15,4140.96
1300,2017-07-16,4140.9
1301,2017-07-17,4140.83
1302,2017-07-18,4140.8
1303,2017-07-19,4140.76
1304,2017-07-20,4140.72
1305,2017-07-21,4140.66
1306,2017-07-22,4140.58
1307,2017-07-23,4140.57
1308,2017-07-24,4140.52
1309,2017-07-25,4140.57
1310,2017-07-26,4140.49
1311,2017-07-27,4140.48
1312,2017-07-28,4140.44
1313,2017-07-29,4140.4
1314,2017-07-30,4140.36
1315,2017-07-31,4140.32
1316,2017-08-01,4140.3
1317,2017-08-02,4140.27
1318,2017-08-03,4140.24
1319,2017-08-04,4140.19
1320,2017-08-05,4140.16
1321,2017-08-06,4140.15
1322,2017-08-07,4140.11
1323,2017-08-08,4140.07
1324,2017-08-09,4140.03
1325,2017-08-10,4140.06
1326,2017-08-11,4140.02
1327,2017-08-12,4139.98
1328,2017-08-13,4139.93
1329,2017-08-14,4139.9
1330,2017-08-15,4139.88
1331,2017-08-16,4139.84
1332,2017-08-17,4139.83
1333,2017-08-18,4139.79
1334,2017-08-19,4139.72
1335,2017-08-20,4139.69
1336,2017-08-21,4139.69
1337,2017-08-22,4139.71
1338,2017-08-23,4139.68
1339,2017-08-24,4139.63
1340,2017-08-25,4139.6
1341,2017-08-26,4139.58
1342,2017-08-27,4139.56
1343,2017-08-28,4139.53
1344,2017-08-29,4139.48
1345,2017-08-30,4139.43
1346,2017-08-31,4139.39
1347,2017-09-01,4139.37
1348,2017-09-02,4139.36
1349,2017-09-03,4139.34
1350,2017-09-04,4139.31
1351,2017-09-05,4139.29
1352,2017-09-06,4139.28
1353,2017-09-07,4139.24
1354,2017-09-08,4139.21
1355,2017-09-09,4139.16
1356,2017-09-10,4139.13
1357,2017-09-11,4139.1
1358,2017-09-12,4139.11
1359,2017-09-13,4139.05
1360,2017-09-14,4139.0
1361,2017-09-15,4138.97
1362,2017-09-16,4138.95
1363,2017-09-17,4139.01
1364,2017-09-18,4138.96
1365,2017-09-19,4139.03
1366,2017-09-20,4139.02
1367,2017-09-21,4138.89
1368,2017-09-22,4138.83
1369,2017-09-23,4138.85
1370,2017-09-24,4138.84
1371,2017-09-25,4138.82
1372,2017-09-26,4138.81
1373,2017-09-27,4138.8
1374,2017-09-28,4138.8
1375,2017-09-29,4138.78
1376,2017-09-30,4138.69
1377,2017-10-01,4138.63
1378,2017-10-02,4138.62
1379,2017-10-03,4138.5
1380,2017-10-04,4138.65
1381,2017-10-05,4138.66
1382,2017-10-06,4138.68
1383,2017-10-07,4138.61
1384,2017-10-08,4138.61
1385,2017-10-09,4138.62
1386,2017-10-10,4138.66
1387,2017-10-11,4138.67
1388,2017-10-12,4138.74
1389,2017-10-13,4138.71
1390,2017-10-14,4138.62
1391,2017-10-15,4138.64
1392,2017-10-16,4138.68
1393,2017-10-17,4138.69
1394,2017-10-18,4138.71
1395,2017-10-19,4138.93
1396,2017-10-20,4138.88
1397,2017-10-21,4139.15
1398,2017-10-22,4139.0
1399,2017-10-23,4138.8
1400,2017-10-24,4138.81
1401,2017-10-25,4138.84
1402,2017-10-26,4138.83
1403,2017-10-27,4138.83
1404,2017-10-28,4138.85
1405,2017-10-29,4138.85
1406,2017-10-30,4138.54
1407,2017-10-31,4138.79
1408,2017-11-01,4138.88
1409,2017-11-02,4138.97
1410,2017-11-03,4138.89
1411,2017-11-04,4138.88
1412,2017-11-05,4139.1
1413,2017-11-06,4138.91
1414,2017-11-07,4138.89
1415,2017-11-08,4139.27
1416,2017-11-09,4139.12
1417,2017-11-10,4139.14
1418,2017-11-11,4139.02
1419,2017-11-12,4139.22
1420,2017-11-13,4139.31
1421,2017-11-14,4139.21
1422,2017-11-15,4139.35
1423,2017-11-16,4139.18
1424,2017-11-17,4139.1
1425,2017-11-18,4139.12
1426,2017-11-19,4139.15
1427,2017-11-20,4139.44
1428,2017-11-21,4139.29
1429,2017-11-22,4139.28
1430,2017-11-23,4139.4
1431,2017-11-24,4139.34
1432,2017-11-25,4139.42
1433,2017-11-26,4139.68
1434,2017-11-27,4139.47
1435,2017-11-28,4139.52
1436,2017-11-29,4139.47
1437,2017-11-30,4139.56
1438,2017-12-01,4139.59
1439,2017-12-02,4139.65
1440,2017-12-03,4139.64
1441,2017-12-04,4139.66
1442,2017-12-05,4139.69
1443,2017-12-06,4139.68
1444,2017-12-07,4139.73
1445,2017-12-08,4139.76
1446,2017-12-09,4139.77
1447,2017-12-10,4139.79
1448,2017-12-11,4139.8
1449,2017-12-12,4139.82
1450,2017-12-13,4139.84
1451,2017-12-14,4139.86
1452,2017-12-15,4139.88
1453,2017-12-16,4139.9
1454,2017-12-17,4139.92
1455,2017-12-18,4139.94
1456,2017-12-19,4139.99
1457,2017-12-20,4140.0
1458,2017-12-21,4140.01
1459,2017-12-22,4140.02
1460,2017-12-23,4140.03
1461,2017-12-24,4140.05
1462,2017-12-25,4140.08
1463,2017-12-26,4140.08
1464,2017-12-27,4140.09
1465,2017-12-28,4140.11
1466,2017-12-29,4140.15
1467,2017-12-30,4140.16
1468,2017-12-31,4140.17
1469,2018-01-01,4140.2
