,datetime,GALESVILLE_RESERVOIR_NEAR_AZALEA__OR.
994,2013-09-21,1855.01
995,2013-09-22,1854.79
996,2013-09-23,1854.57
997,2013-09-24,1854.38
998,2013-09-25,1854.2
999,2013-09-26,1853.99
1000,2013-09-27,1853.78
1001,2013-09-28,1853.6
1002,2013-09-29,1853.69
1003,2013-09-30,1853.7
1004,2013-10-01,1853.45
1005,2013-10-02,1853.15
1006,2013-10-03,1852.85
1007,2013-10-04,1852.52
1008,2013-10-05,1852.18
1009,2013-10-06,1851.85
1010,2013-10-07,1851.51
1011,2013-10-08,1851.18
1012,2013-10-09,1850.85
1013,2013-10-10,1850.48
1014,2013-10-11,1850.13
1015,2013-10-12,1849.79
1016,2013-10-13,1849.45
1017,2013-10-14,1849.13
1018,2013-10-15,1848.79
1019,2013-10-16,1848.47
1020,2013-10-17,1848.17
1021,2013-10-18,1847.9
1022,2013-10-19,1847.62
1023,2013-10-20,1847.35
1024,2013-10-21,1847.07
1025,2013-10-22,1846.75
1026,2013-10-23,1846.47
1027,2013-10-24,1846.19
1028,2013-10-25,1845.9
1029,2013-10-26,1845.62
1030,2013-10-27,1845.36
1031,2013-10-28,1844.91
1032,2013-10-29,1844.29
1033,2013-10-30,1843.67
1034,2013-10-31,1843.06
1035,2013-11-01,1842.43
1036,2013-11-02,1841.87
1037,2013-11-03,1841.38
1038,2013-11-04,1841.07
1039,2013-11-05,1840.86
1040,2013-11-06,1840.63
1041,2013-11-07,1840.41
1042,2013-11-08,1840.18
1043,2013-11-09,1839.93
1044,2013-11-10,1839.68
1045,2013-11-11,1839.42
1046,2013-11-12,1839.19
1047,2013-11-13,1838.97
1048,2013-11-14,1838.76
1049,2013-11-15,1838.59
1050,2013-11-16,1838.44
1051,2013-11-17,1838.3
1052,2013-11-18,1838.17
1053,2013-11-19,1838.17
1054,2013-11-20,1838.27
1055,2013-11-21,1838.17
1056,2013-11-22,1838.04
1057,2013-11-23,1837.9
1058,2013-11-24,1837.76
1059,2013-11-25,1837.6
1060,2013-11-26,1837.45
1061,2013-11-27,1837.32
1062,2013-11-28,1837.19
1063,2013-11-29,1837.06
1064,2013-11-30,1836.93
1065,2013-12-01,1836.79
1066,2013-12-02,1836.72
1067,2013-12-03,1836.6
1068,2013-12-04,1836.45
1069,2013-12-05,1836.32
1070,2013-12-06,1836.22
1071,2013-12-07,1836.1
1072,2013-12-08,1835.95
1073,2013-12-09,1835.81
1074,2013-12-10,1835.68
1075,2013-12-11,1835.61
1076,2013-12-12,1835.57
1077,2013-12-13,1835.54
1078,2013-12-14,1835.5
1079,2013-12-15,1835.47
1080,2013-12-16,1835.41
1081,2013-12-17,1835.33
1082,2013-12-18,1835.33
1083,2013-12-19,1835.29
1084,2013-12-20,1835.28
1085,2013-12-21,1835.27
1086,2013-12-22,1835.26
1087,2013-12-23,1835.24
1088,2013-12-24,1835.23
1089,2013-12-25,1835.21
1090,2013-12-26,1835.16
1091,2013-12-27,1835.12
1092,2013-12-28,1835.09
1093,2013-12-29,1835.05
1094,2013-12-30,1835.01
1095,2013-12-31,1834.96
1096,2014-01-01,1834.91
1097,2014-01-02,1834.88
1098,2014-01-03,1834.84
1099,2014-01-04,1834.79
1100,2014-01-05,1834.75
1101,2014-01-06,1834.72
1102,2014-01-07,1834.69
1103,2014-01-08,1834.66
1104,2014-01-09,1834.63
1105,2014-01-10,1834.6
1106,2014-01-11,1834.66
1107,2014-01-12,1834.71
1108,2014-01-13,1834.7
1109,2014-01-14,1834.66
1110,2014-01-15,1834.62
1111,2014-01-16,1834.58
1112,2014-01-17,1834.54
1113,2014-01-18,1834.5
1114,2014-01-19,1834.46
1115,2014-01-20,1834.43
1116,2014-01-21,1834.39
1117,2014-01-22,1834.37
1118,2014-01-23,1834.38
1119,2014-01-24,1834.32
1120,2014-01-25,1834.29
1121,2014-01-26,1834.26
1122,2014-01-27,1834.24
1123,2014-01-28,1834.26
1124,2014-01-29,1834.24
1125,2014-01-30,1834.26
1126,2014-01-31,1834.25
1127,2014-02-01,1834.23
1128,2014-02-02,1834.21
1129,2014-02-03,1834.22
1130,2014-02-04,1834.2
1131,2014-02-05,1834.18
1132,2014-02-06,1834.18
1133,2014-02-07,1834.19
1134,2014-02-08,1834.16
1135,2014-02-09,1834.13
1136,2014-02-10,1834.05
1137,2014-02-11,1833.97
1138,2014-02-12,1834.19
1139,2014-02-13,1834.55
1140,2014-02-14,1836.91
1141,2014-02-15,1839.17
1142,2014-02-16,1840.59
1143,2014-02-17,1841.2
1144,2014-02-18,1841.86
1145,2014-02-19,1843.1
1146,2014-02-20,1843.65
1147,2014-02-21,1843.96
1148,2014-02-22,1844.15
1149,2014-02-23,1844.26
1150,2014-02-24,1844.32
1151,2014-02-25,1844.33
1152,2014-02-26,1844.32
1153,2014-02-27,1844.29
1154,2014-02-28,1844.24
1155,2014-03-01,1844.19
1156,2014-03-02,1844.16
1157,2014-03-03,1844.41
1158,2014-03-04,1844.67
1159,2014-03-05,1844.89
1160,2014-03-06,1846.05
1161,2014-03-07,1846.88
1162,2014-03-08,1847.35
1163,2014-03-09,1848.33
1164,2014-03-10,1850.64
1165,2014-03-11,1851.85
1166,2014-03-12,1852.53
1167,2014-03-13,1852.93
1168,2014-03-14,1853.19
1169,2014-03-15,1853.34
1170,2014-03-16,1853.45
1171,2014-03-17,1853.61
1172,2014-03-18,1853.69
1173,2014-03-19,1853.74
1174,2014-03-20,1853.75
1175,2014-03-21,1853.73
1176,2014-03-22,1853.71
1177,2014-03-23,1853.68
1178,2014-03-24,1853.65
1179,2014-03-25,1853.63
1180,2014-03-26,1853.64
1181,2014-03-27,1853.66
1182,2014-03-28,1853.82
1183,2014-03-29,1855.04
1184,2014-03-30,1855.63
1185,2014-03-31,1856.06
1186,2014-04-01,1856.35
1187,2014-04-02,1856.55
1188,2014-04-03,1856.69
1189,2014-04-04,1856.8
1190,2014-04-05,1856.87
1191,2014-04-06,1856.92
1192,2014-04-07,1856.93
1193,2014-04-08,1856.92
1194,2014-04-09,1856.89
1195,2014-04-10,1856.86
1196,2014-04-11,1856.84
1197,2014-04-12,1856.82
1198,2014-04-13,1856.81
1199,2014-04-14,1856.79
1200,2014-04-15,1856.78
1201,2014-04-16,1856.76
1202,2014-04-17,1856.76
1203,2014-04-18,1856.74
1204,2014-04-19,1856.72
1205,2014-04-20,1856.7
1206,2014-04-21,1856.68
1207,2014-04-22,1856.67
1208,2014-04-23,1856.67
1209,2014-04-24,1856.63
1210,2014-04-25,1856.62
1211,2014-04-26,1856.59
1212,2014-04-27,1856.58
1213,2014-04-28,1856.56
1214,2014-04-29,1856.52
1215,2014-04-30,1856.48
1216,2014-05-01,1856.45
1217,2014-05-02,1856.41
1218,2014-05-03,1856.38
1219,2014-05-04,1856.38
1220,2014-05-05,1856.36
1221,2014-05-06,1856.34
1222,2014-05-07,1856.32
1223,2014-05-08,1856.34
1224,2014-05-09,1856.35
1225,2014-05-10,1856.38
1226,2014-05-11,1856.4
1227,2014-05-12,1856.39
1228,2014-05-13,1856.36
1229,2014-05-14,1856.35
1230,2014-05-15,1856.34
1231,2014-05-16,1856.31
1232,2014-05-17,1856.29
1233,2014-05-18,1856.32
1234,2014-05-19,1856.3
1235,2014-05-20,1856.27
1236,2014-05-21,1856.24
1237,2014-05-22,1856.21
1238,2014-05-23,1856.19
1239,2014-05-24,1856.17
1240,2014-05-25,1856.15
1241,2014-05-26,1856.13
1242,2014-05-27,1856.1
1243,2014-05-28,1856.08
1244,2014-05-29,1856.06
1245,2014-05-30,1856.03
1246,2014-05-31,1856.0
1247,2014-06-01,1855.96
1248,2014-06-02,1855.93
1249,2014-06-03,1855.89
1250,2014-06-04,1855.86
1251,2014-06-05,1855.81
1252,2014-06-06,1855.76
1253,2014-06-07,1855.71
1254,2014-06-08,1855.67
1255,2014-06-09,1855.62
1256,2014-06-10,1855.57
1257,2014-06-11,1855.51
1258,2014-06-12,1855.45
1259,2014-06-13,1855.41
1260,2014-06-14,1855.36
1261,2014-06-15,1855.31
1262,2014-06-16,1855.22
1263,2014-06-17,1855.1
1264,2014-06-18,1854.98
1265,2014-06-19,1854.85
1266,2014-06-20,1854.72
1267,2014-06-21,1854.59
1268,2014-06-22,1854.47
1269,2014-06-23,1854.35
1270,2014-06-24,1854.23
1271,2014-06-25,1854.15
1272,2014-06-26,1854.04
1273,2014-06-27,1853.92
1274,2014-06-28,1853.81
1275,2014-06-29,1853.69
1276,2014-06-30,1853.59
1277,2014-07-01,1853.45
1278,2014-07-02,1853.3
1279,2014-07-03,1853.13
1280,2014-07-04,1852.97
1281,2014-07-05,1852.81
1282,2014-07-06,1852.64
1283,2014-07-07,1852.47
1284,2014-07-08,1852.32
1285,2014-07-09,1852.15
1286,2014-07-10,1851.99
1287,2014-07-11,1851.8
1288,2014-07-12,1851.66
1289,2014-07-13,1851.49
1290,2014-07-14,1851.34
1291,2014-07-15,1851.18
1292,2014-07-16,1851.01
1293,2014-07-17,1850.84
1294,2014-07-18,1850.67
1295,2014-07-19,1850.5
1296,2014-07-20,1850.33
1297,2014-07-21,1850.16
1298,2014-07-22,1849.99
1299,2014-07-23,1849.85
1300,2014-07-24,1849.7
1301,2014-07-25,1849.54
1302,2014-07-26,1849.38
1303,2014-07-27,1849.22
1304,2014-07-28,1849.06
1305,2014-07-29,1848.89
1306,2014-07-30,1848.73
1307,2014-07-31,1848.56
1308,2014-08-01,1848.39
1309,2014-08-02,1848.22
1310,2014-08-03,1848.06
1311,2014-08-04,1847.89
1312,2014-08-05,1847.72
1313,2014-08-06,1847.53
1314,2014-08-07,1847.35
1315,2014-08-08,1847.17
1316,2014-08-09,1846.88
1317,2014-08-10,1846.57
1318,2014-08-11,1846.34
1319,2014-08-12,1846.26
1320,2014-08-13,1846.19
1321,2014-08-14,1846.05
1322,2014-08-15,1845.86
1323,2014-08-16,1845.71
1324,2014-08-17,1845.55
1325,2014-08-18,1845.39
1326,2014-08-19,1845.22
1327,2014-08-20,1845.05
1328,2014-08-21,1844.88
1329,2014-08-22,1844.71
1330,2014-08-23,1844.54
1331,2014-08-24,1844.36
1332,2014-08-25,1844.19
1333,2014-08-26,1844.03
1334,2014-08-27,1843.86
1335,2014-08-28,1843.69
1336,2014-08-29,1843.52
1337,2014-08-30,1843.35
1338,2014-08-31,1843.18
1339,2014-09-01,1843.01
1340,2014-09-02,1842.84
1341,2014-09-03,1842.65
1342,2014-09-04,1842.48
1343,2014-09-05,1842.31
1344,2014-09-06,1842.14
1345,2014-09-07,1841.98
1346,2014-09-08,1841.79
1347,2014-09-09,1841.61
1348,2014-09-10,1841.43
1349,2014-09-11,1841.25
1350,2014-09-12,1841.07
1351,2014-09-13,1840.87
1352,2014-09-14,1840.69
1353,2014-09-15,1840.5
1354,2014-09-16,1840.31
1355,2014-09-17,1840.13
1356,2014-09-18,1839.98
1357,2014-09-19,1839.8
1358,2014-09-20,1839.62
1359,2014-09-21,1839.44
1360,2014-09-22,1839.25
1361,2014-09-23,1839.06
1362,2014-09-24,1839.05
1363,2014-09-25,1839.04
1364,2014-09-26,1838.92
1365,2014-09-27,1838.77
1366,2014-09-28,1838.61
1367,2014-09-29,1838.46
1368,2014-09-30,1838.3
1369,2014-10-01,1838.12
1370,2014-10-02,1837.93
1371,2014-10-03,1837.73
1372,2014-10-04,1837.52
1373,2014-10-05,1837.32
1374,2014-10-06,1837.11
1375,2014-10-07,1836.9
1376,2014-10-08,1836.71
1377,2014-10-09,1836.57
1378,2014-10-10,1836.44
1379,2014-10-11,1836.31
1380,2014-10-12,1836.18
1381,2014-10-13,1836.03
1382,2014-10-14,1835.96
1383,2014-10-15,1835.93
1384,2014-10-16,1835.8
1385,2014-10-17,1835.67
1386,2014-10-18,1835.55
1387,2014-10-19,1835.41
1388,2014-10-20,1835.34
1389,2014-10-21,1835.21
1390,2014-10-22,1835.11
1391,2014-10-23,1835.17
1392,2014-10-24,1835.16
1393,2014-10-25,1835.17
1394,2014-10-26,1835.16
1395,2014-10-27,1835.06
1396,2014-10-28,1834.95
1397,2014-10-29,1834.84
1398,2014-10-30,1834.76
1399,2014-10-31,1834.8
1400,2014-11-01,1834.78
1401,2014-11-02,1834.76
1402,2014-11-03,1834.75
1403,2014-11-04,1834.73
1404,2014-11-05,1834.7
1405,2014-11-06,1834.67
1406,2014-11-07,1834.63
1407,2014-11-08,1834.59
1408,2014-11-09,1834.55
1409,2014-11-10,1834.5
1410,2014-11-11,1834.45
1411,2014-11-12,1834.4
1412,2014-11-13,1834.44
1413,2014-11-14,1834.48
1414,2014-11-15,1834.47
1415,2014-11-16,1834.44
1416,2014-11-17,1834.43
1417,2014-11-18,1834.41
1418,2014-11-19,1834.4
1419,2014-11-20,1834.38
1420,2014-11-21,1834.42
1421,2014-11-22,1834.68
1422,2014-11-23,1834.87
1423,2014-11-24,1834.85
1424,2014-11-25,1834.8
1425,2014-11-26,1834.78
1426,2014-11-27,1834.68
1427,2014-11-28,1834.75
1428,2014-11-29,1835.72
1429,2014-11-30,1835.98
1430,2014-12-01,1836.03
1431,2014-12-02,1835.99
1432,2014-12-03,1835.93
1433,2014-12-04,1835.84
1434,2014-12-05,1835.79
1435,2014-12-06,1835.75
1436,2014-12-07,1835.69
1437,2014-12-08,1835.62
1438,2014-12-09,1835.53
1439,2014-12-10,1835.51
1440,2014-12-11,1836.6
1441,2014-12-12,1837.35
1442,2014-12-13,1837.64
1443,2014-12-14,1837.76
1444,2014-12-15,1837.83
1445,2014-12-16,1837.82
1446,2014-12-17,1837.8
1447,2014-12-18,1837.79
1448,2014-12-19,1838.13
1449,2014-12-20,1839.06
1450,2014-12-21,1842.43
1451,2014-12-22,1844.43
1452,2014-12-23,1845.36
1453,2014-12-24,1846.09
1454,2014-12-25,1846.83
1455,2014-12-26,1847.17
1456,2014-12-27,1847.24
1457,2014-12-28,1847.36
1458,2014-12-29,1847.52
1459,2014-12-30,1847.51
1460,2014-12-31,1847.35
1461,2015-01-01,1847.08
1462,2015-01-02,1846.75
1463,2015-01-03,1846.37
1464,2015-01-04,1845.96
1465,2015-01-05,1845.76
1466,2015-01-06,1845.73
1467,2015-01-07,1845.7
1468,2015-01-08,1845.66
1469,2015-01-09,1845.6
1470,2015-01-10,1845.54
1471,2015-01-11,1845.5
1472,2015-01-12,1845.51
1473,2015-01-13,1845.49
1474,2015-01-14,1845.45
1475,2015-01-15,1845.45
1476,2015-01-16,1845.97
1477,2015-01-17,1846.56
1478,2015-01-18,1847.48
1479,2015-01-19,1847.72
1480,2015-01-20,1847.86
1481,2015-01-21,1848.03
1482,2015-01-22,1848.15
1483,2015-01-23,1848.19
1484,2015-01-24,1848.19
1485,2015-01-25,1848.14
1486,2015-01-26,1848.1
1487,2015-01-27,1848.08
1488,2015-01-28,1848.04
1489,2015-01-29,1848.0
1490,2015-01-30,1847.94
1491,2015-01-31,1847.9
1492,2015-02-01,1847.86
1493,2015-02-02,1847.87
1494,2015-02-03,1848.14
1495,2015-02-04,1848.44
1496,2015-02-05,1848.8
1497,2015-02-06,1857.61
1498,2015-02-07,1864.32
1499,2015-02-08,1866.36
1500,2015-02-09,1867.31
1501,2015-02-10,1867.66
1502,2015-02-11,1868.18
1503,2015-02-12,1868.17
1504,2015-02-13,1868.04
1505,2015-02-14,1867.84
1506,2015-02-15,1867.57
1507,2015-02-16,1867.25
1508,2015-02-17,1866.89
1509,2015-02-18,1866.5
1510,2015-02-19,1866.12
1511,2015-02-20,1865.67
1512,2015-02-21,1865.21
1513,2015-02-22,1864.71
1514,2015-02-23,1864.33
1515,2015-02-24,1864.26
1516,2015-02-25,1864.2
1517,2015-02-26,1864.2
1518,2015-02-27,1864.3
1519,2015-02-28,1864.39
1520,2015-03-01,1864.41
1521,2015-03-02,1864.41
1522,2015-03-03,1864.4
1523,2015-03-04,1864.39
1524,2015-03-05,1864.37
1525,2015-03-06,1864.33
1526,2015-03-07,1864.29
1527,2015-03-08,1864.24
1528,2015-03-09,1864.18
1529,2015-03-10,1864.15
1530,2015-03-11,1864.16
1531,2015-03-12,1864.14
1532,2015-03-13,1864.12
1533,2015-03-14,1864.18
1534,2015-03-15,1864.24
1535,2015-03-16,1864.3
1536,2015-03-17,1864.31
1537,2015-03-18,1864.32
1538,2015-03-19,1864.32
1539,2015-03-20,1864.32
1540,2015-03-21,1864.32
1541,2015-03-22,1864.35
1542,2015-03-23,1864.37
1543,2015-03-24,1864.52
1544,2015-03-25,1864.59
1545,2015-03-26,1864.63
1546,2015-03-27,1864.63
1547,2015-03-28,1864.62
1548,2015-03-29,1864.59
1549,2015-03-30,1864.55
1550,2015-03-31,1864.54
1551,2015-04-01,1864.51
1552,2015-04-02,1864.49
1553,2015-04-03,1864.48
1554,2015-04-04,1864.47
1555,2015-04-05,1864.46
1556,2015-04-06,1864.44
1557,2015-04-07,1864.44
1558,2015-04-08,1864.4
1559,2015-04-09,1864.37
1560,2015-04-10,1864.33
1561,2015-04-11,1864.29
1562,2015-04-12,1864.25
1563,2015-04-13,1864.24
1564,2015-04-14,1864.25
1565,2015-04-15,1864.24
1566,2015-04-16,1864.24
1567,2015-04-17,1864.22
1568,2015-04-18,1864.21
1569,2015-04-19,1864.18
1570,2015-04-20,1864.15
1571,2015-04-21,1864.11
1572,2015-04-22,1864.09
1573,2015-04-23,1864.09
1574,2015-04-24,1864.13
1575,2015-04-25,1864.13
1576,2015-04-26,1864.12
1577,2015-04-27,1864.1
1578,2015-04-28,1864.08
1579,2015-04-29,1864.05
1580,2015-04-30,1864.04
1581,2015-05-01,1864.01
1582,2015-05-02,1863.98
1583,2015-05-03,1863.94
1584,2015-05-04,1863.89
1585,2015-05-05,1863.84
1586,2015-05-06,1863.79
1587,2015-05-07,1863.75
1588,2015-05-08,1863.71
1589,2015-05-09,1863.66
1590,2015-05-10,1863.61
1591,2015-05-11,1863.59
1592,2015-05-12,1863.57
1593,2015-05-13,1863.54
1594,2015-05-14,1863.51
1595,2015-05-15,1863.47
1596,2015-05-16,1863.44
1597,2015-05-17,1863.42
1598,2015-05-18,1863.37
1599,2015-05-19,1863.31
1600,2015-05-20,1863.25
1601,2015-05-21,1863.23
1602,2015-05-22,1863.15
1603,2015-05-23,1863.06
1604,2015-05-24,1862.99
1605,2015-05-25,1862.91
1606,2015-05-26,1862.83
1607,2015-05-27,1862.75
1608,2015-05-28,1862.69
1609,2015-05-29,1862.62
1610,2015-05-30,1862.55
1611,2015-05-31,1862.48
1612,2015-06-01,1862.44
1613,2015-06-02,1862.37
1614,2015-06-03,1862.3
1615,2015-06-04,1862.23
1616,2015-06-05,1862.14
1617,2015-06-06,1862.07
1618,2015-06-07,1861.98
1619,2015-06-08,1861.89
1620,2015-06-09,1861.8
1621,2015-06-10,1861.7
1622,2015-06-11,1861.61
1623,2015-06-12,1861.51
1624,2015-06-13,1861.4
1625,2015-06-14,1861.3
1626,2015-06-15,1861.16
1627,2015-06-16,1861.01
1628,2015-06-17,1860.87
1629,2015-06-18,1860.71
1630,2015-06-19,1860.57
1631,2015-06-20,1860.41
1632,2015-06-21,1860.26
1633,2015-06-22,1860.1
1634,2015-06-23,1859.95
1635,2015-06-24,1859.8
1636,2015-06-25,1859.66
1637,2015-06-26,1859.52
1638,2015-06-27,1859.38
1639,2015-06-28,1859.24
1640,2015-06-29,1859.1
1641,2015-06-30,1858.95
1642,2015-07-01,1858.8
1643,2015-07-02,1858.65
1644,2015-07-03,1858.49
1645,2015-07-04,1858.34
1646,2015-07-05,1858.18
1647,2015-07-06,1858.02
1648,2015-07-07,1857.86
1649,2015-07-08,1857.7
1650,2015-07-09,1857.55
1651,2015-07-10,1857.38
1652,2015-07-11,1857.2
1653,2015-07-12,1857.03
1654,2015-07-13,1856.87
1655,2015-07-14,1856.68
1656,2015-07-15,1856.51
1657,2015-07-16,1856.34
1658,2015-07-17,1856.17
1659,2015-07-18,1856.01
1660,2015-07-19,1855.86
1661,2015-07-20,1855.68
1662,2015-07-21,1855.5
1663,2015-07-22,1855.34
1664,2015-07-23,1855.17
1665,2015-07-24,1854.99
1666,2015-07-25,1854.81
1667,2015-07-26,1854.64
1668,2015-07-27,1854.47
1669,2015-07-28,1854.29
1670,2015-07-29,1854.11
1671,2015-07-30,1853.92
1672,2015-07-31,1853.74
1673,2015-08-01,1853.56
1674,2015-08-02,1853.4
1675,2015-08-03,1853.23
1676,2015-08-04,1853.06
1677,2015-08-05,1852.89
1678,2015-08-06,1852.71
1679,2015-08-07,1852.54
1680,2015-08-08,1852.36
1681,2015-08-09,1852.18
1682,2015-08-10,1852.01
1683,2015-08-11,1851.84
1684,2015-08-12,1851.69
1685,2015-08-13,1851.5
1686,2015-08-14,1851.33
1687,2015-08-15,1851.15
1688,2015-08-16,1850.97
1689,2015-08-17,1850.79
1690,2015-08-18,1850.6
1691,2015-08-19,1850.4
1692,2015-08-20,1850.21
1693,2015-08-21,1850.02
1694,2015-08-22,1849.84
1695,2015-08-23,1849.66
1696,2015-08-24,1849.48
1697,2015-08-25,1849.3
1698,2015-08-26,1849.12
1699,2015-08-27,1848.93
1700,2015-08-28,1848.75
1701,2015-08-29,1848.58
1702,2015-08-30,1848.39
1703,2015-08-31,1848.22
1704,2015-09-01,1848.03
1705,2015-09-02,1847.85
1706,2015-09-03,1847.67
1707,2015-09-04,1847.48
1708,2015-09-05,1847.3
1709,2015-09-06,1847.12
1710,2015-09-07,1846.94
1711,2015-09-08,1846.74
1712,2015-09-09,1846.54
1713,2015-09-10,1846.36
1714,2015-09-11,1846.18
1715,2015-09-12,1845.99
1716,2015-09-13,1845.8
1717,2015-09-14,1845.6
1718,2015-09-15,1845.42
1719,2015-09-16,1845.24
1720,2015-09-17,1845.09
1721,2015-09-18,1844.93
1722,2015-09-19,1844.77
1723,2015-09-20,1844.61
1724,2015-09-21,1844.4
1725,2015-09-22,1844.23
1726,2015-09-23,1844.06
1727,2015-09-24,1843.9
1728,2015-09-25,1843.73
1729,2015-09-26,1843.57
1730,2015-09-27,1843.41
1731,2015-09-28,1843.26
1732,2015-09-29,1843.1
1733,2015-09-30,1842.94
1734,2015-10-01,1842.78
1735,2015-10-02,1842.62
1736,2015-10-03,1842.46
1737,2015-10-04,1842.31
1738,2015-10-05,1842.16
1739,2015-10-06,1841.99
1740,2015-10-07,1841.84
1741,2015-10-08,1841.68
1742,2015-10-09,1841.52
1743,2015-10-10,1841.37
1744,2015-10-11,1841.22
1745,2015-10-12,1841.08
1746,2015-10-13,1840.93
1747,2015-10-14,1840.79
1748,2015-10-15,1840.64
1749,2015-10-16,1840.47
1750,2015-10-17,1840.29
1751,2015-10-18,1840.07
1752,2015-10-19,1839.94
1753,2015-10-20,1839.79
1754,2015-10-21,1839.65
1755,2015-10-22,1839.49
1756,2015-10-23,1839.36
1757,2015-10-24,1839.24
1758,2015-10-25,1839.17
1759,2015-10-26,1839.06
1760,2015-10-27,1838.96
1761,2015-10-28,1838.87
1762,2015-10-29,1838.76
1763,2015-10-30,1838.67
1764,2015-10-31,1838.57
1765,2015-11-01,1838.52
1766,2015-11-02,1838.47
1767,2015-11-03,1838.4
1768,2015-11-04,1838.31
1769,2015-11-05,1838.22
1770,2015-11-06,1838.12
1771,2015-11-07,1838.05
1772,2015-11-08,1838.04
1773,2015-11-09,1838.0
1774,2015-11-10,1837.93
1775,2015-11-11,1837.85
1776,2015-11-12,1837.77
1777,2015-11-13,1837.69
1778,2015-11-14,1837.61
1779,2015-11-15,1837.65
1780,2015-11-16,1837.61
1781,2015-11-17,1837.57
1782,2015-11-18,1837.54
1783,2015-11-19,1837.52
1784,2015-11-20,1837.48
1785,2015-11-21,1837.42
1786,2015-11-22,1837.36
1787,2015-11-23,1837.29
1788,2015-11-24,1837.31
1789,2015-11-25,1837.25
1790,2015-11-26,1837.2
1791,2015-11-27,1837.12
1792,2015-11-28,1837.03
1793,2015-11-29,1836.95
1794,2015-11-30,1836.87
1795,2015-12-01,1836.79
1796,2015-12-02,1836.76
1797,2015-12-03,1836.79
1798,2015-12-04,1836.86
1799,2015-12-05,1836.81
1800,2015-12-06,1836.96
1801,2015-12-07,1837.11
1802,2015-12-08,1837.25
1803,2015-12-09,1838.11
1804,2015-12-10,1840.09
1805,2015-12-11,1840.9
1806,2015-12-12,1842.17
1807,2015-12-13,1846.59
1808,2015-12-14,1847.37
1809,2015-12-15,1847.37
1810,2015-12-16,1847.22
1811,2015-12-17,1848.28
1812,2015-12-18,1852.54
1813,2015-12-19,1853.23
1814,2015-12-20,1852.95
1815,2015-12-21,1854.44
1816,2015-12-22,1855.39
1817,2015-12-23,1855.51
1818,2015-12-24,1855.04
1819,2015-12-25,1854.15
1820,2015-12-26,1853.01
1821,2015-12-27,1851.8
1822,2015-12-28,1851.15
1823,2015-12-29,1851.0
1824,2015-12-30,1850.86
1825,2015-12-31,1850.75
1826,2016-01-01,1850.73
1827,2016-01-02,1850.73
1828,2016-01-03,1850.71
1829,2016-01-04,1850.67
1830,2016-01-05,1850.78
1831,2016-01-06,1850.98
1832,2016-01-07,1851.08
1833,2016-01-08,1851.16
1834,2016-01-09,1851.24
1835,2016-01-10,1851.3
1836,2016-01-11,1851.34
1837,2016-01-12,1851.48
1838,2016-01-13,1852.52
1839,2016-01-14,1853.26
1840,2016-01-15,1853.63
1841,2016-01-16,1854.58
1842,2016-01-17,1860.19
1843,2016-01-18,1864.03
1844,2016-01-19,1866.19
1845,2016-01-20,1867.51
1846,2016-01-21,1868.06
1847,2016-01-22,1869.05
1848,2016-01-23,1869.29
1849,2016-01-24,1868.55
1850,2016-01-25,1867.05
1851,2016-01-26,1865.35
1852,2016-01-27,1864.34
1853,2016-01-28,1864.1
1854,2016-01-29,1864.51
1855,2016-01-30,1864.77
1856,2016-01-31,1865.06
1857,2016-02-01,1865.37
1858,2016-02-02,1865.76
1859,2016-02-03,1866.19
1860,2016-02-04,1866.57
1861,2016-02-05,1866.55
1862,2016-02-06,1865.34
1863,2016-02-07,1864.1
1864,2016-02-08,1862.87
1865,2016-02-09,1861.67
1866,2016-02-10,1860.43
1867,2016-02-11,1859.84
1868,2016-02-12,1859.83
1869,2016-02-13,1859.82
1870,2016-02-14,1859.77
1871,2016-02-15,1859.82
1872,2016-02-16,1859.97
1873,2016-02-17,1860.21
1874,2016-02-18,1861.04
1875,2016-02-19,1862.05
1876,2016-02-20,1862.81
1877,2016-02-21,1863.32
1878,2016-02-22,1863.7
1879,2016-02-23,1864.02
1880,2016-02-24,1864.25
1881,2016-02-25,1864.46
1882,2016-02-26,1864.68
1883,2016-02-27,1864.94
1884,2016-02-28,1865.11
1885,2016-02-29,1865.26
1886,2016-03-01,1865.38
1887,2016-03-02,1865.48
1888,2016-03-03,1865.6
1889,2016-03-04,1865.66
1890,2016-03-05,1865.95
1891,2016-03-06,1866.64
1892,2016-03-07,1867.16
1893,2016-03-08,1867.38
1894,2016-03-09,1867.68
1895,2016-03-10,1868.87
1896,2016-03-11,1869.46
1897,2016-03-12,1870.17
1898,2016-03-13,1872.4
1899,2016-03-14,1874.37
1900,2016-03-15,1874.82
1901,2016-03-16,1874.66
1902,2016-03-17,1874.59
1903,2016-03-18,1874.79
1904,2016-03-19,1874.94
1905,2016-03-20,1875.07
1906,2016-03-21,1875.39
1907,2016-03-22,1875.63
1908,2016-03-23,1875.97
1909,2016-03-24,1876.17
1910,2016-03-25,1876.27
1911,2016-03-26,1876.3
1912,2016-03-27,1876.29
1913,2016-03-28,1876.25
1914,2016-03-29,1876.29
1915,2016-03-30,1876.47
1916,2016-03-31,1876.59
1917,2016-04-01,1876.68
1918,2016-04-02,1876.73
1919,2016-04-03,1876.79
1920,2016-04-04,1876.8
1921,2016-04-05,1876.83
1922,2016-04-06,1876.84
1923,2016-04-07,1876.83
1924,2016-04-08,1876.81
