,datetime,UPPER_KLAMATH_LAKE_NEAR_KLAMATH_FALLS__OR.
955,2013-08-13,8279.23
956,2013-08-14,8279.03
957,2013-08-15,8278.919999999998
958,2013-08-16,8278.91
959,2013-08-17,8279.02
960,2013-08-18,8278.93
961,2013-08-19,8278.83
962,2013-08-20,8279.08
963,2013-08-21,8278.66
964,2013-08-22,8278.54
965,2013-08-23,8278.58
966,2013-08-24,8278.48
967,2013-08-25,8278.46
968,2013-08-26,8278.47
969,2013-08-27,8278.380000000001
970,2013-08-28,8278.19
971,2013-08-29,8278.32
972,2013-08-30,8278.32
973,2013-08-31,8278.04
974,2013-09-01,8278.02
975,2013-09-02,8278.11
976,2013-09-03,8278.04
977,2013-09-04,8278.119999999999
978,2013-09-05,8278.02
979,2013-09-06,8278.04
980,2013-09-07,8278.08
981,2013-09-08,8278.310000000001
982,2013-09-09,8278.0
983,2013-09-10,8277.84
984,2013-09-11,8277.96
985,2013-09-12,8277.72
986,2013-09-13,8277.72
987,2013-09-14,8277.57
988,2013-09-15,8277.45
989,2013-09-16,8277.64
990,2013-09-17,8277.720000000001
991,2013-09-18,8277.5
992,2013-09-19,8277.43
993,2013-09-20,8277.21
994,2013-09-21,8277.369999999999
995,2013-09-22,8277.150000000001
996,2013-09-23,8277.55
997,2013-09-24,8277.51
998,2013-09-25,8277.650000000001
999,2013-09-26,8277.61
1000,2013-09-27,8277.35
1001,2013-09-28,8276.68
1002,2013-09-29,8276.93
1003,2013-09-30,8277.71
1004,2013-10-01,8277.89
1005,2013-10-02,8277.84
1006,2013-10-03,8277.82
1007,2013-10-04,8277.74
1008,2013-10-05,8277.64
1009,2013-10-06,8277.54
1010,2013-10-07,8277.92
1011,2013-10-08,8277.86
1012,2013-10-09,8278.04
1013,2013-10-10,8277.68
1014,2013-10-11,8277.68
1015,2013-10-12,8277.83
1016,2013-10-13,8277.869999999999
1017,2013-10-14,8277.93
1018,2013-10-15,8277.689999999999
1019,2013-10-16,8277.69
1020,2013-10-17,8277.740000000002
1021,2013-10-18,8277.73
1022,2013-10-19,8277.79
1023,2013-10-20,8277.79
1024,2013-10-21,8277.82
1025,2013-10-22,8277.82
1026,2013-10-23,8277.85
1027,2013-10-24,8277.869999999999
1028,2013-10-25,8277.85
1029,2013-10-26,8277.89
1030,2013-10-27,8278.43
1031,2013-10-28,8278.35
1032,2013-10-29,8277.84
1033,2013-10-30,8277.83
1034,2013-10-31,8277.880000000001
1035,2013-11-01,8277.81
1036,2013-11-02,8277.93
1037,2013-11-03,8277.99
1038,2013-11-04,8277.92
1039,2013-11-05,8277.759999999998
1040,2013-11-06,8277.98
1041,2013-11-07,8277.939999999999
1042,2013-11-08,8278.05
1043,2013-11-09,8278.07
1044,2013-11-10,8278.07
1045,2013-11-11,8277.990000000002
1046,2013-11-12,8278.07
1047,2013-11-13,8278.15
1048,2013-11-14,8278.29
1049,2013-11-15,8278.29
1050,2013-11-16,8278.14
1051,2013-11-17,8278.1
1052,2013-11-18,8277.96
1053,2013-11-19,8278.1
1054,2013-11-20,8279.09
1055,2013-11-21,8278.830000000002
1056,2013-11-22,8278.720000000001
1057,2013-11-23,8278.46
1058,2013-11-24,8278.31
1059,2013-11-25,8278.3
1060,2013-11-26,8278.32
1061,2013-11-27,8278.35
1062,2013-11-28,8278.369999999999
1063,2013-11-29,8278.369999999999
1064,2013-11-30,8278.39
1065,2013-12-01,8278.25
1066,2013-12-02,8278.689999999999
1067,2013-12-03,8278.73
1068,2013-12-04,8278.64
1069,2013-12-05,8278.51
1070,2013-12-06,8278.560000000001
1071,2013-12-07,8278.630000000001
1072,2013-12-08,8278.6
1073,2013-12-09,8278.61
1074,2013-12-10,8278.6
1075,2013-12-11,8278.57
1076,2013-12-12,8278.64
1077,2013-12-13,8278.65
1078,2013-12-14,8278.67
1079,2013-12-15,8278.71
1080,2013-12-16,8278.72
1081,2013-12-17,8278.77
1082,2013-12-18,8278.81
1083,2013-12-19,8278.85
1084,2013-12-20,8278.84
1085,2013-12-21,8278.869999999999
1086,2013-12-22,8278.92
1087,2013-12-23,8278.96
1088,2013-12-24,8278.96
1089,2013-12-25,8279.02
1090,2013-12-26,8279.06
1091,2013-12-27,8279.14
1092,2013-12-28,8279.15
1093,2013-12-29,8279.19
1094,2013-12-30,8279.21
1095,2013-12-31,8279.26
1096,2014-01-01,8279.28
1097,2014-01-02,8279.33
1098,2014-01-03,8279.369999999999
1099,2014-01-04,8279.36
1100,2014-01-05,8279.4
1101,2014-01-06,8279.439999999999
1102,2014-01-07,8279.46
1103,2014-01-08,8279.51
1104,2014-01-09,8279.54
1105,2014-01-10,8279.58
1106,2014-01-11,8279.66
1107,2014-01-12,8279.74
1108,2014-01-13,8279.81
1109,2014-01-14,8279.86
1110,2014-01-15,8279.88
1111,2014-01-16,8279.939999999999
1112,2014-01-17,8279.98
1113,2014-01-18,8280.0
1114,2014-01-19,8280.060000000001
1115,2014-01-20,8280.08
1116,2014-01-21,8280.14
1117,2014-01-22,8280.18
1118,2014-01-23,8280.24
1119,2014-01-24,8280.24
1120,2014-01-25,8280.26
1121,2014-01-26,8280.3
1122,2014-01-27,8280.36
1123,2014-01-28,8280.38
1124,2014-01-29,8280.51
1125,2014-01-30,8280.55
1126,2014-01-31,8280.619999999999
1127,2014-02-01,8280.64
1128,2014-02-02,8280.650000000001
1129,2014-02-03,8280.76
1130,2014-02-04,8280.779999999999
1131,2014-02-05,8280.85
1132,2014-02-06,8280.71
1133,2014-02-07,8280.75
1134,2014-02-08,8280.82
1135,2014-02-09,8281.01
1136,2014-02-10,8281.09
1137,2014-02-11,8280.86
1138,2014-02-12,8281.2
1139,2014-02-13,8281.46
1140,2014-02-14,8281.61
1141,2014-02-15,8281.94
1142,2014-02-16,8282.02
1143,2014-02-17,8282.119999999999
1144,2014-02-18,8282.48
1145,2014-02-19,8282.57
1146,2014-02-20,8282.5
1147,2014-02-21,8282.76
1148,2014-02-22,8282.73
1149,2014-02-23,8282.75
1150,2014-02-24,8282.81
1151,2014-02-25,8282.83
1152,2014-02-26,8282.720000000001
1153,2014-02-27,8282.85
1154,2014-02-28,8283.03
1155,2014-03-01,8282.93
1156,2014-03-02,8282.9
1157,2014-03-03,8282.93
1158,2014-03-04,8283.09
1159,2014-03-05,8282.81
1160,2014-03-06,8283.220000000001
1161,2014-03-07,8283.36
1162,2014-03-08,8283.21
1163,2014-03-09,8283.49
1164,2014-03-10,8283.880000000001
1165,2014-03-11,8283.77
1166,2014-03-12,8283.939999999999
1167,2014-03-13,8283.939999999999
1168,2014-03-14,8283.99
1169,2014-03-15,8283.99
1170,2014-03-16,8283.400000000001
1171,2014-03-17,8284.33
1172,2014-03-18,8284.130000000001
1173,2014-03-19,8284.2
1174,2014-03-20,8284.48
1175,2014-03-21,8284.52
1176,2014-03-22,8284.23
1177,2014-03-23,8284.23
1178,2014-03-24,8283.99
1179,2014-03-25,8283.88
1180,2014-03-26,8284.01
1181,2014-03-27,8284.02
1182,2014-03-28,8283.96
1183,2014-03-29,8284.49
1184,2014-03-30,8284.33
1185,2014-03-31,8284.11
1186,2014-04-01,8284.46
1187,2014-04-02,8284.54
1188,2014-04-03,8284.46
1189,2014-04-04,8284.67
1190,2014-04-05,8284.630000000001
1191,2014-04-06,8284.71
1192,2014-04-07,8284.71
1193,2014-04-08,8284.71
1194,2014-04-09,8284.68
1195,2014-04-10,8284.73
1196,2014-04-11,8284.8
1197,2014-04-12,8284.86
1198,2014-04-13,8284.73
1199,2014-04-14,8284.79
1200,2014-04-15,8284.88
1201,2014-04-16,8284.75
1202,2014-04-17,8284.880000000001
1203,2014-04-18,8284.560000000001
1204,2014-04-19,8284.61
1205,2014-04-20,8284.55
1206,2014-04-21,8284.48
1207,2014-04-22,8284.52
1208,2014-04-23,8284.119999999999
1209,2014-04-24,8284.43
1210,2014-04-25,8284.599999999999
1211,2014-04-26,8284.31
1212,2014-04-27,8284.61
1213,2014-04-28,8284.45
1214,2014-04-29,8284.41
1215,2014-04-30,8284.32
1216,2014-05-01,8284.32
1217,2014-05-02,8284.27
1218,2014-05-03,8284.2
1219,2014-05-04,8284.29
1220,2014-05-05,8284.42
1221,2014-05-06,8284.439999999999
1222,2014-05-07,8284.11
1223,2014-05-08,8283.89
1224,2014-05-09,8284.029999999999
1225,2014-05-10,8284.279999999999
1226,2014-05-11,8284.2
1227,2014-05-12,8284.1
1228,2014-05-13,8284.1
1229,2014-05-14,8284.0
1230,2014-05-15,8283.89
1231,2014-05-16,8283.900000000001
1232,2014-05-17,8283.89
1233,2014-05-18,8283.84
1234,2014-05-19,8283.73
1235,2014-05-20,8283.99
1236,2014-05-21,8283.86
1237,2014-05-22,8283.68
1238,2014-05-23,8283.720000000001
1239,2014-05-24,8283.630000000001
1240,2014-05-25,8283.85
1241,2014-05-26,8283.630000000001
1242,2014-05-27,8283.619999999999
1243,2014-05-28,8283.43
1244,2014-05-29,8283.380000000001
1245,2014-05-30,8283.32
1246,2014-05-31,8283.24
1247,2014-06-01,8283.1
1248,2014-06-02,8283.08
1249,2014-06-03,8283.01
1250,2014-06-04,8282.970000000001
1251,2014-06-05,8283.03
1252,2014-06-06,8283.01
1253,2014-06-07,8282.88
1254,2014-06-08,8282.73
1255,2014-06-09,8282.73
1256,2014-06-10,8282.56
1257,2014-06-11,8282.42
1258,2014-06-12,8282.48
1259,2014-06-13,8282.310000000001
1260,2014-06-14,8282.19
1261,2014-06-15,8282.130000000001
1262,2014-06-16,8282.099999999999
1263,2014-06-17,8281.95
1264,2014-06-18,8281.7
1265,2014-06-19,8281.900000000001
1266,2014-06-20,8281.509999999998
1267,2014-06-21,8281.560000000001
1268,2014-06-22,8281.45
1269,2014-06-23,8281.39
1270,2014-06-24,8281.23
1271,2014-06-25,8281.0
1272,2014-06-26,8280.98
1273,2014-06-27,8281.01
1274,2014-06-28,8281.1
1275,2014-06-29,8280.98
1276,2014-06-30,8280.89
1277,2014-07-01,8280.76
1278,2014-07-02,8280.630000000001
1279,2014-07-03,8280.54
1280,2014-07-04,8280.49
1281,2014-07-05,8280.4
1282,2014-07-06,8280.42
1283,2014-07-07,8280.39
1284,2014-07-08,8280.25
1285,2014-07-09,8280.05
1286,2014-07-10,8280.04
1287,2014-07-11,8279.96
1288,2014-07-12,8280.04
1289,2014-07-13,8279.98
1290,2014-07-14,8279.95
1291,2014-07-15,8279.79
1292,2014-07-16,8279.73
1293,2014-07-17,8279.68
1294,2014-07-18,8279.67
1295,2014-07-19,8279.55
1296,2014-07-20,8279.43
1297,2014-07-21,8279.16
1298,2014-07-22,8278.95
1299,2014-07-23,8279.18
1300,2014-07-24,8279.26
1301,2014-07-25,8278.99
1302,2014-07-26,8279.0
1303,2014-07-27,8278.759999999998
1304,2014-07-28,8278.71
1305,2014-07-29,8278.5
1306,2014-07-30,8278.11
1307,2014-07-31,8278.439999999999
1308,2014-08-01,8278.439999999999
1309,2014-08-02,8278.34
1310,2014-08-03,8278.44
1311,2014-08-04,8278.3
1312,2014-08-05,8278.05
1313,2014-08-06,8278.220000000001
1314,2014-08-07,8278.23
1315,2014-08-08,8278.150000000001
1316,2014-08-09,8278.34
1317,2014-08-10,8278.060000000001
1318,2014-08-11,8277.880000000001
1319,2014-08-12,8277.93
1320,2014-08-13,8277.92
1321,2014-08-14,8277.81
1322,2014-08-15,8277.880000000001
1323,2014-08-16,8277.81
1324,2014-08-17,8277.83
1325,2014-08-18,8277.849999999999
1326,2014-08-19,8277.77
1327,2014-08-20,8277.75
1328,2014-08-21,8277.619999999999
1329,2014-08-22,8277.71
1330,2014-08-23,8277.67
1331,2014-08-24,8277.619999999999
1332,2014-08-25,8277.52
1333,2014-08-26,8277.369999999999
1334,2014-08-27,8277.21
1335,2014-08-28,8277.150000000001
1336,2014-08-29,8277.35
1337,2014-08-30,8277.220000000001
1338,2014-08-31,8277.18
1339,2014-09-01,8276.939999999999
1340,2014-09-02,8277.279999999999
1341,2014-09-03,8277.009999999998
1342,2014-09-04,8276.96
1343,2014-09-05,8276.919999999998
1344,2014-09-06,8276.650000000001
1345,2014-09-07,8276.66
1346,2014-09-08,8276.73
1347,2014-09-09,8276.580000000002
1348,2014-09-10,8276.68
1349,2014-09-11,8276.7
1350,2014-09-12,8276.4
1351,2014-09-13,8276.34
1352,2014-09-14,8276.310000000001
1353,2014-09-15,8275.98
1354,2014-09-16,8276.14
1355,2014-09-17,8275.880000000001
1356,2014-09-18,8276.26
1357,2014-09-19,8276.24
1358,2014-09-20,8276.369999999999
1359,2014-09-21,8276.099999999999
1360,2014-09-22,8275.84
1361,2014-09-23,8275.48
1362,2014-09-24,8275.84
1363,2014-09-25,8275.96
1364,2014-09-26,8276.52
1365,2014-09-27,8276.68
1366,2014-09-28,8276.26
1367,2014-09-29,8276.27
1368,2014-09-30,8276.53
1369,2014-10-01,8276.310000000001
1370,2014-10-02,8276.29
1371,2014-10-03,8276.26
1372,2014-10-04,8276.27
1373,2014-10-05,8276.220000000001
1374,2014-10-06,8276.35
1375,2014-10-07,8276.25
1376,2014-10-08,8276.29
1377,2014-10-09,8276.29
1378,2014-10-10,8276.14
1379,2014-10-11,8276.24
1380,2014-10-12,8276.07
1381,2014-10-13,8275.91
1382,2014-10-14,8275.43
1383,2014-10-15,8275.89
1384,2014-10-16,8275.89
1385,2014-10-17,8275.84
1386,2014-10-18,8276.02
1387,2014-10-19,8275.8
1388,2014-10-20,8276.009999999998
1389,2014-10-21,8275.82
1390,2014-10-22,8275.48
1391,2014-10-23,8275.59
1392,2014-10-24,8275.400000000001
1393,2014-10-25,8275.64
1394,2014-10-26,8276.25
1395,2014-10-27,8276.33
1396,2014-10-28,8276.23
1397,2014-10-29,8276.39
1398,2014-10-30,8276.16
1399,2014-10-31,8276.58
1400,2014-11-01,8276.76
1401,2014-11-02,8276.55
1402,2014-11-03,8276.52
1403,2014-11-04,8276.58
1404,2014-11-05,8276.66
1405,2014-11-06,8276.61
1406,2014-11-07,8276.75
1407,2014-11-08,8276.689999999999
1408,2014-11-09,8276.71
1409,2014-11-10,8276.869999999999
1410,2014-11-11,8277.439999999999
1411,2014-11-12,8277.2
1412,2014-11-13,8276.560000000001
1413,2014-11-14,8276.880000000001
1414,2014-11-15,8277.14
1415,2014-11-16,8276.99
1416,2014-11-17,8276.98
1417,2014-11-18,8276.95
1418,2014-11-19,8276.76
1419,2014-11-20,8276.94
1420,2014-11-21,8276.58
1421,2014-11-22,8277.380000000001
1422,2014-11-23,8277.220000000001
1423,2014-11-24,8277.27
1424,2014-11-25,8277.349999999999
1425,2014-11-26,8277.46
1426,2014-11-27,8277.39
1427,2014-11-28,8277.21
1428,2014-11-29,8277.79
1429,2014-11-30,8277.82
1430,2014-12-01,8277.65
1431,2014-12-02,8277.76
1432,2014-12-03,8277.68
1433,2014-12-04,8277.76
1434,2014-12-05,8277.369999999999
1435,2014-12-06,8277.919999999998
1436,2014-12-07,8277.9
1437,2014-12-08,8277.93
1438,2014-12-09,8277.95
1439,2014-12-10,8277.73
1440,2014-12-11,8277.630000000001
1441,2014-12-12,8278.39
1442,2014-12-13,8278.48
1443,2014-12-14,8278.4
1444,2014-12-15,8278.369999999999
1445,2014-12-16,8278.529999999999
1446,2014-12-17,8278.560000000001
1447,2014-12-18,8278.599999999999
1448,2014-12-19,8278.65
1449,2014-12-20,8278.71
1450,2014-12-21,8279.43
1451,2014-12-22,8279.69
1452,2014-12-23,8279.77
1453,2014-12-24,8280.52
1454,2014-12-25,8280.41
1455,2014-12-26,8280.369999999999
1456,2014-12-27,8280.46
1457,2014-12-28,8280.76
1458,2014-12-29,8281.3
1459,2014-12-30,8281.17
1460,2014-12-31,8280.75
1461,2015-01-01,8280.74
1462,2015-01-02,8280.78
1463,2015-01-03,8280.83
1464,2015-01-04,8280.86
1465,2015-01-05,8280.92
1466,2015-01-06,8280.92
1467,2015-01-07,8280.91
1468,2015-01-08,8280.91
1469,2015-01-09,8280.92
1470,2015-01-10,8280.94
1471,2015-01-11,8280.98
1472,2015-01-12,8281.01
1473,2015-01-13,8281.05
1474,2015-01-14,8281.06
1475,2015-01-15,8281.029999999999
1476,2015-01-16,8281.130000000001
1477,2015-01-17,8281.15
1478,2015-01-18,8281.42
1479,2015-01-19,8281.51
1480,2015-01-20,8281.560000000001
1481,2015-01-21,8281.59
1482,2015-01-22,8281.58
1483,2015-01-23,8281.68
1484,2015-01-24,8281.68
1485,2015-01-25,8281.74
1486,2015-01-26,8281.78
1487,2015-01-27,8281.79
1488,2015-01-28,8281.91
1489,2015-01-29,8282.009999999998
1490,2015-01-30,8282.12
1491,2015-01-31,8282.029999999999
1492,2015-02-01,8281.939999999999
1493,2015-02-02,8281.98
1494,2015-02-03,8282.24
1495,2015-02-04,8281.91
1496,2015-02-05,8281.439999999999
1497,2015-02-06,8282.02
1498,2015-02-07,8282.630000000001
1499,2015-02-08,8282.02
1500,2015-02-09,8282.95
1501,2015-02-10,8283.35
1502,2015-02-11,8283.43
1503,2015-02-12,8283.560000000001
1504,2015-02-13,8283.61
1505,2015-02-14,8283.849999999999
1506,2015-02-15,8283.9
1507,2015-02-16,8283.96
1508,2015-02-17,8283.93
1509,2015-02-18,8284.02
1510,2015-02-19,8284.16
1511,2015-02-20,8284.18
1512,2015-02-21,8284.349999999999
1513,2015-02-22,8284.66
1514,2015-02-23,8284.39
1515,2015-02-24,8284.3
1516,2015-02-25,8284.41
1517,2015-02-26,8284.27
1518,2015-02-27,8284.49
1519,2015-02-28,8284.76
1520,2015-03-01,8284.61
1521,2015-03-02,8284.7
1522,2015-03-03,8284.720000000001
1523,2015-03-04,8284.61
1524,2015-03-05,8284.66
1525,2015-03-06,8284.71
1526,2015-03-07,8284.740000000002
1527,2015-03-08,8284.76
1528,2015-03-09,8284.75
1529,2015-03-10,8284.75
1530,2015-03-11,8284.779999999999
1531,2015-03-12,8284.96
1532,2015-03-13,8284.869999999999
1533,2015-03-14,8284.990000000002
1534,2015-03-15,8284.89
1535,2015-03-16,8285.21
1536,2015-03-17,8285.369999999999
1537,2015-03-18,8285.36
1538,2015-03-19,8285.4
1539,2015-03-20,8285.279999999999
1540,2015-03-21,8285.279999999999
1541,2015-03-22,8285.21
1542,2015-03-23,8285.04
1543,2015-03-24,8285.46
1544,2015-03-25,8285.56
1545,2015-03-26,8285.630000000001
1546,2015-03-27,8285.73
1547,2015-03-28,8285.73
1548,2015-03-29,8285.73
1549,2015-03-30,8285.84
1550,2015-03-31,8285.83
1551,2015-04-01,8285.83
1552,2015-04-02,8285.740000000002
1553,2015-04-03,8285.73
1554,2015-04-04,8285.67
1555,2015-04-05,8285.55
1556,2015-04-06,8284.720000000001
1557,2015-04-07,8285.41
1558,2015-04-08,8285.66
1559,2015-04-09,8285.630000000001
1560,2015-04-10,8285.61
1561,2015-04-11,8285.65
1562,2015-04-12,8285.61
1563,2015-04-13,8285.67
1564,2015-04-14,8285.89
1565,2015-04-15,8285.68
1566,2015-04-16,8285.64
1567,2015-04-17,8285.71
1568,2015-04-18,8285.720000000001
1569,2015-04-19,8285.6
1570,2015-04-20,8285.52
1571,2015-04-21,8285.720000000001
1572,2015-04-22,8285.64
1573,2015-04-23,8285.41
1574,2015-04-24,8285.380000000001
1575,2015-04-25,8285.43
1576,2015-04-26,8285.24
1577,2015-04-27,8285.2
1578,2015-04-28,8285.380000000001
1579,2015-04-29,8285.25
1580,2015-04-30,8285.11
1581,2015-05-01,8285.0
1582,2015-05-02,8284.92
1583,2015-05-03,8284.939999999999
1584,2015-05-04,8284.96
1585,2015-05-05,8284.98
1586,2015-05-06,8284.94
1587,2015-05-07,8284.95
1588,2015-05-08,8284.86
1589,2015-05-09,8284.630000000001
1590,2015-05-10,8284.45
1591,2015-05-11,8284.560000000001
1592,2015-05-12,8284.54
1593,2015-05-13,8284.34
1594,2015-05-14,8284.470000000001
1595,2015-05-15,8284.58
1596,2015-05-16,8284.349999999999
1597,2015-05-17,8284.34
1598,2015-05-18,8284.43
1599,2015-05-19,8284.43
1600,2015-05-20,8284.36
1601,2015-05-21,8284.45
1602,2015-05-22,8284.560000000001
1603,2015-05-23,8284.61
1604,2015-05-24,8284.57
1605,2015-05-25,8284.62
1606,2015-05-26,8284.48
1607,2015-05-27,8284.46
1608,2015-05-28,8284.54
1609,2015-05-29,8284.52
1610,2015-05-30,8284.35
1611,2015-05-31,8284.349999999999
1612,2015-06-01,8284.29
1613,2015-06-02,8284.36
1614,2015-06-03,8284.400000000001
1615,2015-06-04,8284.509999999998
1616,2015-06-05,8284.439999999999
1617,2015-06-06,8284.27
1618,2015-06-07,8284.16
1619,2015-06-08,8284.11
1620,2015-06-09,8284.0
1621,2015-06-10,8284.14
1622,2015-06-11,8284.14
1623,2015-06-12,8284.09
1624,2015-06-13,8284.119999999999
1625,2015-06-14,8284.05
1626,2015-06-15,8283.900000000001
1627,2015-06-16,8283.720000000001
1628,2015-06-17,8283.59
1629,2015-06-18,8283.619999999999
1630,2015-06-19,8283.55
1631,2015-06-20,8283.39
1632,2015-06-21,8283.310000000001
1633,2015-06-22,8283.32
1634,2015-06-23,8283.18
1635,2015-06-24,8283.14
1636,2015-06-25,8283.17
1637,2015-06-26,8282.84
1638,2015-06-27,8282.76
1639,2015-06-28,8282.56
1640,2015-06-29,8282.8
1641,2015-06-30,8282.689999999999
1642,2015-07-01,8282.58
1643,2015-07-02,8282.44
1644,2015-07-03,8282.4
1645,2015-07-04,8282.18
1646,2015-07-05,8282.0
1647,2015-07-06,8282.150000000001
1648,2015-07-07,8281.9
1649,2015-07-08,8281.89
1650,2015-07-09,8281.9
1651,2015-07-10,8281.880000000001
1652,2015-07-11,8281.84
1653,2015-07-12,8281.95
1654,2015-07-13,8282.09
1655,2015-07-14,8282.07
1656,2015-07-15,8281.98
1657,2015-07-16,8282.06
1658,2015-07-17,8281.92
1659,2015-07-18,8281.75
1660,2015-07-19,8281.79
1661,2015-07-20,8281.55
1662,2015-07-21,8281.57
1663,2015-07-22,8281.44
1664,2015-07-23,8281.39
1665,2015-07-24,8281.36
1666,2015-07-25,8281.279999999999
1667,2015-07-26,8281.26
1668,2015-07-27,8281.119999999999
1669,2015-07-28,8281.15
1670,2015-07-29,8280.939999999999
1671,2015-07-30,8280.8
1672,2015-07-31,8280.619999999999
1673,2015-08-01,8280.61
1674,2015-08-02,8280.52
1675,2015-08-03,8280.66
1676,2015-08-04,8280.41
1677,2015-08-05,8280.52
1678,2015-08-06,8280.650000000001
1679,2015-08-07,8280.42
1680,2015-08-08,8280.2
1681,2015-08-09,8280.189999999999
1682,2015-08-10,8280.2
1683,2015-08-11,8280.01
1684,2015-08-12,8279.869999999999
1685,2015-08-13,8279.869999999999
1686,2015-08-14,8279.869999999999
1687,2015-08-15,8279.89
1688,2015-08-16,8280.130000000001
1689,2015-08-17,8279.97
1690,2015-08-18,8279.62
1691,2015-08-19,8279.630000000001
1692,2015-08-20,8279.580000000002
1693,2015-08-21,8279.5
1694,2015-08-22,8279.49
1695,2015-08-23,8279.279999999999
1696,2015-08-24,8279.27
1697,2015-08-25,8279.16
1698,2015-08-26,8279.01
1699,2015-08-27,8278.99
1700,2015-08-28,8278.380000000001
1701,2015-08-29,8278.49
1702,2015-08-30,8278.73
1703,2015-08-31,8278.65
1704,2015-09-01,8278.59
1705,2015-09-02,8278.69
1706,2015-09-03,8278.630000000001
1707,2015-09-04,8278.61
1708,2015-09-05,8278.35
1709,2015-09-06,8278.3
1710,2015-09-07,8278.439999999999
1711,2015-09-08,8278.25
1712,2015-09-09,8278.18
1713,2015-09-10,8278.17
1714,2015-09-11,8278.060000000001
1715,2015-09-12,8278.05
1716,2015-09-13,8278.03
1717,2015-09-14,8277.84
1718,2015-09-15,8277.84
1719,2015-09-16,8277.580000000002
1720,2015-09-17,8277.82
1721,2015-09-18,8277.869999999999
1722,2015-09-19,8277.93
1723,2015-09-20,8277.82
1724,2015-09-21,8277.84
1725,2015-09-22,8277.77
1726,2015-09-23,8277.75
1727,2015-09-24,8277.7
1728,2015-09-25,8277.7
1729,2015-09-26,8277.900000000001
1730,2015-09-27,8277.970000000001
1731,2015-09-28,8277.529999999999
1732,2015-09-29,8277.369999999999
1733,2015-09-30,8277.43
1734,2015-10-01,8277.560000000001
1735,2015-10-02,8277.57
1736,2015-10-03,8277.92
1737,2015-10-04,8277.58
1738,2015-10-05,8277.3
1739,2015-10-06,8277.220000000001
1740,2015-10-07,8277.14
1741,2015-10-08,8277.05
1742,2015-10-09,8277.02
1743,2015-10-10,8277.06
1744,2015-10-11,8277.03
1745,2015-10-12,8276.95
1746,2015-10-13,8276.98
1747,2015-10-14,8276.9
1748,2015-10-15,8276.849999999999
1749,2015-10-16,8276.77
1750,2015-10-17,8276.740000000002
1751,2015-10-18,8276.86
1752,2015-10-19,8276.86
1753,2015-10-20,8276.77
1754,2015-10-21,8276.79
1755,2015-10-22,8276.77
1756,2015-10-23,8276.58
1757,2015-10-24,8276.45
1758,2015-10-25,8276.470000000001
1759,2015-10-26,8276.49
1760,2015-10-27,8276.349999999999
1761,2015-10-28,8276.57
1762,2015-10-29,8276.58
1763,2015-10-30,8276.4
1764,2015-10-31,8276.24
1765,2015-11-01,8276.52
1766,2015-11-02,8276.85
1767,2015-11-03,8276.84
1768,2015-11-04,8276.58
1769,2015-11-05,8276.5
1770,2015-11-06,8276.56
1771,2015-11-07,8276.470000000001
1772,2015-11-08,8276.61
1773,2015-11-09,8276.779999999999
1774,2015-11-10,8276.529999999999
1775,2015-11-11,8276.47
1776,2015-11-12,8276.61
1777,2015-11-13,8276.59
1778,2015-11-14,8275.9
1779,2015-11-15,8276.99
1780,2015-11-16,8276.330000000002
1781,2015-11-17,8276.23
1782,2015-11-18,8276.54
1783,2015-11-19,8276.45
1784,2015-11-20,8276.9
1785,2015-11-21,8276.71
1786,2015-11-22,8276.61
1787,2015-11-23,8276.48
1788,2015-11-24,8276.97
1789,2015-11-25,8277.34
1790,2015-11-26,8276.83
1791,2015-11-27,8276.630000000001
1792,2015-11-28,8276.59
1793,2015-11-29,8276.58
1794,2015-11-30,8276.6
1795,2015-12-01,8276.619999999999
1796,2015-12-02,8276.67
1797,2015-12-03,8276.400000000001
1798,2015-12-04,8276.630000000001
1799,2015-12-05,8275.74
1800,2015-12-06,8276.6
1801,2015-12-07,8276.66
1802,2015-12-08,8276.779999999999
1803,2015-12-09,8276.45
1804,2015-12-10,8277.119999999999
1805,2015-12-11,8277.33
1806,2015-12-12,8277.009999999998
1807,2015-12-13,8277.91
1808,2015-12-14,8277.99
1809,2015-12-15,8277.93
1810,2015-12-16,8277.89
1811,2015-12-17,8277.880000000001
1812,2015-12-18,8278.1
1813,2015-12-19,8278.23
1814,2015-12-20,8278.16
1815,2015-12-21,8278.38
1816,2015-12-22,8278.61
1817,2015-12-23,8278.8
1818,2015-12-24,8278.900000000001
1819,2015-12-25,8278.99
1820,2015-12-26,8279.04
1821,2015-12-27,8279.08
1822,2015-12-28,8279.14
1823,2015-12-29,8279.2
1824,2015-12-30,8279.26
1825,2015-12-31,8279.32
1826,2016-01-01,8279.35
1827,2016-01-02,8279.4
1828,2016-01-03,8279.46
1829,2016-01-04,8279.45
1830,2016-01-05,8279.48
1831,2016-01-06,8279.55
1832,2016-01-07,8279.58
1833,2016-01-08,8279.61
1834,2016-01-09,8279.68
1835,2016-01-10,8279.75
1836,2016-01-11,8279.779999999999
1837,2016-01-12,8279.81
1838,2016-01-13,8279.89
1839,2016-01-14,8280.0
1840,2016-01-15,8280.07
1841,2016-01-16,8280.17
1842,2016-01-17,8280.33
1843,2016-01-18,8280.41
1844,2016-01-19,8280.560000000001
1845,2016-01-20,8280.67
1846,2016-01-21,8280.61
1847,2016-01-22,8280.759999999998
1848,2016-01-23,8281.01
