,datetime,LAKE_TAHOE_A_TAHOE_CITY_CA.
1066,2013-12-02,3.76
1067,2013-12-03,3.77
1068,2013-12-04,3.75
1069,2013-12-05,3.72
1070,2013-12-06,3.73
1071,2013-12-07,3.75
1072,2013-12-08,3.71
1073,2013-12-09,3.71
1074,2013-12-10,3.71
1075,2013-12-11,3.71
1076,2013-12-12,3.7
1077,2013-12-13,3.69
1078,2013-12-14,3.68
1079,2013-12-15,3.68
1080,2013-12-16,3.67
1081,2013-12-17,3.67
1082,2013-12-18,3.65
1083,2013-12-19,3.67
1084,2013-12-20,3.65
1085,2013-12-21,3.63
1086,2013-12-22,3.63
1087,2013-12-23,3.63
1088,2013-12-24,3.63
1089,2013-12-25,3.62
1090,2013-12-26,3.62
1091,2013-12-27,3.62
1092,2013-12-28,3.62
1093,2013-12-29,3.6
1094,2013-12-30,3.6
1095,2013-12-31,3.59
1096,2014-01-01,3.59
1097,2014-01-02,3.59
1098,2014-01-03,3.58
1099,2014-01-04,3.58
1100,2014-01-05,3.56
1101,2014-01-06,3.56
1102,2014-01-07,3.54
1103,2014-01-08,3.55
1104,2014-01-09,3.54
1105,2014-01-10,3.53
1106,2014-01-11,3.54
1107,2014-01-12,3.53
1108,2014-01-13,3.53
1109,2014-01-14,3.53
1110,2014-01-15,3.52
1111,2014-01-16,3.52
1112,2014-01-17,3.52
1113,2014-01-18,3.52
1114,2014-01-19,3.52
1115,2014-01-20,3.51
1116,2014-01-21,3.51
1117,2014-01-22,3.52
1118,2014-01-23,3.5
1119,2014-01-24,3.5
1120,2014-01-25,3.49
1121,2014-01-26,3.49
1122,2014-01-27,3.49
1123,2014-01-28,3.49
1124,2014-01-29,3.57
1125,2014-01-30,3.64
1126,2014-01-31,3.63
1127,2014-02-01,3.62
1128,2014-02-02,3.62
1129,2014-02-03,3.61
1130,2014-02-04,3.61
1131,2014-02-05,3.59
1132,2014-02-06,3.6
1133,2014-02-07,3.62
1134,2014-02-08,3.81
1135,2014-02-09,4.01
1136,2014-02-10,4.06
1137,2014-02-11,4.05
1138,2014-02-12,4.05
1139,2014-02-13,4.05
1140,2014-02-14,4.05
1141,2014-02-15,4.04
1142,2014-02-16,4.05
1143,2014-02-17,4.05
1144,2014-02-18,4.06
1145,2014-02-19,4.05
1146,2014-02-20,4.04
1147,2014-02-21,4.04
1148,2014-02-22,4.04
1149,2014-02-23,4.04
1150,2014-02-24,4.04
1151,2014-02-25,4.04
1152,2014-02-26,4.09
1153,2014-02-27,4.1
1154,2014-02-28,4.15
1155,2014-03-01,4.15
1156,2014-03-02,4.14
1157,2014-03-03,4.16
1158,2014-03-04,4.16
1159,2014-03-05,4.16
1160,2014-03-06,4.2
1161,2014-03-07,4.2
1162,2014-03-08,4.21
1163,2014-03-09,4.21
1164,2014-03-10,4.21
1165,2014-03-11,4.21
1166,2014-03-12,4.2
1167,2014-03-13,4.19
1168,2014-03-14,4.19
1169,2014-03-15,4.19
1170,2014-03-16,4.19
1171,2014-03-17,4.17
1172,2014-03-18,4.18
1173,2014-03-19,4.18
1174,2014-03-20,4.18
1175,2014-03-21,4.18
1176,2014-03-22,4.17
1177,2014-03-23,4.18
1178,2014-03-24,4.17
1179,2014-03-25,4.2
1180,2014-03-26,4.19
1181,2014-03-27,4.18
1182,2014-03-28,4.2
1183,2014-03-29,4.25
1184,2014-03-30,4.25
1185,2014-03-31,4.27
1186,2014-04-01,4.26
1187,2014-04-02,4.26
1188,2014-04-03,4.25
1189,2014-04-04,4.25
1190,2014-04-05,4.24
1191,2014-04-06,4.25
1192,2014-04-07,4.25
1193,2014-04-08,4.25
1194,2014-04-09,4.26
1195,2014-04-10,4.26
1196,2014-04-11,4.27
1197,2014-04-12,4.27
1198,2014-04-13,4.27
1199,2014-04-14,4.27
1200,2014-04-15,4.28
1201,2014-04-16,4.29
1202,2014-04-17,4.28
1203,2014-04-18,4.3
1204,2014-04-19,4.31
1205,2014-04-20,4.31
1206,2014-04-21,4.32
1207,2014-04-22,4.32
1208,2014-04-23,4.34
1209,2014-04-24,4.33
1210,2014-04-25,4.37
1211,2014-04-26,4.37
1212,2014-04-27,4.35
1213,2014-04-28,4.36
1214,2014-04-29,4.37
1215,2014-04-30,4.36
1216,2014-05-01,4.35
1217,2014-05-02,4.35
1218,2014-05-03,4.35
1219,2014-05-04,4.35
1220,2014-05-05,4.35
1221,2014-05-06,4.36
1222,2014-05-07,4.35
1223,2014-05-08,4.35
1224,2014-05-09,4.33
1225,2014-05-10,4.37
1226,2014-05-11,4.35
1227,2014-05-12,4.34
1228,2014-05-13,4.34
1229,2014-05-14,4.35
1230,2014-05-15,4.35
1231,2014-05-16,4.34
1232,2014-05-17,4.34
1233,2014-05-18,4.33
1234,2014-05-19,4.34
1235,2014-05-20,4.41
1236,2014-05-21,4.42
1237,2014-05-22,4.43
1238,2014-05-23,4.44
1239,2014-05-24,4.44
1240,2014-05-25,4.44
1241,2014-05-26,4.44
1242,2014-05-27,4.43
1243,2014-05-28,4.43
1244,2014-05-29,4.42
1245,2014-05-30,4.41
1246,2014-05-31,4.42
1247,2014-06-01,4.42
1248,2014-06-02,4.41
1249,2014-06-03,4.41
1250,2014-06-04,4.41
1251,2014-06-05,4.4
1252,2014-06-06,4.41
1253,2014-06-07,4.4
1254,2014-06-08,4.39
1255,2014-06-09,4.39
1256,2014-06-10,4.39
1257,2014-06-11,4.36
1258,2014-06-12,4.32
1259,2014-06-13,4.32
1260,2014-06-14,4.3
1261,2014-06-15,4.28
1262,2014-06-16,4.25
1263,2014-06-17,4.25
1264,2014-06-18,4.24
1265,2014-06-19,4.24
1266,2014-06-20,4.22
1267,2014-06-21,4.19
1268,2014-06-22,4.2
1269,2014-06-23,4.18
1270,2014-06-24,4.17
1271,2014-06-25,4.14
1272,2014-06-26,4.14
1273,2014-06-27,4.12
1274,2014-06-28,4.12
1275,2014-06-29,4.11
1276,2014-06-30,4.11
1277,2014-07-01,4.11
1278,2014-07-02,4.09
1279,2014-07-03,4.09
1280,2014-07-04,4.07
1281,2014-07-05,4.06
1282,2014-07-06,4.05
1283,2014-07-07,4.06
1284,2014-07-08,4.05
1285,2014-07-09,4.04
1286,2014-07-10,4.03
1287,2014-07-11,4.01
1288,2014-07-12,4.01
1289,2014-07-13,4.0
1290,2014-07-14,3.99
1291,2014-07-15,3.98
1292,2014-07-16,3.99
1293,2014-07-17,4.01
1294,2014-07-18,4.0
1295,2014-07-19,4.0
1296,2014-07-20,4.02
1297,2014-07-21,4.0
1298,2014-07-22,4.0
1299,2014-07-23,3.97
1300,2014-07-24,3.95
1301,2014-07-25,3.96
1302,2014-07-26,3.93
1303,2014-07-27,3.93
1304,2014-07-28,3.91
1305,2014-07-29,3.91
1306,2014-07-30,3.9
1307,2014-07-31,3.89
1308,2014-08-01,3.87
1309,2014-08-02,3.86
1310,2014-08-03,3.85
1311,2014-08-04,3.86
1312,2014-08-05,3.86
1313,2014-08-06,3.83
1314,2014-08-07,3.84
1315,2014-08-08,3.82
1316,2014-08-09,3.82
1317,2014-08-10,3.82
1318,2014-08-11,3.83
1319,2014-08-12,3.82
1320,2014-08-13,3.77
1321,2014-08-14,3.75
1322,2014-08-15,3.76
1323,2014-08-16,3.74
1324,2014-08-17,3.72
1325,2014-08-18,3.71
1326,2014-08-19,3.69
1327,2014-08-20,3.67
1328,2014-08-21,3.66
1329,2014-08-22,3.63
1330,2014-08-23,3.61
1331,2014-08-24,3.6
1332,2014-08-25,3.59
1333,2014-08-26,3.58
1334,2014-08-27,3.57
1335,2014-08-28,3.56
1336,2014-08-29,3.54
1337,2014-08-30,3.52
1338,2014-08-31,3.5
1339,2014-09-01,3.51
1340,2014-09-02,3.49
1341,2014-09-03,3.48
1342,2014-09-04,3.46
1343,2014-09-05,3.45
1344,2014-09-06,3.42
1345,2014-09-07,3.41
1346,2014-09-08,3.39
1347,2014-09-09,3.38
1348,2014-09-10,3.38
1349,2014-09-11,3.36
1350,2014-09-12,3.35
1351,2014-09-13,3.34
1352,2014-09-14,3.33
1353,2014-09-15,3.31
1354,2014-09-16,3.3
1355,2014-09-17,3.28
1356,2014-09-18,3.25
1357,2014-09-19,3.25
1358,2014-09-20,3.24
1359,2014-09-21,3.21
1360,2014-09-22,3.21
1361,2014-09-23,3.19
1362,2014-09-24,3.17
1363,2014-09-25,3.15
1364,2014-09-26,3.15
1365,2014-09-27,3.16
1366,2014-09-28,3.2
1367,2014-09-29,3.17
1368,2014-09-30,3.15
1369,2014-10-01,3.13
1370,2014-10-02,3.13
1371,2014-10-03,3.14
1372,2014-10-04,3.12
1373,2014-10-05,3.11
1374,2014-10-06,3.11
1375,2014-10-07,3.1
1376,2014-10-08,3.09
1377,2014-10-09,3.08
1378,2014-10-10,3.08
1379,2014-10-11,3.07
1380,2014-10-12,3.05
1381,2014-10-13,3.04
1382,2014-10-14,3.02
1383,2014-10-15,3.0
1384,2014-10-16,2.96
1385,2014-10-17,2.95
1386,2014-10-18,2.97
1387,2014-10-19,2.93
1388,2014-10-20,2.91
1389,2014-10-21,2.9
1390,2014-10-22,2.89
1391,2014-10-23,2.86
1392,2014-10-24,2.85
1393,2014-10-25,2.86
1394,2014-10-26,2.81
1395,2014-10-27,2.82
1396,2014-10-28,2.8
1397,2014-10-29,2.8
1398,2014-10-30,2.79
1399,2014-10-31,2.79
1400,2014-11-01,2.75
1401,2014-11-02,2.75
1402,2014-11-03,2.73
1403,2014-11-04,2.73
1404,2014-11-05,2.72
1405,2014-11-06,2.7
1406,2014-11-07,2.7
1407,2014-11-08,2.71
1408,2014-11-09,2.7
1409,2014-11-10,2.69
1410,2014-11-11,2.68
1411,2014-11-12,2.66
1412,2014-11-13,2.67
1413,2014-11-14,2.64
1414,2014-11-15,2.64
1415,2014-11-16,2.61
1416,2014-11-17,2.61
1417,2014-11-18,2.6
1418,2014-11-19,2.58
1419,2014-11-20,2.58
1420,2014-11-21,2.57
1421,2014-11-22,2.6
1422,2014-11-23,2.57
1423,2014-11-24,2.56
1424,2014-11-25,2.57
1425,2014-11-26,2.56
1426,2014-11-27,2.56
1427,2014-11-28,2.49
1428,2014-11-29,2.55
1429,2014-11-30,2.55
1430,2014-12-01,2.55
1431,2014-12-02,2.62
1432,2014-12-03,2.62
1433,2014-12-04,2.65
1434,2014-12-05,2.63
1435,2014-12-06,2.66
1436,2014-12-07,2.63
1437,2014-12-08,2.62
1438,2014-12-09,2.63
1439,2014-12-10,2.61
1440,2014-12-11,2.6
1441,2014-12-12,2.63
1442,2014-12-13,2.6
1443,2014-12-14,2.6
1444,2014-12-15,2.6
1445,2014-12-16,2.59
1446,2014-12-17,2.57
1447,2014-12-18,2.57
1448,2014-12-19,2.61
1449,2014-12-20,2.61
1450,2014-12-21,2.61
1451,2014-12-22,2.6
1452,2014-12-23,2.6
1453,2014-12-24,2.62
1454,2014-12-25,2.61
1455,2014-12-26,2.59
1456,2014-12-27,2.59
1457,2014-12-28,2.57
1458,2014-12-29,2.56
1459,2014-12-30,2.55
1460,2014-12-31,2.51
1461,2015-01-01,2.49
1462,2015-01-02,2.49
1463,2015-01-03,2.49
1464,2015-01-04,2.49
1465,2015-01-05,2.48
1466,2015-01-06,2.48
1467,2015-01-07,2.49
1468,2015-01-08,2.48
1469,2015-01-09,2.48
1470,2015-01-10,2.48
1471,2015-01-11,2.48
1472,2015-01-12,2.48
1473,2015-01-13,2.47
1474,2015-01-14,2.47
1475,2015-01-15,2.46
1476,2015-01-16,2.46
1477,2015-01-17,2.45
1478,2015-01-18,2.46
1479,2015-01-19,2.45
1480,2015-01-20,2.44
1481,2015-01-21,2.44
1482,2015-01-22,2.44
1483,2015-01-23,2.43
1484,2015-01-24,2.42
1485,2015-01-25,2.43
1486,2015-01-26,2.43
1487,2015-01-27,2.43
1488,2015-01-28,2.44
1489,2015-01-29,2.43
1490,2015-01-30,2.43
1491,2015-01-31,2.42
1492,2015-02-01,2.42
1493,2015-02-02,2.42
1494,2015-02-03,2.41
1495,2015-02-04,2.4
1496,2015-02-05,2.36
1497,2015-02-06,2.47
1498,2015-02-07,2.62
1499,2015-02-08,2.74
1500,2015-02-09,2.77
1501,2015-02-10,2.78
1502,2015-02-11,2.79
1503,2015-02-12,2.8
1504,2015-02-13,2.81
1505,2015-02-14,2.81
1506,2015-02-15,2.82
1507,2015-02-16,2.82
1508,2015-02-17,2.83
1509,2015-02-18,2.83
1510,2015-02-19,2.84
1511,2015-02-20,2.84
1512,2015-02-21,2.84
1513,2015-02-22,2.83
1514,2015-02-23,2.82
1515,2015-02-24,2.8
1516,2015-02-25,2.79
1517,2015-02-26,2.8
1518,2015-02-27,2.82
1519,2015-02-28,2.85
1520,2015-03-01,2.84
1521,2015-03-02,2.84
1522,2015-03-03,2.84
1523,2015-03-04,2.83
1524,2015-03-05,2.82
1525,2015-03-06,2.82
1526,2015-03-07,2.82
1527,2015-03-08,2.82
1528,2015-03-09,2.82
1529,2015-03-10,2.83
1530,2015-03-11,2.83
1531,2015-03-12,2.83
1532,2015-03-13,2.83
1533,2015-03-14,2.83
1534,2015-03-15,2.82
1535,2015-03-16,2.82
1536,2015-03-17,2.83
1537,2015-03-18,2.83
1538,2015-03-19,2.83
1539,2015-03-20,2.82
1540,2015-03-21,2.82
1541,2015-03-22,2.83
1542,2015-03-23,2.82
1543,2015-03-24,2.82
1544,2015-03-25,2.83
1545,2015-03-26,2.83
1546,2015-03-27,2.82
1547,2015-03-28,2.83
1548,2015-03-29,2.84
1549,2015-03-30,2.84
1550,2015-03-31,2.81
1551,2015-04-01,2.82
1552,2015-04-02,2.81
1553,2015-04-03,2.8
1554,2015-04-04,2.77
1555,2015-04-05,2.78
1556,2015-04-06,2.77
1557,2015-04-07,2.78
1558,2015-04-08,2.78
1559,2015-04-09,2.77
1560,2015-04-10,2.76
1561,2015-04-11,2.77
1562,2015-04-12,2.77
1563,2015-04-13,2.76
1564,2015-04-14,2.75
1565,2015-04-15,2.76
1566,2015-04-16,2.73
1567,2015-04-17,2.73
1568,2015-04-18,2.73
1569,2015-04-19,2.73
1570,2015-04-20,2.74
1571,2015-04-21,2.73
1572,2015-04-22,2.73
1573,2015-04-23,2.74
1574,2015-04-24,2.78
1575,2015-04-25,2.86
1576,2015-04-26,2.85
1577,2015-04-27,2.85
1578,2015-04-28,2.85
1579,2015-04-29,2.86
1580,2015-04-30,2.86
1581,2015-05-01,2.86
1582,2015-05-02,2.86
1583,2015-05-03,2.86
1584,2015-05-04,2.87
1585,2015-05-05,2.86
1586,2015-05-06,2.87
1587,2015-05-07,2.89
1588,2015-05-08,2.88
1589,2015-05-09,2.89
1590,2015-05-10,2.89
1591,2015-05-11,2.87
1592,2015-05-12,2.86
1593,2015-05-13,2.86
1594,2015-05-14,2.87
1595,2015-05-15,2.87
1596,2015-05-16,2.87
1597,2015-05-17,2.88
1598,2015-05-18,2.88
1599,2015-05-19,2.88
1600,2015-05-20,2.89
1601,2015-05-21,2.91
1602,2015-05-22,2.93
1603,2015-05-23,2.94
1604,2015-05-24,2.96
1605,2015-05-25,2.96
1606,2015-05-26,2.96
1607,2015-05-27,2.96
1608,2015-05-28,2.96
1609,2015-05-29,2.97
1610,2015-05-30,2.97
1611,2015-05-31,2.95
1612,2015-06-01,2.94
1613,2015-06-02,2.95
1614,2015-06-03,2.94
1615,2015-06-04,2.95
1616,2015-06-05,2.96
1617,2015-06-06,2.95
1618,2015-06-07,2.96
1619,2015-06-08,2.96
1620,2015-06-09,2.95
1621,2015-06-10,3.01
1622,2015-06-11,3.0
1623,2015-06-12,2.99
1624,2015-06-13,3.0
1625,2015-06-14,2.98
1626,2015-06-15,2.97
1627,2015-06-16,2.98
1628,2015-06-17,2.97
1629,2015-06-18,2.96
1630,2015-06-19,2.96
1631,2015-06-20,2.94
1632,2015-06-21,2.93
1633,2015-06-22,2.91
1634,2015-06-23,2.9
1635,2015-06-24,2.92
1636,2015-06-25,2.91
1637,2015-06-26,2.91
1638,2015-06-27,2.9
1639,2015-06-28,2.91
1640,2015-06-29,2.9
1641,2015-06-30,2.9
1642,2015-07-01,2.89
1643,2015-07-02,2.89
1644,2015-07-03,2.89
1645,2015-07-04,2.91
1646,2015-07-05,2.91
1647,2015-07-06,2.9
1648,2015-07-07,2.89
1649,2015-07-08,2.91
1650,2015-07-09,2.88
1651,2015-07-10,2.87
1652,2015-07-11,2.85
1653,2015-07-12,2.84
1654,2015-07-13,2.83
1655,2015-07-14,2.83
1656,2015-07-15,2.82
1657,2015-07-16,2.82
1658,2015-07-17,2.81
1659,2015-07-18,2.8
1660,2015-07-19,2.79
1661,2015-07-20,2.79
1662,2015-07-21,2.81
1663,2015-07-22,2.77
1664,2015-07-23,2.78
1665,2015-07-24,2.74
1666,2015-07-25,2.75
1667,2015-07-26,2.7
1668,2015-07-27,2.72
1669,2015-07-28,2.68
1670,2015-07-29,2.69
1671,2015-07-30,2.68
1672,2015-07-31,2.68
1673,2015-08-01,2.67
1674,2015-08-02,2.66
1675,2015-08-03,2.65
1676,2015-08-04,2.64
1677,2015-08-05,2.63
1678,2015-08-06,2.61
1679,2015-08-07,2.62
1680,2015-08-08,2.61
1681,2015-08-09,2.6
1682,2015-08-10,2.59
1683,2015-08-11,2.57
1684,2015-08-12,2.56
1685,2015-08-13,2.54
1686,2015-08-14,2.52
1687,2015-08-15,2.51
1688,2015-08-16,2.51
1689,2015-08-17,2.5
1690,2015-08-18,2.49
1691,2015-08-19,2.48
1692,2015-08-20,2.47
1693,2015-08-21,2.45
1694,2015-08-22,2.45
1695,2015-08-23,2.43
1696,2015-08-24,2.42
1697,2015-08-25,2.41
1698,2015-08-26,2.4
1699,2015-08-27,2.38
1700,2015-08-28,2.38
1701,2015-08-29,2.35
1702,2015-08-30,2.32
1703,2015-08-31,2.3
1704,2015-09-01,2.28
1705,2015-09-02,2.25
1706,2015-09-03,2.25
1707,2015-09-04,2.2
1708,2015-09-05,2.17
1709,2015-09-06,2.16
1710,2015-09-07,2.14
1711,2015-09-08,2.13
1712,2015-09-09,2.13
1713,2015-09-10,2.13
1714,2015-09-11,2.13
1715,2015-09-12,2.12
1716,2015-09-13,2.1
1717,2015-09-14,2.08
1718,2015-09-15,2.05
1719,2015-09-16,2.02
1720,2015-09-17,1.99
1721,2015-09-18,2.0
1722,2015-09-19,1.99
1723,2015-09-20,1.97
1724,2015-09-21,1.97
1725,2015-09-22,1.95
1726,2015-09-23,1.95
1727,2015-09-24,1.95
1728,2015-09-25,1.92
1729,2015-09-26,1.92
1730,2015-09-27,1.91
1731,2015-09-28,1.91
1732,2015-09-29,1.91
1733,2015-09-30,1.89
1734,2015-10-01,1.94
1735,2015-10-02,1.93
1736,2015-10-03,1.93
1737,2015-10-04,1.89
1738,2015-10-05,1.89
1739,2015-10-06,1.88
1740,2015-10-07,1.87
1741,2015-10-08,1.88
1742,2015-10-09,1.87
1743,2015-10-10,1.84
1744,2015-10-11,1.85
1745,2015-10-12,1.86
1746,2015-10-13,1.84
1747,2015-10-14,1.83
1748,2015-10-15,1.83
1749,2015-10-16,1.82
1750,2015-10-17,1.89
1751,2015-10-18,1.86
1752,2015-10-19,1.85
1753,2015-10-20,1.84
1754,2015-10-21,1.81
1755,2015-10-22,1.81
1756,2015-10-23,1.8
1757,2015-10-24,1.79
1758,2015-10-25,1.79
1759,2015-10-26,1.81
1760,2015-10-27,1.76
1761,2015-10-28,1.75
1762,2015-10-29,1.74
1763,2015-10-30,1.74
1764,2015-10-31,1.72
1765,2015-11-01,1.71
1766,2015-11-02,1.8
1767,2015-11-03,1.77
1768,2015-11-04,1.73
1769,2015-11-05,1.7
1770,2015-11-06,1.67
1771,2015-11-07,1.67
1772,2015-11-08,1.66
1773,2015-11-09,1.64
1774,2015-11-10,1.63
1775,2015-11-11,1.63
1776,2015-11-12,1.61
1777,2015-11-13,1.62
1778,2015-11-14,1.58
1779,2015-11-15,1.61
1780,2015-11-16,1.54
1781,2015-11-17,1.56
1782,2015-11-18,1.54
1783,2015-11-19,1.53
1784,2015-11-20,1.54
1785,2015-11-21,1.52
1786,2015-11-22,1.53
1787,2015-11-23,1.5
1788,2015-11-24,1.53
1789,2015-11-25,1.51
1790,2015-11-26,1.5
1791,2015-11-27,1.49
1792,2015-11-28,1.48
1793,2015-11-29,1.48
1794,2015-11-30,1.47
1795,2015-12-01,1.46
1796,2015-12-02,1.45
1797,2015-12-03,1.44
1798,2015-12-04,1.44
1799,2015-12-05,1.4
1800,2015-12-06,1.36
1801,2015-12-07,1.38
1802,2015-12-08,1.36
1803,2015-12-09,1.33
1804,2015-12-10,1.42
1805,2015-12-11,1.48
1806,2015-12-12,1.45
1807,2015-12-13,1.51
1808,2015-12-14,1.52
1809,2015-12-15,1.48
1810,2015-12-16,1.48
1811,2015-12-17,1.46
1812,2015-12-18,1.44
1813,2015-12-19,1.47
1814,2015-12-20,1.43
1815,2015-12-21,1.52
1816,2015-12-22,1.6
1817,2015-12-23,1.63
1818,2015-12-24,1.67
1819,2015-12-25,1.67
1820,2015-12-26,1.64
1821,2015-12-27,1.63
1822,2015-12-28,1.64
1823,2015-12-29,1.63
1824,2015-12-30,1.64
1825,2015-12-31,1.61
1826,2016-01-01,1.6
1827,2016-01-02,1.58
1828,2016-01-03,1.6
1829,2016-01-04,1.6
1830,2016-01-05,1.63
1831,2016-01-06,1.63
1832,2016-01-07,1.63
1833,2016-01-08,1.64
1834,2016-01-09,1.62
1835,2016-01-10,1.63
1836,2016-01-11,1.63
1837,2016-01-12,1.62
1838,2016-01-13,1.63
1839,2016-01-14,1.69
1840,2016-01-15,1.7
1841,2016-01-16,1.72
1842,2016-01-17,1.7
1843,2016-01-18,1.73
1844,2016-01-19,1.77
1845,2016-01-20,1.78
1846,2016-01-21,1.77
1847,2016-01-22,1.82
1848,2016-01-23,1.83
1849,2016-01-24,1.83
1850,2016-01-25,1.84
1851,2016-01-26,1.83
1852,2016-01-27,1.83
1853,2016-01-28,1.85
1854,2016-01-29,1.93
1855,2016-01-30,2.04
1856,2016-01-31,2.06
1857,2016-02-01,2.07
1858,2016-02-02,2.08
1859,2016-02-03,2.07
1860,2016-02-04,2.07
1861,2016-02-05,2.07
1862,2016-02-06,2.08
1863,2016-02-07,2.08
1864,2016-02-08,2.08
1865,2016-02-09,2.08
1866,2016-02-10,2.08
1867,2016-02-11,2.08
1868,2016-02-12,2.09
1869,2016-02-13,2.1
1870,2016-02-14,2.1
1871,2016-02-15,2.1
1872,2016-02-16,2.1
1873,2016-02-17,2.13
1874,2016-02-18,2.22
1875,2016-02-19,2.22
1876,2016-02-20,2.23
1877,2016-02-21,2.24
1878,2016-02-22,2.23
1879,2016-02-23,2.23
1880,2016-02-24,2.23
1881,2016-02-25,2.24
1882,2016-02-26,2.23
1883,2016-02-27,2.24
1884,2016-02-28,2.24
1885,2016-02-29,2.24
1886,2016-03-01,2.24
1887,2016-03-02,2.24
1888,2016-03-03,2.24
1889,2016-03-04,2.29
1890,2016-03-05,2.35
1891,2016-03-06,2.47
1892,2016-03-07,2.5
1893,2016-03-08,2.51
1894,2016-03-09,2.51
1895,2016-03-10,2.51
1896,2016-03-11,2.53
1897,2016-03-12,2.55
1898,2016-03-13,2.65
1899,2016-03-14,2.65
1900,2016-03-15,2.66
1901,2016-03-16,2.67
1902,2016-03-17,2.67
1903,2016-03-18,2.68
1904,2016-03-19,2.69
1905,2016-03-20,2.7
1906,2016-03-21,2.78
1907,2016-03-22,2.8
1908,2016-03-23,2.81
1909,2016-03-24,2.81
1910,2016-03-25,2.82
1911,2016-03-26,2.83
1912,2016-03-27,2.84
1913,2016-03-28,2.85
1914,2016-03-29,2.85
1915,2016-03-30,2.86
1916,2016-03-31,2.86
1917,2016-04-01,2.87
1918,2016-04-02,2.88
1919,2016-04-03,2.88
1920,2016-04-04,2.89
1921,2016-04-05,2.9
1922,2016-04-06,2.92
1923,2016-04-07,2.93
1924,2016-04-08,2.95
1925,2016-04-09,3.03
1926,2016-04-10,3.06
1927,2016-04-11,3.08
1928,2016-04-12,3.09
1929,2016-04-13,3.1
1930,2016-04-14,3.1
1931,2016-04-15,3.13
1932,2016-04-16,3.12
1933,2016-04-17,3.13
1934,2016-04-18,3.14
1935,2016-04-19,3.15
1936,2016-04-20,3.17
1937,2016-04-21,3.17
1938,2016-04-22,3.28
1939,2016-04-23,3.31
1940,2016-04-24,3.31
1941,2016-04-25,3.32
1942,2016-04-26,3.31
1943,2016-04-27,3.34
1944,2016-04-28,3.36
1945,2016-04-29,3.37
1946,2016-04-30,3.4
1947,2016-05-01,3.38
1948,2016-05-02,3.39
1949,2016-05-03,3.4
1950,2016-05-04,3.43
1951,2016-05-05,3.48
1952,2016-05-06,3.51
1953,2016-05-07,3.54
1954,2016-05-08,3.56
1955,2016-05-09,3.58
1956,2016-05-10,3.6
1957,2016-05-11,3.61
1958,2016-05-12,3.63
1959,2016-05-13,3.65
1960,2016-05-14,3.65
1961,2016-05-15,3.7
1962,2016-05-16,3.72
1963,2016-05-17,3.73
1964,2016-05-18,3.74
1965,2016-05-19,3.74
1966,2016-05-20,3.78
1967,2016-05-21,3.77
1968,2016-05-22,3.77
1969,2016-05-23,3.78
1970,2016-05-24,3.81
1971,2016-05-25,3.84
1972,2016-05-26,3.85
1973,2016-05-27,3.85
1974,2016-05-28,3.87
1975,2016-05-29,3.88
1976,2016-05-30,3.9
1977,2016-05-31,3.91
1978,2016-06-01,3.92
1979,2016-06-02,3.94
1980,2016-06-03,3.96
1981,2016-06-04,3.97
1982,2016-06-05,3.99
1983,2016-06-06,3.99
1984,2016-06-07,4.02
1985,2016-06-08,4.01
1986,2016-06-09,4.0
1987,2016-06-10,4.02
1988,2016-06-11,4.05
1989,2016-06-12,4.04
1990,2016-06-13,4.02
1991,2016-06-14,4.01
1992,2016-06-15,3.99
1993,2016-06-16,3.99
1994,2016-06-17,3.96
1995,2016-06-18,3.99
1996,2016-06-19,3.99
1997,2016-06-20,3.97
1998,2016-06-21,3.98
1999,2016-06-22,3.97
2000,2016-06-23,3.96
2001,2016-06-24,3.96
2002,2016-06-25,3.96
2003,2016-06-26,3.97
2004,2016-06-27,3.96
2005,2016-06-28,3.96
2006,2016-06-29,3.96
2007,2016-06-30,3.95
2008,2016-07-01,3.95
2009,2016-07-02,3.94
2010,2016-07-03,3.93
2011,2016-07-04,3.91
2012,2016-07-05,3.89
2013,2016-07-06,3.88
2014,2016-07-07,3.88
2015,2016-07-08,3.85
2016,2016-07-09,3.83
2017,2016-07-10,3.83
2018,2016-07-11,3.79
2019,2016-07-12,3.8
2020,2016-07-13,3.79
2021,2016-07-14,3.79
2022,2016-07-15,3.77
2023,2016-07-16,3.76
2024,2016-07-17,3.74
2025,2016-07-18,3.72
2026,2016-07-19,3.68
2027,2016-07-20,3.69
2028,2016-07-21,3.66
2029,2016-07-22,3.67
2030,2016-07-23,3.67
2031,2016-07-24,3.65
2032,2016-07-25,3.66
2033,2016-07-26,3.65
2034,2016-07-27,3.64
2035,2016-07-28,3.65
2036,2016-07-29,3.63
2037,2016-07-30,3.62
2038,2016-07-31,3.6
2039,2016-08-01,3.6
2040,2016-08-02,3.58
2041,2016-08-03,3.58
2042,2016-08-04,3.56
2043,2016-08-05,3.53
2044,2016-08-06,3.5
2045,2016-08-07,3.51
2046,2016-08-08,3.47
2047,2016-08-09,3.46
2048,2016-08-10,3.46
2049,2016-08-11,3.45
2050,2016-08-12,3.44
2051,2016-08-13,3.43
2052,2016-08-14,3.41
2053,2016-08-15,3.4
2054,2016-08-16,3.41
2055,2016-08-17,3.39
2056,2016-08-18,3.38
2057,2016-08-19,3.37
2058,2016-08-20,3.36
2059,2016-08-21,3.35
2060,2016-08-22,3.36
2061,2016-08-23,3.34
2062,2016-08-24,3.32
