,datetime,LOWER_TWIN_LAKE_NR_BRIDGEPORT__CA.
854,2013-06-04,11791.365
855,2013-06-05,11795.82
856,2013-06-06,11800.275
857,2013-06-07,11804.73
858,2013-06-08,11809.185
859,2013-06-09,11813.64
860,2013-06-10,11818.095000000001
861,2013-06-11,11822.55
862,2013-06-12,11827.005000000001
863,2013-06-13,11831.46
864,2013-06-14,11835.915
865,2013-06-15,11840.369999999999
866,2013-06-16,11844.825
867,2013-06-17,11849.279999999999
868,2013-06-18,11853.735
869,2013-06-19,11858.19
870,2013-06-20,11862.645
871,2013-06-21,11867.1
872,2013-06-22,11871.555
873,2013-06-23,11876.009999999998
874,2013-06-24,11880.465
875,2013-06-25,11884.919999999998
876,2013-06-26,11889.375
877,2013-06-27,11893.83
878,2013-06-28,11898.285
879,2013-06-29,11902.74
880,2013-06-30,11907.195
881,2013-07-01,11911.65
882,2013-07-02,11857.853333333333
883,2013-07-03,11804.056666666667
884,2013-07-04,11750.259999999998
885,2013-07-05,11696.463333333333
886,2013-07-06,11642.666666666668
887,2013-07-07,11588.869999999999
888,2013-07-08,11535.073333333334
889,2013-07-09,11481.276666666667
890,2013-07-10,11427.48
891,2013-07-11,11373.683333333332
892,2013-07-12,11319.886666666665
893,2013-07-13,11266.09
894,2013-07-14,11212.293333333333
895,2013-07-15,11158.496666666666
896,2013-07-16,11104.7
897,2013-07-17,11050.903333333334
898,2013-07-18,10997.106666666667
899,2013-07-19,10943.31
900,2013-07-20,10889.513333333334
901,2013-07-21,10835.716666666667
902,2013-07-22,10781.92
903,2013-07-23,10728.123333333333
904,2013-07-24,10674.326666666668
905,2013-07-25,10620.529999999999
906,2013-07-26,10566.733333333334
907,2013-07-27,10512.936666666666
908,2013-07-28,10459.14
909,2013-07-29,10405.343333333334
910,2013-07-30,10351.546666666667
911,2013-07-31,10297.75
912,2013-08-01,10224.276451612903
913,2013-08-02,10150.802903225807
914,2013-08-03,10077.329354838708
915,2013-08-04,10003.855806451613
916,2013-08-05,9930.382258064516
917,2013-08-06,9856.90870967742
918,2013-08-07,9783.435161290323
919,2013-08-08,9709.961612903226
920,2013-08-09,9636.488064516128
921,2013-08-10,9563.014516129031
922,2013-08-11,9489.540967741936
923,2013-08-12,9416.067419354838
924,2013-08-13,9342.593870967741
925,2013-08-14,9269.120322580646
926,2013-08-15,9195.646774193548
927,2013-08-16,9122.173225806451
928,2013-08-17,9048.699677419354
929,2013-08-18,8975.226129032259
930,2013-08-19,8901.752580645161
931,2013-08-20,8828.279032258064
932,2013-08-21,8754.805483870967
933,2013-08-22,8681.331935483871
934,2013-08-23,8607.858387096774
935,2013-08-24,8534.384838709677
936,2013-08-25,8460.91129032258
937,2013-08-26,8387.437741935484
938,2013-08-27,8313.964193548387
939,2013-08-28,8240.49064516129
940,2013-08-29,8167.017096774192
941,2013-08-30,8093.543548387096
942,2013-08-31,8020.07
943,2013-09-01,8021.272999999999
944,2013-09-02,8022.476
945,2013-09-03,8023.679
946,2013-09-04,8024.882
947,2013-09-05,8026.085
948,2013-09-06,8027.288
949,2013-09-07,8028.490999999999
950,2013-09-08,8029.694
951,2013-09-09,8030.897
952,2013-09-10,8032.099999999999
953,2013-09-11,8033.303
954,2013-09-12,8034.505999999999
955,2013-09-13,8035.709
956,2013-09-14,8036.912
957,2013-09-15,8038.115
958,2013-09-16,8039.317999999999
959,2013-09-17,8040.521
960,2013-09-18,8041.724
961,2013-09-19,8042.927
962,2013-09-20,8044.13
963,2013-09-21,8045.333
964,2013-09-22,8046.535999999999
965,2013-09-23,8047.7390000000005
966,2013-09-24,8048.942
967,2013-09-25,8050.1449999999995
968,2013-09-26,8051.348
969,2013-09-27,8052.5509999999995
970,2013-09-28,8053.754
971,2013-09-29,8054.957
972,2013-09-30,8056.16
973,2013-10-01,8051.761935483871
974,2013-10-02,8047.363870967742
975,2013-10-03,8042.9658064516125
976,2013-10-04,8038.567741935483
977,2013-10-05,8034.169677419354
978,2013-10-06,8029.771612903226
979,2013-10-07,8025.373548387096
980,2013-10-08,8020.975483870968
981,2013-10-09,8016.577419354839
982,2013-10-10,8012.1793548387095
983,2013-10-11,8007.78129032258
984,2013-10-12,8003.383225806451
985,2013-10-13,7998.985161290322
986,2013-10-14,7994.587096774194
987,2013-10-15,7990.189032258064
988,2013-10-16,7985.790967741936
989,2013-10-17,7981.392903225806
990,2013-10-18,7976.994838709677
991,2013-10-19,7972.596774193548
992,2013-10-20,7968.198709677419
993,2013-10-21,7963.80064516129
994,2013-10-22,7959.402580645161
995,2013-10-23,7955.004516129032
996,2013-10-24,7950.606451612904
997,2013-10-25,7946.208387096774
998,2013-10-26,7941.810322580645
999,2013-10-27,7937.412258064516
1000,2013-10-28,7933.014193548387
1001,2013-10-29,7928.616129032258
1002,2013-10-30,7924.218064516129
1003,2013-10-31,7919.82
1004,2013-11-01,7926.2109375
1005,2013-11-02,7932.601874999999
1006,2013-11-03,7938.9928125
1007,2013-11-04,7945.38375
1008,2013-11-05,7951.774687499999
1009,2013-11-06,7958.165625
1010,2013-11-07,7964.5565625
1011,2013-11-08,7970.9475
1012,2013-11-09,7977.3384375
1013,2013-11-10,7983.729375
1014,2013-11-11,7990.1203125
1015,2013-11-12,7996.51125
1016,2013-11-13,8002.9021875
1017,2013-11-14,8009.293125
1018,2013-11-15,8015.6840624999995
1019,2013-11-16,8022.075
1020,2013-11-17,8028.4659375
1021,2013-11-18,8034.8568749999995
1022,2013-11-19,8041.2478125
1023,2013-11-20,8047.63875
1024,2013-11-21,8054.029687499999
1025,2013-11-22,8060.420625
1026,2013-11-23,8066.8115625
1027,2013-11-24,8073.202499999999
1028,2013-11-25,8079.5934375
1029,2013-11-26,8085.984375
1030,2013-11-27,8092.3753125
1031,2013-11-28,8098.76625
1032,2013-11-29,8105.1571875
1033,2013-11-30,8111.548125
1034,2013-12-01,8117.9390625
1035,2013-12-02,8124.33
1036,2013-12-03,8125.235483870968
1037,2013-12-04,8126.140967741935
1038,2013-12-05,8127.046451612903
1039,2013-12-06,8127.951935483871
1040,2013-12-07,8128.857419354839
1041,2013-12-08,8129.7629032258055
1042,2013-12-09,8130.668387096774
1043,2013-12-10,8131.573870967742
1044,2013-12-11,8132.47935483871
1045,2013-12-12,8133.384838709677
1046,2013-12-13,8134.290322580645
1047,2013-12-14,8135.195806451613
1048,2013-12-15,8136.101290322581
1049,2013-12-16,8137.006774193548
1050,2013-12-17,8137.912258064516
1051,2013-12-18,8138.817741935483
1052,2013-12-19,8139.723225806451
1053,2013-12-20,8140.628709677419
1054,2013-12-21,8141.534193548387
1055,2013-12-22,8142.439677419355
1056,2013-12-23,8143.345161290323
1057,2013-12-24,8144.25064516129
1058,2013-12-25,8145.156129032258
1059,2013-12-26,8146.061612903226
1060,2013-12-27,8146.967096774194
1061,2013-12-28,8147.87258064516
1062,2013-12-29,8148.778064516128
1063,2013-12-30,8149.683548387096
1064,2013-12-31,8150.589032258064
1065,2014-01-01,8151.494516129032
1066,2014-01-02,8152.4
1067,2014-01-03,8165.536206896551
1068,2014-01-04,8178.672413793103
1069,2014-01-05,8191.808620689655
1070,2014-01-06,8204.944827586207
1071,2014-01-07,8218.081034482759
1072,2014-01-08,8231.21724137931
1073,2014-01-09,8244.353448275862
1074,2014-01-10,8257.489655172414
1075,2014-01-11,8270.625862068966
1076,2014-01-12,8283.762068965518
1077,2014-01-13,8296.89827586207
1078,2014-01-14,8310.03448275862
1079,2014-01-15,8323.170689655173
1080,2014-01-16,8336.306896551725
1081,2014-01-17,8349.443103448277
1082,2014-01-18,8362.579310344827
1083,2014-01-19,8375.71551724138
1084,2014-01-20,8388.85172413793
1085,2014-01-21,8401.987931034482
1086,2014-01-22,8415.124137931034
1087,2014-01-23,8428.260344827586
1088,2014-01-24,8441.396551724138
1089,2014-01-25,8454.53275862069
1090,2014-01-26,8467.668965517241
1091,2014-01-27,8480.805172413793
1092,2014-01-28,8493.941379310345
1093,2014-01-29,8507.077586206897
1094,2014-01-30,8520.213793103449
1095,2014-01-31,8533.35
1096,2014-02-01,8551.086923076924
1097,2014-02-02,8568.823846153848
1098,2014-02-03,8586.56076923077
1099,2014-02-04,8604.297692307693
1100,2014-02-05,8622.034615384617
1101,2014-02-06,8639.771538461539
1102,2014-02-07,8657.508461538462
1103,2014-02-08,8675.245384615384
1104,2014-02-09,8692.982307692308
1105,2014-02-10,8710.719230769231
1106,2014-02-11,8728.456153846153
1107,2014-02-12,8746.193076923078
1108,2014-02-13,8763.93
1109,2014-02-14,8781.666923076922
1110,2014-02-15,8799.403846153848
1111,2014-02-16,8817.14076923077
1112,2014-02-17,8834.877692307693
1113,2014-02-18,8852.614615384617
1114,2014-02-19,8870.351538461538
1115,2014-02-20,8888.088461538462
1116,2014-02-21,8905.825384615384
1117,2014-02-22,8923.562307692308
1118,2014-02-23,8941.299230769231
1119,2014-02-24,8959.036153846155
1120,2014-02-25,8976.773076923077
1121,2014-02-26,8994.51
1122,2014-02-27,8999.977878787879
1123,2014-02-28,9005.445757575759
1124,2014-03-01,9010.913636363637
1125,2014-03-02,9016.381515151515
1126,2014-03-03,9021.849393939394
1127,2014-03-04,9027.317272727272
1128,2014-03-05,9032.785151515152
1129,2014-03-06,9038.25303030303
1130,2014-03-07,9043.72090909091
1131,2014-03-08,9049.188787878787
1132,2014-03-09,9054.656666666666
1133,2014-03-10,9060.124545454546
1134,2014-03-11,9065.592424242424
1135,2014-03-12,9071.060303030303
1136,2014-03-13,9076.528181818181
1137,2014-03-14,9081.996060606061
1138,2014-03-15,9087.46393939394
1139,2014-03-16,9092.931818181818
1140,2014-03-17,9098.399696969696
1141,2014-03-18,9103.867575757577
1142,2014-03-19,9109.335454545455
1143,2014-03-20,9114.803333333333
1144,2014-03-21,9120.271212121212
1145,2014-03-22,9125.73909090909
1146,2014-03-23,9131.20696969697
1147,2014-03-24,9136.674848484849
1148,2014-03-25,9142.142727272727
1149,2014-03-26,9147.610606060605
1150,2014-03-27,9153.078484848485
1151,2014-03-28,9158.546363636364
1152,2014-03-29,9164.014242424242
1153,2014-03-30,9169.48212121212
1154,2014-03-31,9174.95
1155,2014-04-01,9173.947333333334
1156,2014-04-02,9172.944666666666
1157,2014-04-03,9171.942
1158,2014-04-04,9170.939333333332
1159,2014-04-05,9169.936666666666
1160,2014-04-06,9168.934000000001
1161,2014-04-07,9167.931333333334
1162,2014-04-08,9166.928666666667
1163,2014-04-09,9165.926
1164,2014-04-10,9164.923333333332
1165,2014-04-11,9163.920666666667
1166,2014-04-12,9162.918
1167,2014-04-13,9161.915333333334
1168,2014-04-14,9160.912666666667
1169,2014-04-15,9159.91
1170,2014-04-16,9158.907333333333
1171,2014-04-17,9157.904666666665
1172,2014-04-18,9156.902
1173,2014-04-19,9155.899333333333
1174,2014-04-20,9154.896666666667
1175,2014-04-21,9153.894
1176,2014-04-22,9152.891333333333
1177,2014-04-23,9151.888666666666
1178,2014-04-24,9150.885999999999
1179,2014-04-25,9149.883333333333
1180,2014-04-26,9148.880666666668
1181,2014-04-27,9147.878
1182,2014-04-28,9146.875333333333
1183,2014-04-29,9145.872666666666
1184,2014-04-30,9144.869999999999
1185,2014-05-01,9151.249696969697
1186,2014-05-02,9157.629393939395
1187,2014-05-03,9164.00909090909
1188,2014-05-04,9170.388787878788
1189,2014-05-05,9176.768484848484
1190,2014-05-06,9183.148181818182
1191,2014-05-07,9189.527878787878
1192,2014-05-08,9195.907575757576
1193,2014-05-09,9202.287272727273
1194,2014-05-10,9208.66696969697
1195,2014-05-11,9215.046666666665
1196,2014-05-12,9221.426363636363
1197,2014-05-13,9227.80606060606
1198,2014-05-14,9234.185757575757
1199,2014-05-15,9240.565454545454
1200,2014-05-16,9246.945151515152
1201,2014-05-17,9253.324848484848
1202,2014-05-18,9259.704545454546
1203,2014-05-19,9266.084242424242
1204,2014-05-20,9272.46393939394
1205,2014-05-21,9278.843636363636
1206,2014-05-22,9285.223333333333
1207,2014-05-23,9291.60303030303
1208,2014-05-24,9297.982727272727
1209,2014-05-25,9304.362424242423
1210,2014-05-26,9310.74212121212
1211,2014-05-27,9317.121818181819
1212,2014-05-28,9323.501515151514
1213,2014-05-29,9329.881212121212
1214,2014-05-30,9336.26090909091
1215,2014-05-31,9342.640606060606
1216,2014-06-01,9349.020303030302
1217,2014-06-02,9355.4
1218,2014-06-03,9345.02896551724
1219,2014-06-04,9334.657931034482
1220,2014-06-05,9324.286896551723
1221,2014-06-06,9313.915862068965
1222,2014-06-07,9303.544827586207
1223,2014-06-08,9293.173793103448
1224,2014-06-09,9282.802758620688
1225,2014-06-10,9272.43172413793
1226,2014-06-11,9262.060689655173
1227,2014-06-12,9251.689655172413
1228,2014-06-13,9241.318620689655
1229,2014-06-14,9230.947586206898
1230,2014-06-15,9220.576551724138
1231,2014-06-16,9210.20551724138
1232,2014-06-17,9199.83448275862
1233,2014-06-18,9189.463448275863
1234,2014-06-19,9179.092413793103
1235,2014-06-20,9168.721379310346
1236,2014-06-21,9158.350344827586
1237,2014-06-22,9147.979310344828
1238,2014-06-23,9137.608275862069
1239,2014-06-24,9127.237241379311
1240,2014-06-25,9116.866206896551
1241,2014-06-26,9106.495172413794
1242,2014-06-27,9096.124137931034
1243,2014-06-28,9085.753103448276
1244,2014-06-29,9075.382068965517
1245,2014-06-30,9065.011034482759
1246,2014-07-01,9054.64
1247,2014-07-02,9037.597666666667
1248,2014-07-03,9020.555333333334
1249,2014-07-04,9003.512999999999
1250,2014-07-05,8986.470666666668
1251,2014-07-06,8969.428333333333
1252,2014-07-07,8952.386
1253,2014-07-08,8935.343666666668
1254,2014-07-09,8918.301333333333
1255,2014-07-10,8901.259
1256,2014-07-11,8884.216666666667
1257,2014-07-12,8867.174333333332
1258,2014-07-13,8850.132000000001
1259,2014-07-14,8833.089666666667
1260,2014-07-15,8816.047333333334
1261,2014-07-16,8799.005000000001
1262,2014-07-17,8781.962666666666
1263,2014-07-18,8764.920333333333
1264,2014-07-19,8747.878
1265,2014-07-20,8730.835666666666
1266,2014-07-21,8713.793333333333
1267,2014-07-22,8696.751
1268,2014-07-23,8679.708666666666
1269,2014-07-24,8662.666333333334
1270,2014-07-25,8645.624
1271,2014-07-26,8628.581666666667
1272,2014-07-27,8611.539333333334
1273,2014-07-28,8594.497
1274,2014-07-29,8577.454666666667
1275,2014-07-30,8560.412333333334
1276,2014-07-31,8543.369999999999
1277,2014-08-01,8533.344848484849
1278,2014-08-02,8523.319696969696
1279,2014-08-03,8513.294545454544
1280,2014-08-04,8503.269393939394
1281,2014-08-05,8493.244242424244
1282,2014-08-06,8483.21909090909
1283,2014-08-07,8473.19393939394
1284,2014-08-08,8463.168787878789
1285,2014-08-09,8453.143636363637
1286,2014-08-10,8443.118484848485
1287,2014-08-11,8433.093333333334
1288,2014-08-12,8423.068181818182
1289,2014-08-13,8413.04303030303
1290,2014-08-14,8403.01787878788
1291,2014-08-15,8392.992727272727
1292,2014-08-16,8382.967575757575
1293,2014-08-17,8372.942424242425
1294,2014-08-18,8362.917272727273
1295,2014-08-19,8352.89212121212
1296,2014-08-20,8342.86696969697
1297,2014-08-21,8332.841818181818
1298,2014-08-22,8322.816666666666
1299,2014-08-23,8312.791515151515
1300,2014-08-24,8302.766363636363
1301,2014-08-25,8292.741212121211
1302,2014-08-26,8282.71606060606
1303,2014-08-27,8272.69090909091
1304,2014-08-28,8262.665757575756
1305,2014-08-29,8252.640606060606
1306,2014-08-30,8242.615454545456
1307,2014-08-31,8232.590303030303
1308,2014-09-01,8222.565151515151
1309,2014-09-02,8212.54
1310,2014-09-03,8212.886206896552
1311,2014-09-04,8213.232413793103
1312,2014-09-05,8213.578620689656
1313,2014-09-06,8213.924827586206
1314,2014-09-07,8214.27103448276
1315,2014-09-08,8214.61724137931
1316,2014-09-09,8214.963448275861
1317,2014-09-10,8215.309655172414
1318,2014-09-11,8215.655862068965
1319,2014-09-12,8216.002068965518
1320,2014-09-13,8216.348275862068
1321,2014-09-14,8216.69448275862
1322,2014-09-15,8217.040689655172
1323,2014-09-16,8217.386896551723
1324,2014-09-17,8217.733103448276
1325,2014-09-18,8218.079310344827
1326,2014-09-19,8218.42551724138
1327,2014-09-20,8218.77172413793
1328,2014-09-21,8219.117931034483
1329,2014-09-22,8219.464137931034
1330,2014-09-23,8219.810344827585
1331,2014-09-24,8220.156551724138
1332,2014-09-25,8220.502758620689
1333,2014-09-26,8220.848965517242
1334,2014-09-27,8221.195172413793
1335,2014-09-28,8221.541379310345
1336,2014-09-29,8221.887586206896
1337,2014-09-30,8222.233793103449
1338,2014-10-01,8222.58
1339,2014-10-02,8216.498
1340,2014-10-03,8210.416
1341,2014-10-04,8204.333999999999
1342,2014-10-05,8198.252
1343,2014-10-06,8192.17
1344,2014-10-07,8186.088000000001
1345,2014-10-08,8180.005999999999
1346,2014-10-09,8173.923999999999
1347,2014-10-10,8167.842
1348,2014-10-11,8161.759999999999
1349,2014-10-12,8155.678
1350,2014-10-13,8149.596
1351,2014-10-14,8143.514
1352,2014-10-15,8137.432
1353,2014-10-16,8131.35
1354,2014-10-17,8125.268
1355,2014-10-18,8119.186
1356,2014-10-19,8113.104
1357,2014-10-20,8107.022
1358,2014-10-21,8100.9400000000005
1359,2014-10-22,8094.858
1360,2014-10-23,8088.776
1361,2014-10-24,8082.6939999999995
1362,2014-10-25,8076.611999999999
1363,2014-10-26,8070.53
1364,2014-10-27,8064.447999999999
1365,2014-10-28,8058.366
1366,2014-10-29,8052.284
1367,2014-10-30,8046.202
1368,2014-10-31,8040.12
1369,2014-11-01,8036.11
1370,2014-11-02,8032.1
1371,2014-11-03,8028.09
1372,2014-11-04,8024.08
1373,2014-11-05,8020.07
1374,2014-11-06,8016.0599999999995
1375,2014-11-07,8012.05
1376,2014-11-08,8008.04
1377,2014-11-09,8004.03
1378,2014-11-10,8000.02
1379,2014-11-11,7996.01
1380,2014-11-12,7992.0
1381,2014-11-13,7987.99
1382,2014-11-14,7983.98
1383,2014-11-15,7979.97
1384,2014-11-16,7975.96
1385,2014-11-17,7971.95
1386,2014-11-18,7967.9400000000005
1387,2014-11-19,7963.93
1388,2014-11-20,7959.92
1389,2014-11-21,7955.91
1390,2014-11-22,7951.9
1391,2014-11-23,7947.89
1392,2014-11-24,7943.88
1393,2014-11-25,7939.87
1394,2014-11-26,7935.860000000001
1395,2014-11-27,7931.85
1396,2014-11-28,7927.84
1397,2014-11-29,7923.83
1398,2014-11-30,7919.82
1399,2014-12-01,7915.81
1400,2014-12-02,7911.8
1401,2014-12-03,7924.245172413794
1402,2014-12-04,7936.690344827586
1403,2014-12-05,7949.13551724138
1404,2014-12-06,7961.580689655173
1405,2014-12-07,7974.025862068966
1406,2014-12-08,7986.471034482758
1407,2014-12-09,7998.916206896552
1408,2014-12-10,8011.361379310345
1409,2014-12-11,8023.806551724138
1410,2014-12-12,8036.251724137931
1411,2014-12-13,8048.696896551724
1412,2014-12-14,8061.142068965518
1413,2014-12-15,8073.58724137931
1414,2014-12-16,8086.032413793104
1415,2014-12-17,8098.477586206896
1416,2014-12-18,8110.92275862069
1417,2014-12-19,8123.367931034482
1418,2014-12-20,8135.813103448276
1419,2014-12-21,8148.258275862069
1420,2014-12-22,8160.703448275862
1421,2014-12-23,8173.148620689655
1422,2014-12-24,8185.593793103449
1423,2014-12-25,8198.038965517242
1424,2014-12-26,8210.484137931035
1425,2014-12-27,8222.929310344827
1426,2014-12-28,8235.374482758622
1427,2014-12-29,8247.819655172414
1428,2014-12-30,8260.264827586207
1429,2014-12-31,8272.71
1430,2015-01-01,8277.570303030303
1431,2015-01-02,8282.430606060607
1432,2015-01-03,8287.290909090909
1433,2015-01-04,8292.151212121213
1434,2015-01-05,8297.011515151515
1435,2015-01-06,8301.871818181819
1436,2015-01-07,8306.73212121212
1437,2015-01-08,8311.592424242424
1438,2015-01-09,8316.452727272726
1439,2015-01-10,8321.31303030303
1440,2015-01-11,8326.173333333334
1441,2015-01-12,8331.033636363636
1442,2015-01-13,8335.89393939394
1443,2015-01-14,8340.754242424242
1444,2015-01-15,8345.614545454546
1445,2015-01-16,8350.474848484848
1446,2015-01-17,8355.335151515152
1447,2015-01-18,8360.195454545456
1448,2015-01-19,8365.055757575758
1449,2015-01-20,8369.916060606061
1450,2015-01-21,8374.776363636363
1451,2015-01-22,8379.636666666667
1452,2015-01-23,8384.49696969697
1453,2015-01-24,8389.357272727273
1454,2015-01-25,8394.217575757577
1455,2015-01-26,8399.077878787879
1456,2015-01-27,8403.938181818183
1457,2015-01-28,8408.798484848485
1458,2015-01-29,8413.658787878789
1459,2015-01-30,8418.51909090909
1460,2015-01-31,8423.379393939395
1461,2015-02-01,8428.239696969698
1462,2015-02-02,8433.1
1463,2015-02-03,8442.408571428572
1464,2015-02-04,8451.717142857144
1465,2015-02-05,8461.025714285714
1466,2015-02-06,8470.334285714287
1467,2015-02-07,8479.642857142857
1468,2015-02-08,8488.951428571429
1469,2015-02-09,8498.26
1470,2015-02-10,8507.568571428572
1471,2015-02-11,8516.877142857144
1472,2015-02-12,8526.185714285713
1473,2015-02-13,8535.494285714287
1474,2015-02-14,8544.802857142859
1475,2015-02-15,8554.111428571428
1476,2015-02-16,8563.42
1477,2015-02-17,8572.728571428572
1478,2015-02-18,8582.037142857143
1479,2015-02-19,8591.345714285713
1480,2015-02-20,8600.654285714287
1481,2015-02-21,8609.962857142858
1482,2015-02-22,8619.271428571428
1483,2015-02-23,8628.58
1484,2015-02-24,8637.888571428572
1485,2015-02-25,8647.197142857143
1486,2015-02-26,8656.505714285713
1487,2015-02-27,8665.814285714287
1488,2015-02-28,8675.122857142858
1489,2015-03-01,8684.431428571428
1490,2015-03-02,8693.74
1491,2015-03-03,8695.077
1492,2015-03-04,8696.413999999999
1493,2015-03-05,8697.751
1494,2015-03-06,8699.088
1495,2015-03-07,8700.425
1496,2015-03-08,8701.761999999999
1497,2015-03-09,8703.099
1498,2015-03-10,8704.436
1499,2015-03-11,8705.773000000001
1500,2015-03-12,8707.11
1501,2015-03-13,8708.447
1502,2015-03-14,8709.784
1503,2015-03-15,8711.121000000001
1504,2015-03-16,8712.458
1505,2015-03-17,8713.795
1506,2015-03-18,8715.132
1507,2015-03-19,8716.469
1508,2015-03-20,8717.806
1509,2015-03-21,8719.143
1510,2015-03-22,8720.48
1511,2015-03-23,8721.817
1512,2015-03-24,8723.154
1513,2015-03-25,8724.491
1514,2015-03-26,8725.828000000001
1515,2015-03-27,8727.165
1516,2015-03-28,8728.502
1517,2015-03-29,8729.839
1518,2015-03-30,8731.176000000001
1519,2015-03-31,8732.513
1520,2015-04-01,8733.85
1521,2015-04-02,8734.852666666666
1522,2015-04-03,8735.855333333333
1523,2015-04-04,8736.858
1524,2015-04-05,8737.860666666667
1525,2015-04-06,8738.863333333335
1526,2015-04-07,8739.866
1527,2015-04-08,8740.868666666667
1528,2015-04-09,8741.871333333333
1529,2015-04-10,8742.874
1530,2015-04-11,8743.876666666667
1531,2015-04-12,8744.879333333334
1532,2015-04-13,8745.882000000001
1533,2015-04-14,8746.884666666667
1534,2015-04-15,8747.887333333334
1535,2015-04-16,8748.89
1536,2015-04-17,8749.892666666667
1537,2015-04-18,8750.895333333334
1538,2015-04-19,8751.898000000001
1539,2015-04-20,8752.900666666668
1540,2015-04-21,8753.903333333334
1541,2015-04-22,8754.905999999999
1542,2015-04-23,8755.908666666666
1543,2015-04-24,8756.911333333333
1544,2015-04-25,8757.914
1545,2015-04-26,8758.916666666668
1546,2015-04-27,8759.919333333333
1547,2015-04-28,8760.922
1548,2015-04-29,8761.924666666666
1549,2015-04-30,8762.927333333333
1550,2015-05-01,8763.93
1551,2015-05-02,8771.36806451613
1552,2015-05-03,8778.806129032258
1553,2015-05-04,8786.244193548388
1554,2015-05-05,8793.682258064517
1555,2015-05-06,8801.120322580646
1556,2015-05-07,8808.558387096775
1557,2015-05-08,8815.996451612904
1558,2015-05-09,8823.434516129033
1559,2015-05-10,8830.872580645162
1560,2015-05-11,8838.310645161291
1561,2015-05-12,8845.74870967742
1562,2015-05-13,8853.18677419355
1563,2015-05-14,8860.624838709678
1564,2015-05-15,8868.062903225806
1565,2015-05-16,8875.500967741937
1566,2015-05-17,8882.939032258064
1567,2015-05-18,8890.377096774195
1568,2015-05-19,8897.815161290322
1569,2015-05-20,8905.253225806453
1570,2015-05-21,8912.69129032258
1571,2015-05-22,8920.12935483871
1572,2015-05-23,8927.567419354838
1573,2015-05-24,8935.005483870968
1574,2015-05-25,8942.443548387097
1575,2015-05-26,8949.881612903226
1576,2015-05-27,8957.319677419355
1577,2015-05-28,8964.757741935484
1578,2015-05-29,8972.195806451613
1579,2015-05-30,8979.633870967742
1580,2015-05-31,8987.071935483871
1581,2015-06-01,8994.51
1582,2015-06-02,8987.071612903226
1583,2015-06-03,8979.633225806452
1584,2015-06-04,8972.194838709678
1585,2015-06-05,8964.756451612904
1586,2015-06-06,8957.31806451613
1587,2015-06-07,8949.879677419354
1588,2015-06-08,8942.441290322582
1589,2015-06-09,8935.002903225806
1590,2015-06-10,8927.564516129032
1591,2015-06-11,8920.126129032258
1592,2015-06-12,8912.687741935484
1593,2015-06-13,8905.24935483871
1594,2015-06-14,8897.810967741936
1595,2015-06-15,8890.372580645162
1596,2015-06-16,8882.934193548386
1597,2015-06-17,8875.495806451614
1598,2015-06-18,8868.057419354838
1599,2015-06-19,8860.619032258064
1600,2015-06-20,8853.18064516129
1601,2015-06-21,8845.742258064516
1602,2015-06-22,8838.303870967742
1603,2015-06-23,8830.865483870968
1604,2015-06-24,8823.427096774194
1605,2015-06-25,8815.988709677418
1606,2015-06-26,8808.550322580646
1607,2015-06-27,8801.11193548387
1608,2015-06-28,8793.673548387096
1609,2015-06-29,8786.235161290322
1610,2015-06-30,8778.796774193548
1611,2015-07-01,8771.358387096774
1612,2015-07-02,8763.92
1613,2015-07-03,8757.138529411764
1614,2015-07-04,8750.357058823529
1615,2015-07-05,8743.575588235293
1616,2015-07-06,8736.79411764706
1617,2015-07-07,8730.012647058824
1618,2015-07-08,8723.231176470588
1619,2015-07-09,8716.449705882353
1620,2015-07-10,8709.668235294117
1621,2015-07-11,8702.886764705883
1622,2015-07-12,8696.105294117648
1623,2015-07-13,8689.323823529412
1624,2015-07-14,8682.542352941176
1625,2015-07-15,8675.76088235294
1626,2015-07-16,8668.979411764707
1627,2015-07-17,8662.197941176471
1628,2015-07-18,8655.416470588236
1629,2015-07-19,8648.635
1630,2015-07-20,8641.853529411765
1631,2015-07-21,8635.072058823529
1632,2015-07-22,8628.290588235293
1633,2015-07-23,8621.50911764706
1634,2015-07-24,8614.727647058824
1635,2015-07-25,8607.946176470588
1636,2015-07-26,8601.164705882353
1637,2015-07-27,8594.383235294117
1638,2015-07-28,8587.601764705883
1639,2015-07-29,8580.820294117648
1640,2015-07-30,8574.038823529412
1641,2015-07-31,8567.257352941177
1642,2015-08-01,8560.475882352941
1643,2015-08-02,8553.694411764707
1644,2015-08-03,8546.912941176472
1645,2015-08-04,8540.131470588236
1646,2015-08-05,8533.35
1647,2015-08-06,8523.696296296297
1648,2015-08-07,8514.042592592592
1649,2015-08-08,8504.388888888889
1650,2015-08-09,8494.735185185185
1651,2015-08-10,8485.081481481482
1652,2015-08-11,8475.427777777779
1653,2015-08-12,8465.774074074074
1654,2015-08-13,8456.12037037037
1655,2015-08-14,8446.466666666667
1656,2015-08-15,8436.812962962964
1657,2015-08-16,8427.15925925926
1658,2015-08-17,8417.505555555555
1659,2015-08-18,8407.851851851852
1660,2015-08-19,8398.198148148149
1661,2015-08-20,8388.544444444444
1662,2015-08-21,8378.89074074074
1663,2015-08-22,8369.237037037037
1664,2015-08-23,8359.583333333334
1665,2015-08-24,8349.929629629629
