,datetime,UPPER_KLAMATH_LAKE_NR_K.FALLS(WEIGHT-MEAN_ELEV)_OR.
978,2013-09-05,8280.03
979,2013-09-06,8279.97
980,2013-09-07,8279.93
981,2013-09-08,8279.93
982,2013-09-09,8279.869999999999
983,2013-09-10,8279.81
984,2013-09-11,8279.75
985,2013-09-12,8279.71
986,2013-09-13,8279.67
987,2013-09-14,8279.630000000001
988,2013-09-15,8279.49
989,2013-09-16,8279.55
990,2013-09-17,8279.57
991,2013-09-18,8279.47
992,2013-09-19,8279.45
993,2013-09-20,8279.41
994,2013-09-21,8279.41
995,2013-09-22,8279.35
996,2013-09-23,8279.369999999999
997,2013-09-24,8279.41
998,2013-09-25,8279.43
999,2013-09-26,8279.47
1000,2013-09-27,8279.41
1001,2013-09-28,8279.3
1002,2013-09-29,8279.33
1003,2013-09-30,8279.61
1004,2013-10-01,8279.65
1005,2013-10-02,8279.67
1006,2013-10-03,8279.71
1007,2013-10-04,8279.69
1008,2013-10-05,8279.65
1009,2013-10-06,8279.65
1010,2013-10-07,8279.69
1011,2013-10-08,8279.69
1012,2013-10-09,8279.79
1013,2013-10-10,8279.66
1014,2013-10-11,8279.65
1015,2013-10-12,8279.67
1016,2013-10-13,8279.71
1017,2013-10-14,8279.69
1018,2013-10-15,8279.71
1019,2013-10-16,8279.67
1020,2013-10-17,8279.7
1021,2013-10-18,8279.73
1022,2013-10-19,8279.75
1023,2013-10-20,8279.77
1024,2013-10-21,8279.779999999999
1025,2013-10-22,8279.79
1026,2013-10-23,8279.81
1027,2013-10-24,8279.83
1028,2013-10-25,8279.85
1029,2013-10-26,8279.86
1030,2013-10-27,8279.91
1031,2013-10-28,8280.09
1032,2013-10-29,8279.89
1033,2013-10-30,8279.869999999999
1034,2013-10-31,8279.89
1035,2013-11-01,8279.91
1036,2013-11-02,8279.93
1037,2013-11-03,8279.9
1038,2013-11-04,8279.93
1039,2013-11-05,8279.91
1040,2013-11-06,8279.98
1041,2013-11-07,8279.97
1042,2013-11-08,8280.03
1043,2013-11-09,8280.05
1044,2013-11-10,8280.07
1045,2013-11-11,8280.07
1046,2013-11-12,8280.09
1047,2013-11-13,8280.130000000001
1048,2013-11-14,8280.16
1049,2013-11-15,8280.17
1050,2013-11-16,8280.15
1051,2013-11-17,8280.17
1052,2013-11-18,8280.15
1053,2013-11-19,8280.17
1054,2013-11-20,8280.45
1055,2013-11-21,8280.51
1056,2013-11-22,8280.39
1057,2013-11-23,8280.369999999999
1058,2013-11-24,8280.29
1059,2013-11-25,8280.29
1060,2013-11-26,8280.31
1061,2013-11-27,8280.33
1062,2013-11-28,8280.35
1063,2013-11-29,8280.369999999999
1064,2013-11-30,8280.41
1065,2013-12-01,8280.4
1066,2013-12-02,8280.29
1067,2013-12-03,8280.61
1068,2013-12-04,8280.57
1069,2013-12-05,8280.546666666667
1070,2013-12-06,8280.563333333334
1071,2013-12-07,8280.61
1072,2013-12-08,8280.61
1073,2013-12-09,8280.59
1074,2013-12-10,8280.57
1075,2013-12-11,8280.57
1076,2013-12-12,8280.59
1077,2013-12-13,8280.61
1078,2013-12-14,8280.630000000001
1079,2013-12-15,8280.67
1080,2013-12-16,8280.69
1081,2013-12-17,8280.73
1082,2013-12-18,8280.75
1083,2013-12-19,8280.79
1084,2013-12-20,8280.83
1085,2013-12-21,8280.85
1086,2013-12-22,8280.89
1087,2013-12-23,8280.91
1088,2013-12-24,8280.95
1089,2013-12-25,8280.99
1090,2013-12-26,8281.04
1091,2013-12-27,8281.09
1092,2013-12-28,8281.130000000001
1093,2013-12-29,8281.17
1094,2013-12-30,8281.21
1095,2013-12-31,8281.23
1096,2014-01-01,8281.27
1097,2014-01-02,8281.31
1098,2014-01-03,8281.35
1099,2014-01-04,8281.369999999999
1100,2014-01-05,8281.41
1101,2014-01-06,8281.45
1102,2014-01-07,8281.51
1103,2014-01-08,8281.55
1104,2014-01-09,8281.57
1105,2014-01-10,8281.65
1106,2014-01-11,8281.67
1107,2014-01-12,8281.79
1108,2014-01-13,8281.8325
1109,2014-01-14,8281.865
1110,2014-01-15,8281.9375
1111,2014-01-16,8281.97
1112,2014-01-17,8282.03
1113,2014-01-18,8282.07
1114,2014-01-19,8282.11
1115,2014-01-20,8282.15
1116,2014-01-21,8282.19
1117,2014-01-22,8282.23
1118,2014-01-23,8282.27
1119,2014-01-24,8282.31
1120,2014-01-25,8282.33
1121,2014-01-26,8282.369999999999
1122,2014-01-27,8282.41
1123,2014-01-28,8282.45
1124,2014-01-29,8282.49
1125,2014-01-30,8282.59
1126,2014-01-31,8282.630000000001
1127,2014-02-01,8282.71
1128,2014-02-02,8282.73
1129,2014-02-03,8282.75
1130,2014-02-04,8282.79
1131,2014-02-05,8282.83
1132,2014-02-06,8282.83
1133,2014-02-07,8282.85
1134,2014-02-08,8282.95
1135,2014-02-09,8283.09
1136,2014-02-10,8283.14
1137,2014-02-11,8283.17
1138,2014-02-12,8283.27
1139,2014-02-13,8283.49
1140,2014-02-14,8283.71
1141,2014-02-15,8283.9
1142,2014-02-16,8284.15
1143,2014-02-17,8284.19
1144,2014-02-18,8284.35
1145,2014-02-19,8284.55
1146,2014-02-20,8284.57
1147,2014-02-21,8284.67
1148,2014-02-22,8284.72
1149,2014-02-23,8284.77
1150,2014-02-24,8284.81
1151,2014-02-25,8284.869999999999
1152,2014-02-26,8284.89
1153,2014-02-27,8284.97
1154,2014-02-28,8285.060000000001
1155,2014-03-01,8285.05
1156,2014-03-02,8285.03
1157,2014-03-03,8285.09
1158,2014-03-04,8285.17
1159,2014-03-05,8285.15
1160,2014-03-06,8285.29
1161,2014-03-07,8285.39
1162,2014-03-08,8285.43
1163,2014-03-09,8285.47
1164,2014-03-10,8285.75
1165,2014-03-11,8285.79
1166,2014-03-12,8285.85
1167,2014-03-13,8285.93
1168,2014-03-14,8285.99
1169,2014-03-15,8286.05
1170,2014-03-16,8286.05
1171,2014-03-17,8286.24
1172,2014-03-18,8286.21
1173,2014-03-19,8286.21
1174,2014-03-20,8286.23
1175,2014-03-21,8286.27
1176,2014-03-22,8286.21
1177,2014-03-23,8286.19
1178,2014-03-24,8286.17
1179,2014-03-25,8286.11
1180,2014-03-26,8286.17
1181,2014-03-27,8286.19
1182,2014-03-28,8286.19
1183,2014-03-29,8286.35
1184,2014-03-30,8286.43
1185,2014-03-31,8286.35
1186,2014-04-01,8286.51
1187,2014-04-02,8286.57
1188,2014-04-03,8286.57
1189,2014-04-04,8286.65
1190,2014-04-05,8286.67
1191,2014-04-06,8286.73
1192,2014-04-07,8286.77
1193,2014-04-08,8286.79
1194,2014-04-09,8286.81
1195,2014-04-10,8286.81
1196,2014-04-11,8286.83
1197,2014-04-12,8286.85
1198,2014-04-13,8286.81
1199,2014-04-14,8286.77
1200,2014-04-15,8286.79
1201,2014-04-16,8286.79
1202,2014-04-17,8286.77
1203,2014-04-18,8286.71
1204,2014-04-19,8286.71
1205,2014-04-20,8286.67
1206,2014-04-21,8286.53
1207,2014-04-22,8286.65
1208,2014-04-23,8286.5
1209,2014-04-24,8286.47
1210,2014-04-25,8286.55
1211,2014-04-26,8286.49
1212,2014-04-27,8286.45
1213,2014-04-28,8286.49
1214,2014-04-29,8286.47
1215,2014-04-30,8286.45
1216,2014-05-01,8286.43
1217,2014-05-02,8286.39
1218,2014-05-03,8286.35
1219,2014-05-04,8286.33
1220,2014-05-05,8286.369999999999
1221,2014-05-06,8286.36
1222,2014-05-07,8286.25
1223,2014-05-08,8286.15
1224,2014-05-09,8286.17
1225,2014-05-10,8286.23
1226,2014-05-11,8286.16
1227,2014-05-12,8286.15
1228,2014-05-13,8286.09
1229,2014-05-14,8286.07
1230,2014-05-15,8286.05
1231,2014-05-16,8286.03
1232,2014-05-17,8285.95
1233,2014-05-18,8285.89
1234,2014-05-19,8285.83
1235,2014-05-20,8285.91
1236,2014-05-21,8285.85
1237,2014-05-22,8285.77
1238,2014-05-23,8285.71
1239,2014-05-24,8285.67
1240,2014-05-25,8285.630000000001
1241,2014-05-26,8285.57
1242,2014-05-27,8285.53
1243,2014-05-28,8285.44
1244,2014-05-29,8285.36
1245,2014-05-30,8285.31
1246,2014-05-31,8285.220000000001
1247,2014-06-01,8285.17
1248,2014-06-02,8285.1
1249,2014-06-03,8285.01
1250,2014-06-04,8284.93
1251,2014-06-05,8284.88
1252,2014-06-06,8284.83
1253,2014-06-07,8284.75
1254,2014-06-08,8284.65
1255,2014-06-09,8284.61
1256,2014-06-10,8284.49
1257,2014-06-11,8284.41
1258,2014-06-12,8284.29
1259,2014-06-13,8284.23
1260,2014-06-14,8284.11
1261,2014-06-15,8284.060000000001
1262,2014-06-16,8283.99
1263,2014-06-17,8283.89
1264,2014-06-18,8283.77
1265,2014-06-19,8283.67
1266,2014-06-20,8283.61
1267,2014-06-21,8283.55
1268,2014-06-22,8283.47
1269,2014-06-23,8283.369999999999
1270,2014-06-24,8283.25
1271,2014-06-25,8283.15
1272,2014-06-26,8283.09
1273,2014-06-27,8283.01
1274,2014-06-28,8282.97
1275,2014-06-29,8282.92
1276,2014-06-30,8282.89
1277,2014-07-01,8282.81
1278,2014-07-02,8282.71
1279,2014-07-03,8282.630000000001
1280,2014-07-04,8282.55
1281,2014-07-05,8282.49
1282,2014-07-06,8282.43
1283,2014-07-07,8282.39
1284,2014-07-08,8282.29
1285,2014-07-09,8282.17
1286,2014-07-10,8282.15
1287,2014-07-11,8282.05
1288,2014-07-12,8282.03
1289,2014-07-13,8281.97
1290,2014-07-14,8281.89
1291,2014-07-15,8281.83
1292,2014-07-16,8281.72
1293,2014-07-17,8281.65
1294,2014-07-18,8281.55
1295,2014-07-19,8281.49
1296,2014-07-20,8281.35
1297,2014-07-21,8281.21
1298,2014-07-22,8281.130000000001
1299,2014-07-23,8281.05
1300,2014-07-24,8281.03
1301,2014-07-25,8280.97
1302,2014-07-26,8280.869999999999
1303,2014-07-27,8280.79
1304,2014-07-28,8280.73
1305,2014-07-29,8280.65
1306,2014-07-30,8280.57
1307,2014-07-31,8280.53
1308,2014-08-01,8280.49
1309,2014-08-02,8280.41
1310,2014-08-03,8280.35
1311,2014-08-04,8280.29
1312,2014-08-05,8280.23
1313,2014-08-06,8280.19
1314,2014-08-07,8280.17
1315,2014-08-08,8280.130000000001
1316,2014-08-09,8280.09
1317,2014-08-10,8280.03
1318,2014-08-11,8279.97
1319,2014-08-12,8279.93
1320,2014-08-13,8279.95
1321,2014-08-14,8279.91
1322,2014-08-15,8279.89
1323,2014-08-16,8279.89
1324,2014-08-17,8279.86
1325,2014-08-18,8279.83
1326,2014-08-19,8279.79
1327,2014-08-20,8279.73
1328,2014-08-21,8279.69
1329,2014-08-22,8279.71
1330,2014-08-23,8279.66
1331,2014-08-24,8279.61
1332,2014-08-25,8279.57
1333,2014-08-26,8279.47
1334,2014-08-27,8279.41
1335,2014-08-28,8279.35
1336,2014-08-29,8279.33
1337,2014-08-30,8279.23
1338,2014-08-31,8279.21
1339,2014-09-01,8279.130000000001
1340,2014-09-02,8279.11
1341,2014-09-03,8279.05
1342,2014-09-04,8279.01
1343,2014-09-05,8278.95
1344,2014-09-06,8278.85
1345,2014-09-07,8278.77
1346,2014-09-08,8278.73
1347,2014-09-09,8278.67
1348,2014-09-10,8278.630000000001
1349,2014-09-11,8278.71
1350,2014-09-12,8278.55
1351,2014-09-13,8278.49
1352,2014-09-14,8278.47
1353,2014-09-15,8278.369999999999
1354,2014-09-16,8278.35
1355,2014-09-17,8278.21
1356,2014-09-18,8278.29
1357,2014-09-19,8278.29
1358,2014-09-20,8278.28
1359,2014-09-21,8278.23
1360,2014-09-22,8278.17
1361,2014-09-23,8278.04
1362,2014-09-24,8278.03
1363,2014-09-25,8278.23
1364,2014-09-26,8278.35
1365,2014-09-27,8278.48
1366,2014-09-28,8278.39
1367,2014-09-29,8278.29
1368,2014-09-30,8278.41
1369,2014-10-01,8278.33
1370,2014-10-02,8278.31
1371,2014-10-03,8278.33
1372,2014-10-04,8278.35
1373,2014-10-05,8278.369999999999
1374,2014-10-06,8278.369999999999
1375,2014-10-07,8278.369999999999
1376,2014-10-08,8278.35
1377,2014-10-09,8278.31
1378,2014-10-10,8278.27
1379,2014-10-11,8278.23
1380,2014-10-12,8278.19
1381,2014-10-13,8278.130000000001
1382,2014-10-14,8278.01
1383,2014-10-15,8278.03
1384,2014-10-16,8278.11
1385,2014-10-17,8278.05
1386,2014-10-18,8278.15
1387,2014-10-19,8278.130000000001
1388,2014-10-20,8278.1
1389,2014-10-21,8278.130000000001
1390,2014-10-22,8278.07
1391,2014-10-23,8278.03
1392,2014-10-24,8278.25
1393,2014-10-25,8277.93
1394,2014-10-26,8278.39
1395,2014-10-27,8278.47
1396,2014-10-28,8278.47
1397,2014-10-29,8278.51
1398,2014-10-30,8278.55
1399,2014-10-31,8278.55
1400,2014-11-01,8278.73
1401,2014-11-02,8278.67
1402,2014-11-03,8278.69
1403,2014-11-04,8278.69
1404,2014-11-05,8278.75
1405,2014-11-06,8278.74
1406,2014-11-07,8278.779999999999
1407,2014-11-08,8278.79
1408,2014-11-09,8278.77
1409,2014-11-10,8278.83
1410,2014-11-11,8278.96
1411,2014-11-12,8278.97
1412,2014-11-13,8278.85
1413,2014-11-14,8278.85
1414,2014-11-15,8279.05
1415,2014-11-16,8279.0
1416,2014-11-17,8278.97
1417,2014-11-18,8278.97
1418,2014-11-19,8278.97
1419,2014-11-20,8279.05
1420,2014-11-21,8279.01
1421,2014-11-22,8279.21
1422,2014-11-23,8279.35
1423,2014-11-24,8279.43
1424,2014-11-25,8279.44
1425,2014-11-26,8279.51
1426,2014-11-27,8279.53
1427,2014-11-28,8279.49
1428,2014-11-29,8279.630000000001
1429,2014-11-30,8279.81
1430,2014-12-01,8279.73
1431,2014-12-02,8279.81
1432,2014-12-03,8279.85
1433,2014-12-04,8279.91
1434,2014-12-05,8279.89
1435,2014-12-06,8280.01
1436,2014-12-07,8280.07
1437,2014-12-08,8280.07
1438,2014-12-09,8280.130000000001
1439,2014-12-10,8280.05
1440,2014-12-11,8280.07
1441,2014-12-12,8280.49
1442,2014-12-13,8280.57
1443,2014-12-14,8280.630000000001
1444,2014-12-15,8280.65
1445,2014-12-16,8280.71
1446,2014-12-17,8280.79
1447,2014-12-18,8280.853333333333
1448,2014-12-19,8280.926666666666
1449,2014-12-20,8280.99
1450,2014-12-21,8281.25
1451,2014-12-22,8281.630000000001
1452,2014-12-23,8281.91
1453,2014-12-24,8282.18
1454,2014-12-25,8282.369999999999
1455,2014-12-26,8282.43
1456,2014-12-27,8282.53
1457,2014-12-28,8282.630000000001
1458,2014-12-29,8282.83
1459,2014-12-30,8283.03
1460,2014-12-31,8282.83
1461,2015-01-01,8282.85
1462,2015-01-02,8282.89
1463,2015-01-03,8282.95
1464,2015-01-04,8282.99
1465,2015-01-05,8283.03
1466,2015-01-06,8283.03
1467,2015-01-07,8283.03
1468,2015-01-08,8283.02
1469,2015-01-09,8283.03
1470,2015-01-10,8283.05
1471,2015-01-11,8283.09
1472,2015-01-12,8283.130000000001
1473,2015-01-13,8283.15
1474,2015-01-14,8283.17
1475,2015-01-15,8283.19
1476,2015-01-16,8283.25
1477,2015-01-17,8283.31
1478,2015-01-18,8283.43
1479,2015-01-19,8283.52
1480,2015-01-20,8283.6
1481,2015-01-21,8283.630000000001
1482,2015-01-22,8283.67
1483,2015-01-23,8283.73
1484,2015-01-24,8283.79
1485,2015-01-25,8283.83
1486,2015-01-26,8283.88
1487,2015-01-27,8283.93
1488,2015-01-28,8283.97
1489,2015-01-29,8284.03
1490,2015-01-30,8284.130000000001
1491,2015-01-31,8284.11
1492,2015-02-01,8284.130000000001
1493,2015-02-02,8284.21
1494,2015-02-03,8284.369999999999
1495,2015-02-04,8284.45
1496,2015-02-05,8284.33
1497,2015-02-06,8284.39
1498,2015-02-07,8284.85
1499,2015-02-08,8284.97
1500,2015-02-09,8285.130000000001
1501,2015-02-10,8285.369999999999
1502,2015-02-11,8285.49
1503,2015-02-12,8285.59
1504,2015-02-13,8285.69
1505,2015-02-14,8285.79
1506,2015-02-15,8285.89
1507,2015-02-16,8285.96
1508,2015-02-17,8285.99
1509,2015-02-18,8286.07
1510,2015-02-19,8286.130000000001
1511,2015-02-20,8286.19
1512,2015-02-21,8286.29
1513,2015-02-22,8286.41
1514,2015-02-23,8286.4
1515,2015-02-24,8286.35
1516,2015-02-25,8286.39
1517,2015-02-26,8286.43
1518,2015-02-27,8286.49
1519,2015-02-28,8286.65
1520,2015-03-01,8286.630000000001
1521,2015-03-02,8286.67
1522,2015-03-03,8286.67
1523,2015-03-04,8286.69
1524,2015-03-05,8286.71
1525,2015-03-06,8286.74
1526,2015-03-07,8286.77
1527,2015-03-08,8286.81
1528,2015-03-09,8286.83
1529,2015-03-10,8286.85
1530,2015-03-11,8286.89
1531,2015-03-12,8287.01
1532,2015-03-13,8287.03
1533,2015-03-14,8287.03
1534,2015-03-15,8287.130000000001
1535,2015-03-16,8287.27
1536,2015-03-17,8287.33
1537,2015-03-18,8287.35
1538,2015-03-19,8287.369999999999
1539,2015-03-20,8287.39
1540,2015-03-21,8287.41
1541,2015-03-22,8287.44
1542,2015-03-23,8287.43
1543,2015-03-24,8287.55
1544,2015-03-25,8287.59
1545,2015-03-26,8287.67
1546,2015-03-27,8287.69
1547,2015-03-28,8287.75
1548,2015-03-29,8287.79
1549,2015-03-30,8287.79
1550,2015-03-31,8287.85
1551,2015-04-01,8287.83
1552,2015-04-02,8287.79
1553,2015-04-03,8287.77
1554,2015-04-04,8287.77
1555,2015-04-05,8287.69
1556,2015-04-06,8287.55
1557,2015-04-07,8287.57
1558,2015-04-08,8287.69
1559,2015-04-09,8287.72
1560,2015-04-10,8287.7
1561,2015-04-11,8287.69
1562,2015-04-12,8287.69
1563,2015-04-13,8287.73
1564,2015-04-14,8287.77
1565,2015-04-15,8287.69
1566,2015-04-16,8287.68
1567,2015-04-17,8287.65
1568,2015-04-18,8287.67
1569,2015-04-19,8287.630000000001
1570,2015-04-20,8287.59
1571,2015-04-21,8287.57
1572,2015-04-22,8287.53
1573,2015-04-23,8287.45
1574,2015-04-24,8287.39
1575,2015-04-25,8287.35
1576,2015-04-26,8287.29
1577,2015-04-27,8287.24
1578,2015-04-28,8287.21
1579,2015-04-29,8287.19
1580,2015-04-30,8287.15
1581,2015-05-01,8287.07
1582,2015-05-02,8287.03
1583,2015-05-03,8287.0
1584,2015-05-04,8286.95
1585,2015-05-05,8286.9
1586,2015-05-06,8286.85
1587,2015-05-07,8286.81
1588,2015-05-08,8286.71
1589,2015-05-09,8286.61
1590,2015-05-10,8286.55
1591,2015-05-11,8286.55
1592,2015-05-12,8286.53
1593,2015-05-13,8286.45
1594,2015-05-14,8286.47
1595,2015-05-15,8286.49
1596,2015-05-16,8286.43
1597,2015-05-17,8286.41
1598,2015-05-18,8286.43
1599,2015-05-19,8286.45
1600,2015-05-20,8286.49
1601,2015-05-21,8286.53
1602,2015-05-22,8286.57
1603,2015-05-23,8286.57
1604,2015-05-24,8286.58
1605,2015-05-25,8286.59
1606,2015-05-26,8286.57
1607,2015-05-27,8286.55
1608,2015-05-28,8286.53
1609,2015-05-29,8286.53
1610,2015-05-30,8286.49
1611,2015-05-31,8286.43
1612,2015-06-01,8286.39
1613,2015-06-02,8286.39
1614,2015-06-03,8286.39
1615,2015-06-04,8286.39
1616,2015-06-05,8286.369999999999
1617,2015-06-06,8286.29
1618,2015-06-07,8286.23
1619,2015-06-08,8286.21
1620,2015-06-09,8285.91
1621,2015-06-10,8285.95
1622,2015-06-11,8286.07
1623,2015-06-12,8286.03
1624,2015-06-13,8286.01
1625,2015-06-14,8285.93
1626,2015-06-15,8285.86
1627,2015-06-16,8285.77
1628,2015-06-17,8285.69
1629,2015-06-18,8285.61
1630,2015-06-19,8285.55
1631,2015-06-20,8285.47
1632,2015-06-21,8285.39
1633,2015-06-22,8285.33
1634,2015-06-23,8285.25
1635,2015-06-24,8285.17
1636,2015-06-25,8285.09
1637,2015-06-26,8285.01
1638,2015-06-27,8284.91
1639,2015-06-28,8284.81
1640,2015-06-29,8284.77
1641,2015-06-30,8284.71
1642,2015-07-01,8284.65
1643,2015-07-02,8284.56
1644,2015-07-03,8284.45
1645,2015-07-04,8284.35
1646,2015-07-05,8284.19
1647,2015-07-06,8284.19
1648,2015-07-07,8284.11
1649,2015-07-08,8284.05
1650,2015-07-09,8284.01
1651,2015-07-10,8284.07
1652,2015-07-11,8284.03
1653,2015-07-12,8284.01
1654,2015-07-13,8284.03
1655,2015-07-14,8284.05
1656,2015-07-15,8284.0
1657,2015-07-16,8283.95
1658,2015-07-17,8283.92
1659,2015-07-18,8283.83
1660,2015-07-19,8283.75
1661,2015-07-20,8283.67
1662,2015-07-21,8283.61
1663,2015-07-22,8283.53
1664,2015-07-23,8283.43
1665,2015-07-24,8283.35
1666,2015-07-25,8283.27
1667,2015-07-26,8283.23
1668,2015-07-27,8283.130000000001
1669,2015-07-28,8283.07
1670,2015-07-29,8282.97
1671,2015-07-30,8282.869999999999
1672,2015-07-31,8282.79
1673,2015-08-01,8282.73
1674,2015-08-02,8282.630000000001
1675,2015-08-03,8282.630000000001
1676,2015-08-04,8282.6
1677,2015-08-05,8282.53
1678,2015-08-06,8282.51
1679,2015-08-07,8282.47
1680,2015-08-08,8282.35
1681,2015-08-09,8282.29
1682,2015-08-10,8282.27
1683,2015-08-11,8282.21
1684,2015-08-12,8282.11
1685,2015-08-13,8282.03
1686,2015-08-14,8281.97
1687,2015-08-15,8281.91
1688,2015-08-16,8281.88
1689,2015-08-17,8281.83
1690,2015-08-18,8281.75
1691,2015-08-19,8281.67
1692,2015-08-20,8281.61
1693,2015-08-21,8281.53
1694,2015-08-22,8281.49
1695,2015-08-23,8281.39
1696,2015-08-24,8281.3
1697,2015-08-25,8281.23
1698,2015-08-26,8281.130000000001
1699,2015-08-27,8281.05
1700,2015-08-28,8280.93
1701,2015-08-29,8280.73
1702,2015-08-30,8280.75
1703,2015-08-31,8280.73
1704,2015-09-01,8280.630000000001
1705,2015-09-02,8280.55
1706,2015-09-03,8280.57
1707,2015-09-04,8280.51
1708,2015-09-05,8280.39
1709,2015-09-06,8280.369999999999
1710,2015-09-07,8280.33
1711,2015-09-08,8280.29
1712,2015-09-09,8280.25
1713,2015-09-10,8280.21
1714,2015-09-11,8280.17
1715,2015-09-12,8280.11
1716,2015-09-13,8280.05
1717,2015-09-14,8279.99
1718,2015-09-15,8279.93
1719,2015-09-16,8279.83
1720,2015-09-17,8279.89
1721,2015-09-18,8279.91
1722,2015-09-19,8279.91
1723,2015-09-20,8279.89
1724,2015-09-21,8279.89
1725,2015-09-22,8279.869999999999
1726,2015-09-23,8279.85
1727,2015-09-24,8279.82
1728,2015-09-25,8279.77
1729,2015-09-26,8279.77
1730,2015-09-27,8279.77
1731,2015-09-28,8279.69
1732,2015-09-29,8279.61
1733,2015-09-30,8279.57
1734,2015-10-01,8279.55
1735,2015-10-02,8279.53
1736,2015-10-03,8279.59
1737,2015-10-04,8279.51
1738,2015-10-05,8279.39
1739,2015-10-06,8279.33
1740,2015-10-07,8279.29
1741,2015-10-08,8279.25
1742,2015-10-09,8279.2
1743,2015-10-10,8279.11
1744,2015-10-11,8279.11
1745,2015-10-12,8279.05
1746,2015-10-13,8279.01
1747,2015-10-14,8278.98
1748,2015-10-15,8278.95
1749,2015-10-16,8278.89
1750,2015-10-17,8278.86
1751,2015-10-18,8278.93
1752,2015-10-19,8278.869999999999
1753,2015-10-20,8278.84
1754,2015-10-21,8278.8
1755,2015-10-22,8278.79
1756,2015-10-23,8278.73
1757,2015-10-24,8278.71
1758,2015-10-25,8278.61
1759,2015-10-26,8278.65
1760,2015-10-27,8278.65
1761,2015-10-28,8278.67
1762,2015-10-29,8278.69
1763,2015-10-30,8278.65
1764,2015-10-31,8278.61
1765,2015-11-01,8278.630000000001
1766,2015-11-02,8278.79
1767,2015-11-03,8278.77
1768,2015-11-04,8278.71
1769,2015-11-05,8278.67
1770,2015-11-06,8278.68
1771,2015-11-07,8278.67
1772,2015-11-08,8278.65
1773,2015-11-09,8278.73
1774,2015-11-10,8278.71
1775,2015-11-11,8278.630000000001
1776,2015-11-12,8278.69
1777,2015-11-13,8278.69
1778,2015-11-14,8278.61
1779,2015-11-15,8278.65
1780,2015-11-16,8278.65
1781,2015-11-17,8278.59
1782,2015-11-18,8278.64
1783,2015-11-19,8278.61
1784,2015-11-20,8278.79
1785,2015-11-21,8278.75
1786,2015-11-22,8278.71
1787,2015-11-23,8278.69
1788,2015-11-24,8278.69
1789,2015-11-25,8279.01
1790,2015-11-26,8278.869999999999
1791,2015-11-27,8278.77
1792,2015-11-28,8278.69
1793,2015-11-29,8278.69
1794,2015-11-30,8278.69
1795,2015-12-01,8278.71
1796,2015-12-02,8278.77
1797,2015-12-03,8278.71
1798,2015-12-04,8278.88
1799,2015-12-05,8278.85
1800,2015-12-06,8278.89
1801,2015-12-07,8278.95
1802,2015-12-08,8279.07
1803,2015-12-09,8279.11
1804,2015-12-10,8279.33
1805,2015-12-11,8279.45
1806,2015-12-12,8279.53
1807,2015-12-13,8279.89
1808,2015-12-14,8280.0
1809,2015-12-15,8280.05
1810,2015-12-16,8280.08
1811,2015-12-17,8280.17
1812,2015-12-18,8280.27
1813,2015-12-19,8280.39
1814,2015-12-20,8280.43
1815,2015-12-21,8280.53
1816,2015-12-22,8280.79
1817,2015-12-23,8280.869999999999
1818,2015-12-24,8281.01
1819,2015-12-25,8281.11
1820,2015-12-26,8281.15
1821,2015-12-27,8281.21
1822,2015-12-28,8281.27
1823,2015-12-29,8281.33
1824,2015-12-30,8281.39
1825,2015-12-31,8281.43
1826,2016-01-01,8281.47
1827,2016-01-02,8281.51
1828,2016-01-03,8281.55
1829,2016-01-04,8281.61
1830,2016-01-05,8281.65
1831,2016-01-06,8281.69
1832,2016-01-07,8281.73
1833,2016-01-08,8281.75
1834,2016-01-09,8281.81
1835,2016-01-10,8281.869999999999
1836,2016-01-11,8281.91
1837,2016-01-12,8281.95
1838,2016-01-13,8282.01
1839,2016-01-14,8282.07
1840,2016-01-15,8282.17
1841,2016-01-16,8282.27
1842,2016-01-17,8282.41
1843,2016-01-18,8282.53
1844,2016-01-19,8282.65
1845,2016-01-20,8282.75
1846,2016-01-21,8282.83
1847,2016-01-22,8282.95
1848,2016-01-23,8283.11
1849,2016-01-24,8283.25
1850,2016-01-25,8283.369999999999
1851,2016-01-26,8283.49
1852,2016-01-27,8283.57
1853,2016-01-28,8283.67
1854,2016-01-29,8283.83
1855,2016-01-30,8283.99
1856,2016-01-31,8284.130000000001
1857,2016-02-01,8284.17
1858,2016-02-02,8284.25
1859,2016-02-03,8284.31
1860,2016-02-04,8284.41
1861,2016-02-05,8284.47
1862,2016-02-06,8284.51
1863,2016-02-07,8284.57
1864,2016-02-08,8284.61
1865,2016-02-09,8284.65
1866,2016-02-10,8284.69
1867,2016-02-11,8284.75
1868,2016-02-12,8284.8
1869,2016-02-13,8284.83
1870,2016-02-14,8284.869999999999
1871,2016-02-15,8284.95
1872,2016-02-16,8285.05
1873,2016-02-17,8284.91
1874,2016-02-18,8285.11
1875,2016-02-19,8285.21
1876,2016-02-20,8285.49
1877,2016-02-21,8285.57
1878,2016-02-22,8285.64
1879,2016-02-23,8285.71
1880,2016-02-24,8285.77
1881,2016-02-25,8285.83
1882,2016-02-26,8285.869999999999
1883,2016-02-27,8285.97
1884,2016-02-28,8286.03
1885,2016-02-29,8286.09
1886,2016-03-01,8286.09
1887,2016-03-02,8286.19
1888,2016-03-03,8286.31
1889,2016-03-04,8286.33
1890,2016-03-05,8286.25
1891,2016-03-06,8286.61
1892,2016-03-07,8286.89
1893,2016-03-08,8286.91
