,datetime,SOUTH_FORK_TOLT_RESERVOIR_NEAR_CARNATION__WA.
992,2013-09-19,1741.85
993,2013-09-20,1741.57
994,2013-09-21,1741.31
995,2013-09-22,1741.24
996,2013-09-23,1741.51
997,2013-09-24,1741.5
998,2013-09-25,1741.38
999,2013-09-26,1741.63
1000,2013-09-27,1741.35
1001,2013-09-28,1740.48
1002,2013-09-29,1739.18
1003,2013-09-30,1738.38
1004,2013-10-01,1738.37
1005,2013-10-02,1738.08
1006,2013-10-03,1738.0
1007,2013-10-04,1738.61
1008,2013-10-05,1739.53
1009,2013-10-06,1740.97
1010,2013-10-07,1739.3
1011,2013-10-08,1738.67
1012,2013-10-09,1738.28
1013,2013-10-10,1738.77
1014,2013-10-11,1738.74
1015,2013-10-12,1738.77
1016,2013-10-13,1739.14
1017,2013-10-14,1739.66
1018,2013-10-15,1740.04
1019,2013-10-16,1740.01
1020,2013-10-17,1741.21
1021,2013-10-18,1742.24
1022,2013-10-19,1742.49
1023,2013-10-20,1742.6
1024,2013-10-21,1743.03
1025,2013-10-22,1743.84
1026,2013-10-23,1744.11
1027,2013-10-24,1743.96
1028,2013-10-25,1743.82
1029,2013-10-26,1743.57
1030,2013-10-27,1743.35
1031,2013-10-28,1743.13
1032,2013-10-29,1742.99
1033,2013-10-30,1742.78
1034,2013-10-31,1742.61
1035,2013-11-01,1742.39
1036,2013-11-02,1742.75
1037,2013-11-03,1742.88
1038,2013-11-04,1742.79
1039,2013-11-05,1743.16
1040,2013-11-06,1743.3
1041,2013-11-07,1744.62
1042,2013-11-08,1745.88
1043,2013-11-09,1746.13
1044,2013-11-10,1746.19
1045,2013-11-11,1746.26
1046,2013-11-12,1746.49
1047,2013-11-13,1746.65
1048,2013-11-14,1746.7
1049,2013-11-15,1747.06
1050,2013-11-16,1747.56
1051,2013-11-17,1747.94
1052,2013-11-18,1749.54
1053,2013-11-19,1751.52
1054,2013-11-20,1751.88
1055,2013-11-21,1752.0
1056,2013-11-22,1751.97
1057,2013-11-23,1752.01
1058,2013-11-24,1751.96
1059,2013-11-25,1751.96
1060,2013-11-26,1751.9
1061,2013-11-27,1751.85
1062,2013-11-28,1751.79
1063,2013-11-29,1751.72
1064,2013-11-30,1751.64
1065,2013-12-01,1752.95
1066,2013-12-02,1753.42
1067,2013-12-03,1753.47
1068,2013-12-04,1753.49
1069,2013-12-05,1753.4
1070,2013-12-06,1753.28
1071,2013-12-07,1753.28
1072,2013-12-08,1753.22
1073,2013-12-09,1753.14
1074,2013-12-10,1753.04
1075,2013-12-11,1752.86
1076,2013-12-12,1752.82
1077,2013-12-13,1753.12
1078,2013-12-14,1753.32
1079,2013-12-15,1753.69
1080,2013-12-16,1754.02
1081,2013-12-17,1754.2
1082,2013-12-18,1754.28
1083,2013-12-19,1754.31
1084,2013-12-20,1754.41
1085,2013-12-21,1754.67
1086,2013-12-22,1755.34
1087,2013-12-23,1757.32
1088,2013-12-24,1757.54
1089,2013-12-25,1757.42
1090,2013-12-26,1757.24
1091,2013-12-27,1757.09
1092,2013-12-28,1756.91
1093,2013-12-29,1756.68
1094,2013-12-30,1756.45
1095,2013-12-31,1756.14
1096,2014-01-01,1755.86
1097,2014-01-02,1755.73
1098,2014-01-03,1755.71
1099,2014-01-04,1755.43
1100,2014-01-05,1755.12
1101,2014-01-06,1754.9
1102,2014-01-07,1754.7
1103,2014-01-08,1754.9
1104,2014-01-09,1755.04
1105,2014-01-10,1755.28
1106,2014-01-11,1756.48
1107,2014-01-12,1757.92
1108,2014-01-13,1759.41
1109,2014-01-14,1759.52
1110,2014-01-15,1759.16
1111,2014-01-16,1758.66
1112,2014-01-17,1758.12
1113,2014-01-18,1757.52
1114,2014-01-19,1756.95
1115,2014-01-20,1756.29
1116,2014-01-21,1755.82
1117,2014-01-22,1755.48
1118,2014-01-23,1755.2
1119,2014-01-24,1755.13
1120,2014-01-25,1755.06
1121,2014-01-26,1754.97
1122,2014-01-27,1754.86
1123,2014-01-28,1754.8
1124,2014-01-29,1755.44
1125,2014-01-30,1755.88
1126,2014-01-31,1756.05
1127,2014-02-01,1756.1
1128,2014-02-02,1756.11
1129,2014-02-03,1756.05
1130,2014-02-04,1755.93
1131,2014-02-05,1755.84
1132,2014-02-06,1755.64
1133,2014-02-07,1755.6
1134,2014-02-08,1755.51
1135,2014-02-09,1755.33
1136,2014-02-10,1755.38
1137,2014-02-11,1755.5
1138,2014-02-12,1756.25
1139,2014-02-13,1756.6
1140,2014-02-14,1756.87
1141,2014-02-15,1757.23
1142,2014-02-16,1757.5
1143,2014-02-17,1757.87
1144,2014-02-18,1758.19
1145,2014-02-19,1758.29
1146,2014-02-20,1758.17
1147,2014-02-21,1758.02
1148,2014-02-22,1757.79
1149,2014-02-23,1757.59
1150,2014-02-24,1757.41
1151,2014-02-25,1757.3
1152,2014-02-26,1757.25
1153,2014-02-27,1757.18
1154,2014-02-28,1756.96
1155,2014-03-01,1756.79
1156,2014-03-02,1756.81
1157,2014-03-03,1757.81
1158,2014-03-04,1759.05
1159,2014-03-05,1761.4
1160,2014-03-06,1763.09
1161,2014-03-07,1763.24
1162,2014-03-08,1763.39
1163,2014-03-09,1763.97
1164,2014-03-10,1763.38
1165,2014-03-11,1762.93
1166,2014-03-12,1762.6
1167,2014-03-13,1762.32
1168,2014-03-14,1762.82
1169,2014-03-15,1762.75
1170,2014-03-16,1763.52
1171,2014-03-17,1763.08
1172,2014-03-18,1762.68
1173,2014-03-19,1762.66
1174,2014-03-20,1762.46
1175,2014-03-21,1762.24
1176,2014-03-22,1762.07
1177,2014-03-23,1761.82
1178,2014-03-24,1761.57
1179,2014-03-25,1761.38
1180,2014-03-26,1761.17
1181,2014-03-27,1761.1
1182,2014-03-28,1761.13
1183,2014-03-29,1761.3
1184,2014-03-30,1761.35
1185,2014-03-31,1761.21
1186,2014-04-01,1761.01
1187,2014-04-02,1760.83
1188,2014-04-03,1760.59
1189,2014-04-04,1760.41
1190,2014-04-05,1760.43
1191,2014-04-06,1760.8
1192,2014-04-07,1760.82
1193,2014-04-08,1761.01
1194,2014-04-09,1761.39
1195,2014-04-10,1761.33
1196,2014-04-11,1761.14
1197,2014-04-12,1760.85
1198,2014-04-13,1760.62
1199,2014-04-14,1760.39
1200,2014-04-15,1760.25
1201,2014-04-16,1760.52
1202,2014-04-17,1761.71
1203,2014-04-18,1762.34
1204,2014-04-19,1762.39
1205,2014-04-20,1762.38
1206,2014-04-21,1762.26
1207,2014-04-22,1762.25
1208,2014-04-23,1762.17
1209,2014-04-24,1762.53
1210,2014-04-25,1762.46
1211,2014-04-26,1762.28
1212,2014-04-27,1762.13
1213,2014-04-28,1761.99
1214,2014-04-29,1761.72
1215,2014-04-30,1761.54
1216,2014-05-01,1761.55
1217,2014-05-02,1761.78
1218,2014-05-03,1762.08
1219,2014-05-04,1762.56
1220,2014-05-05,1763.7
1221,2014-05-06,1764.09
1222,2014-05-07,1764.07
1223,2014-05-08,1764.08
1224,2014-05-09,1764.71
1225,2014-05-10,1764.74
1226,2014-05-11,1764.72
1227,2014-05-12,1764.55
1228,2014-05-13,1764.4
1229,2014-05-14,1764.26
1230,2014-05-15,1764.19
1231,2014-05-16,1764.09
1232,2014-05-17,1764.02
1233,2014-05-18,1763.89
1234,2014-05-19,1763.75
1235,2014-05-20,1763.7
1236,2014-05-21,1763.63
1237,2014-05-22,1763.54
1238,2014-05-23,1763.67
1239,2014-05-24,1763.7
1240,2014-05-25,1763.77
1241,2014-05-26,1763.82
1242,2014-05-27,1763.76
1243,2014-05-28,1763.71
1244,2014-05-29,1763.66
1245,2014-05-30,1763.56
1246,2014-05-31,1763.45
1247,2014-06-01,1763.3
1248,2014-06-02,1763.16
1249,2014-06-03,1763.05
1250,2014-06-04,1762.92
1251,2014-06-05,1762.75
1252,2014-06-06,1762.58
1253,2014-06-07,1762.38
1254,2014-06-08,1762.16
1255,2014-06-09,1762.01
1256,2014-06-10,1761.81
1257,2014-06-11,1761.62
1258,2014-06-12,1761.41
1259,2014-06-13,1761.47
1260,2014-06-14,1761.42
1261,2014-06-15,1761.43
1262,2014-06-16,1761.47
1263,2014-06-17,1761.42
1264,2014-06-18,1761.27
1265,2014-06-19,1761.17
1266,2014-06-20,1761.17
1267,2014-06-21,1761.04
1268,2014-06-22,1760.85
1269,2014-06-23,1760.66
1270,2014-06-24,1760.48
1271,2014-06-25,1760.28
1272,2014-06-26,1760.07
1273,2014-06-27,1760.02
1274,2014-06-28,1760.22
1275,2014-06-29,1760.19
1276,2014-06-30,1760.03
1277,2014-07-01,1759.82
1278,2014-07-02,1759.61
1279,2014-07-03,1759.41
1280,2014-07-04,1759.15
1281,2014-07-05,1758.95
1282,2014-07-06,1758.66
1283,2014-07-07,1758.43
1284,2014-07-08,1758.14
1285,2014-07-09,1757.81
1286,2014-07-10,1757.5
1287,2014-07-11,1757.17
1288,2014-07-12,1756.86
1289,2014-07-13,1756.5
1290,2014-07-14,1756.15
1291,2014-07-15,1755.82
1292,2014-07-16,1755.5
1293,2014-07-17,1755.12
1294,2014-07-18,1754.79
1295,2014-07-19,1754.47
1296,2014-07-20,1754.18
1297,2014-07-21,1753.84
1298,2014-07-22,1753.51
1299,2014-07-23,1753.4
1300,2014-07-24,1753.62
1301,2014-07-25,1753.5
1302,2014-07-26,1753.31
1303,2014-07-27,1753.06
1304,2014-07-28,1752.76
1305,2014-07-29,1752.42
1306,2014-07-30,1752.09
1307,2014-07-31,1751.77
1308,2014-08-01,1751.4
1309,2014-08-02,1751.1
1310,2014-08-03,1750.77
1311,2014-08-04,1750.42
1312,2014-08-05,1750.02
1313,2014-08-06,1749.71
1314,2014-08-07,1749.39
1315,2014-08-08,1748.99
1316,2014-08-09,1748.64
1317,2014-08-10,1748.29
1318,2014-08-11,1747.88
1319,2014-08-12,1747.59
1320,2014-08-13,1747.82
1321,2014-08-14,1747.59
1322,2014-08-15,1747.4
1323,2014-08-16,1747.18
1324,2014-08-17,1746.94
1325,2014-08-18,1746.63
1326,2014-08-19,1746.31
1327,2014-08-20,1745.95
1328,2014-08-21,1745.61
1329,2014-08-22,1745.28
1330,2014-08-23,1744.96
1331,2014-08-24,1744.63
1332,2014-08-25,1744.32
1333,2014-08-26,1743.95
1334,2014-08-27,1743.62
1335,2014-08-28,1743.25
1336,2014-08-29,1742.98
1337,2014-08-30,1742.69
1338,2014-08-31,1742.45
1339,2014-09-01,1742.19
1340,2014-09-02,1741.93
1341,2014-09-03,1741.98
1342,2014-09-04,1741.79
1343,2014-09-05,1741.5
1344,2014-09-06,1741.26
1345,2014-09-07,1740.98
1346,2014-09-08,1740.71
1347,2014-09-09,1740.37
1348,2014-09-10,1740.04
1349,2014-09-11,1739.7
1350,2014-09-12,1739.38
1351,2014-09-13,1739.04
1352,2014-09-14,1738.71
1353,2014-09-15,1738.35
1354,2014-09-16,1738.13
1355,2014-09-17,1737.76
1356,2014-09-18,1737.47
1357,2014-09-19,1737.23
1358,2014-09-20,1736.84
1359,2014-09-21,1736.64
1360,2014-09-22,1736.25
1361,2014-09-23,1735.96
1362,2014-09-24,1735.9
1363,2014-09-25,1735.77
1364,2014-09-26,1735.73
1365,2014-09-27,1735.61
1366,2014-09-28,1735.34
1367,2014-09-29,1735.2
1368,2014-09-30,1735.06
1369,2014-10-01,1734.79
1370,2014-10-02,1734.53
1371,2014-10-03,1734.3
1372,2014-10-04,1734.08
1373,2014-10-05,1733.8
1374,2014-10-06,1733.5
1375,2014-10-07,1733.26
1376,2014-10-08,1732.99
1377,2014-10-09,1732.75
1378,2014-10-10,1732.51
1379,2014-10-11,1732.45
1380,2014-10-12,1732.25
1381,2014-10-13,1732.06
1382,2014-10-14,1732.09
1383,2014-10-15,1732.34
1384,2014-10-16,1732.35
1385,2014-10-17,1732.32
1386,2014-10-18,1732.84
1387,2014-10-19,1732.94
1388,2014-10-20,1733.13
1389,2014-10-21,1733.21
1390,2014-10-22,1734.16
1391,2014-10-23,1734.9
1392,2014-10-24,1735.24
1393,2014-10-25,1735.41
1394,2014-10-26,1735.91
1395,2014-10-27,1736.12
1396,2014-10-28,1736.44
1397,2014-10-29,1736.99
1398,2014-10-30,1737.22
1399,2014-10-31,1737.66
1400,2014-11-01,1737.85
1401,2014-11-02,1737.99
1402,2014-11-03,1739.22
1403,2014-11-04,1741.69
1404,2014-11-05,1742.22
1405,2014-11-06,1742.76
1406,2014-11-07,1743.06
1407,2014-11-08,1743.25
1408,2014-11-09,1743.69
1409,2014-11-10,1743.84
1410,2014-11-11,1743.85
1411,2014-11-12,1743.87
1412,2014-11-13,1743.72
1413,2014-11-14,1743.64
1414,2014-11-15,1743.54
1415,2014-11-16,1743.41
1416,2014-11-17,1743.32
1417,2014-11-18,1743.14
1418,2014-11-19,1742.99
1419,2014-11-20,1742.97
1420,2014-11-21,1743.03
1421,2014-11-22,1743.37
1422,2014-11-23,1744.23
1423,2014-11-24,1744.66
1424,2014-11-25,1747.14
1425,2014-11-26,1748.17
1426,2014-11-27,1749.16
1427,2014-11-28,1752.03
1428,2014-11-29,1752.75
1429,2014-11-30,1752.87
1430,2014-12-01,1752.99
1431,2014-12-02,1752.96
1432,2014-12-03,1752.97
1433,2014-12-04,1752.96
1434,2014-12-05,1752.99
1435,2014-12-06,1753.27
1436,2014-12-07,1753.41
1437,2014-12-08,1753.53
1438,2014-12-09,1753.77
1439,2014-12-10,1754.05
1440,2014-12-11,1754.13
1441,2014-12-12,1754.22
1442,2014-12-13,1754.24
1443,2014-12-14,1754.25
1444,2014-12-15,1754.17
1445,2014-12-16,1754.11
1446,2014-12-17,1754.07
1447,2014-12-18,1754.05
1448,2014-12-19,1754.11
1449,2014-12-20,1754.41
1450,2014-12-21,1755.8
1451,2014-12-22,1756.21
1452,2014-12-23,1757.2
1453,2014-12-24,1757.83
1454,2014-12-25,1757.83
1455,2014-12-26,1757.71
1456,2014-12-27,1757.81
1457,2014-12-28,1757.93
1458,2014-12-29,1757.81
1459,2014-12-30,1757.57
1460,2014-12-31,1757.33
1461,2015-01-01,1757.05
1462,2015-01-02,1756.85
1463,2015-01-03,1756.53
1464,2015-01-04,1756.91
1465,2015-01-05,1762.38
1466,2015-01-06,1762.79
1467,2015-01-07,1762.58
1468,2015-01-08,1762.38
1469,2015-01-09,1762.18
1470,2015-01-10,1762.03
1471,2015-01-11,1761.36
1472,2015-01-12,1760.63
1473,2015-01-13,1759.81
1474,2015-01-14,1759.02
1475,2015-01-15,1758.63
1476,2015-01-16,1758.37
1477,2015-01-17,1758.38
1478,2015-01-18,1759.1
1479,2015-01-19,1759.59
1480,2015-01-20,1759.78
1481,2015-01-21,1759.87
1482,2015-01-22,1759.98
1483,2015-01-23,1760.98
1484,2015-01-24,1762.64
1485,2015-01-25,1762.64
1486,2015-01-26,1762.45
1487,2015-01-27,1762.3
1488,2015-01-28,1762.02
1489,2015-01-29,1761.34
1490,2015-01-30,1760.65
1491,2015-01-31,1759.98
1492,2015-02-01,1759.67
1493,2015-02-02,1759.42
1494,2015-02-03,1758.89
1495,2015-02-04,1758.34
1496,2015-02-05,1758.4
1497,2015-02-06,1759.06
1498,2015-02-07,1760.23
1499,2015-02-08,1760.92
1500,2015-02-09,1761.1
1501,2015-02-10,1762.1
1502,2015-02-11,1762.19
1503,2015-02-12,1762.14
1504,2015-02-13,1761.97
1505,2015-02-14,1761.8
1506,2015-02-15,1761.61
1507,2015-02-16,1761.31
1508,2015-02-17,1761.03
1509,2015-02-18,1760.88
1510,2015-02-19,1760.74
1511,2015-02-20,1760.63
1512,2015-02-21,1760.43
1513,2015-02-22,1760.29
1514,2015-02-23,1760.08
1515,2015-02-24,1760.02
1516,2015-02-25,1759.92
1517,2015-02-26,1759.85
1518,2015-02-27,1759.81
1519,2015-02-28,1759.76
1520,2015-03-01,1759.7
1521,2015-03-02,1759.57
1522,2015-03-03,1759.47
1523,2015-03-04,1759.36
1524,2015-03-05,1759.22
1525,2015-03-06,1759.12
1526,2015-03-07,1759.0
1527,2015-03-08,1758.86
1528,2015-03-09,1758.74
1529,2015-03-10,1758.64
1530,2015-03-11,1758.52
1531,2015-03-12,1758.43
1532,2015-03-13,1758.34
1533,2015-03-14,1758.91
1534,2015-03-15,1759.42
1535,2015-03-16,1759.87
1536,2015-03-17,1760.03
1537,2015-03-18,1760.03
1538,2015-03-19,1760.02
1539,2015-03-20,1759.95
1540,2015-03-21,1760.12
1541,2015-03-22,1760.21
1542,2015-03-23,1760.35
1543,2015-03-24,1760.47
1544,2015-03-25,1761.32
1545,2015-03-26,1761.82
1546,2015-03-27,1762.01
1547,2015-03-28,1762.38
1548,2015-03-29,1762.51
1549,2015-03-30,1762.61
1550,2015-03-31,1762.76
1551,2015-04-01,1762.93
1552,2015-04-02,1763.02
1553,2015-04-03,1763.13
1554,2015-04-04,1763.16
1555,2015-04-05,1763.17
1556,2015-04-06,1763.13
1557,2015-04-07,1763.09
1558,2015-04-08,1763.02
1559,2015-04-09,1762.97
1560,2015-04-10,1762.93
1561,2015-04-11,1763.0
1562,2015-04-12,1762.98
1563,2015-04-13,1762.98
1564,2015-04-14,1763.0
1565,2015-04-15,1762.98
1566,2015-04-16,1762.96
1567,2015-04-17,1762.96
1568,2015-04-18,1762.92
1569,2015-04-19,1762.85
1570,2015-04-20,1762.77
1571,2015-04-21,1762.71
1572,2015-04-22,1762.62
1573,2015-04-23,1762.56
1574,2015-04-24,1762.52
1575,2015-04-25,1762.46
1576,2015-04-26,1762.39
1577,2015-04-27,1762.32
1578,2015-04-28,1762.29
1579,2015-04-29,1762.28
1580,2015-04-30,1762.16
1581,2015-05-01,1762.07
1582,2015-05-02,1761.92
1583,2015-05-03,1761.76
1584,2015-05-04,1761.59
1585,2015-05-05,1761.55
1586,2015-05-06,1761.41
1587,2015-05-07,1761.28
1588,2015-05-08,1761.14
1589,2015-05-09,1760.93
1590,2015-05-10,1760.76
1591,2015-05-11,1760.59
1592,2015-05-12,1760.41
1593,2015-05-13,1760.32
1594,2015-05-14,1760.2
1595,2015-05-15,1760.05
1596,2015-05-16,1759.91
1597,2015-05-17,1759.72
1598,2015-05-18,1759.56
1599,2015-05-19,1759.36
1600,2015-05-20,1759.15
1601,2015-05-21,1758.93
1602,2015-05-22,1758.73
1603,2015-05-23,1758.49
1604,2015-05-24,1758.28
1605,2015-05-25,1758.06
1606,2015-05-26,1757.82
1607,2015-05-27,1757.56
1608,2015-05-28,1757.32
1609,2015-05-29,1757.07
1610,2015-05-30,1756.77
1611,2015-05-31,1756.53
1612,2015-06-01,1756.25
1613,2015-06-02,1756.11
1614,2015-06-03,1755.92
1615,2015-06-04,1755.73
1616,2015-06-05,1755.48
1617,2015-06-06,1755.11
1618,2015-06-07,1754.81
1619,2015-06-08,1754.51
1620,2015-06-09,1754.19
1621,2015-06-10,1753.87
1622,2015-06-11,1753.54
1623,2015-06-12,1753.22
1624,2015-06-13,1752.9
1625,2015-06-14,1752.66
1626,2015-06-15,1752.29
1627,2015-06-16,1751.93
1628,2015-06-17,1751.56
1629,2015-06-18,1751.24
1630,2015-06-19,1750.98
1631,2015-06-20,1750.63
1632,2015-06-21,1750.28
1633,2015-06-22,1749.94
1634,2015-06-23,1749.59
1635,2015-06-24,1749.19
1636,2015-06-25,1748.88
1637,2015-06-26,1748.54
1638,2015-06-27,1748.15
1639,2015-06-28,1747.74
1640,2015-06-29,1747.43
1641,2015-06-30,1747.05
1642,2015-07-01,1746.66
1643,2015-07-02,1746.24
1644,2015-07-03,1745.86
1645,2015-07-04,1745.39
1646,2015-07-05,1745.02
1647,2015-07-06,1744.57
1648,2015-07-07,1744.21
1649,2015-07-08,1743.77
1650,2015-07-09,1743.4
1651,2015-07-10,1743.03
1652,2015-07-11,1742.64
1653,2015-07-12,1742.28
1654,2015-07-13,1741.86
1655,2015-07-14,1741.45
1656,2015-07-15,1741.12
1657,2015-07-16,1740.68
1658,2015-07-17,1740.23
1659,2015-07-18,1739.84
1660,2015-07-19,1739.39
1661,2015-07-20,1739.0
1662,2015-07-21,1738.6
1663,2015-07-22,1738.13
1664,2015-07-23,1737.73
1665,2015-07-24,1737.4
1666,2015-07-25,1737.06
1667,2015-07-26,1736.72
1668,2015-07-27,1736.32
1669,2015-07-28,1735.98
1670,2015-07-29,1735.59
1671,2015-07-30,1735.15
1672,2015-07-31,1734.76
1673,2015-08-01,1734.34
1674,2015-08-02,1733.92
1675,2015-08-03,1733.48
1676,2015-08-04,1733.08
1677,2015-08-05,1732.65
1678,2015-08-06,1732.24
1679,2015-08-07,1731.84
1680,2015-08-08,1731.55
1681,2015-08-09,1731.12
1682,2015-08-10,1730.65
1683,2015-08-11,1730.18
1684,2015-08-12,1729.74
1685,2015-08-13,1729.42
1686,2015-08-14,1729.02
1687,2015-08-15,1728.63
1688,2015-08-16,1728.34
1689,2015-08-17,1727.92
1690,2015-08-18,1727.54
1691,2015-08-19,1727.05
1692,2015-08-20,1726.51
1693,2015-08-21,1726.12
1694,2015-08-22,1725.77
1695,2015-08-23,1725.31
1696,2015-08-24,1724.84
1697,2015-08-25,1724.39
1698,2015-08-26,1723.89
1699,2015-08-27,1723.46
1700,2015-08-28,1722.94
1701,2015-08-29,1722.67
1702,2015-08-30,1722.55
1703,2015-08-31,1722.53
1704,2015-09-01,1722.81
1705,2015-09-02,1722.84
1706,2015-09-03,1722.73
1707,2015-09-04,1722.56
1708,2015-09-05,1722.35
1709,2015-09-06,1722.16
1710,2015-09-07,1721.96
1711,2015-09-08,1721.79
1712,2015-09-09,1721.51
1713,2015-09-10,1721.17
1714,2015-09-11,1720.82
1715,2015-09-12,1720.57
1716,2015-09-13,1720.24
1717,2015-09-14,1719.83
1718,2015-09-15,1719.52
1719,2015-09-16,1719.2
1720,2015-09-17,1719.04
1721,2015-09-18,1718.77
1722,2015-09-19,1718.57
1723,2015-09-20,1718.28
1724,2015-09-21,1718.37
1725,2015-09-22,1718.06
1726,2015-09-23,1717.79
1727,2015-09-24,1717.45
1728,2015-09-25,1717.19
1729,2015-09-26,1716.81
1730,2015-09-27,1716.45
1731,2015-09-28,1716.0
1732,2015-09-29,1715.73
1733,2015-09-30,1715.35
1734,2015-10-01,1714.96
1735,2015-10-02,1714.49
1736,2015-10-03,1714.05
1737,2015-10-04,1713.8
1738,2015-10-05,1713.28
1739,2015-10-06,1713.0
1740,2015-10-07,1712.78
1741,2015-10-08,1712.39
1742,2015-10-09,1712.13
1743,2015-10-10,1713.02
1744,2015-10-11,1714.65
1745,2015-10-12,1714.83
1746,2015-10-13,1715.32
1747,2015-10-14,1715.18
1748,2015-10-15,1714.98
1749,2015-10-16,1714.91
1750,2015-10-17,1714.73
1751,2015-10-18,1714.49
1752,2015-10-19,1714.47
1753,2015-10-20,1714.37
1754,2015-10-21,1714.37
1755,2015-10-22,1714.09
1756,2015-10-23,1713.79
1757,2015-10-24,1713.45
1758,2015-10-25,1713.35
1759,2015-10-26,1713.56
1760,2015-10-27,1713.57
1761,2015-10-28,1713.59
1762,2015-10-29,1714.42
1763,2015-10-30,1718.97
1764,2015-10-31,1724.81
1765,2015-11-01,1727.6
1766,2015-11-02,1729.14
1767,2015-11-03,1729.72
1768,2015-11-04,1729.9
1769,2015-11-05,1730.39
1770,2015-11-06,1730.65
1771,2015-11-07,1731.08
1772,2015-11-08,1731.91
1773,2015-11-09,1732.2
1774,2015-11-10,1732.38
1775,2015-11-11,1732.87
1776,2015-11-12,1733.22
1777,2015-11-13,1738.01
1778,2015-11-14,1740.44
1779,2015-11-15,1741.44
1780,2015-11-16,1741.91
1781,2015-11-17,1745.46
1782,2015-11-18,1746.37
1783,2015-11-19,1746.73
1784,2015-11-20,1746.84
1785,2015-11-21,1746.95
1786,2015-11-22,1746.94
1787,2015-11-23,1746.99
1788,2015-11-24,1747.0
1789,2015-11-25,1746.92
1790,2015-11-26,1746.82
1791,2015-11-27,1746.79
1792,2015-11-28,1746.71
1793,2015-11-29,1746.63
1794,2015-11-30,1746.45
1795,2015-12-01,1746.46
1796,2015-12-02,1746.45
1797,2015-12-03,1746.57
1798,2015-12-04,1746.77
1799,2015-12-05,1747.02
1800,2015-12-06,1747.74
1801,2015-12-07,1748.68
1802,2015-12-08,1752.61
1803,2015-12-09,1755.37
1804,2015-12-10,1755.9
1805,2015-12-11,1756.16
1806,2015-12-12,1756.39
1807,2015-12-13,1756.68
1808,2015-12-14,1756.85
1809,2015-12-15,1756.93
1810,2015-12-16,1757.04
1811,2015-12-17,1757.22
1812,2015-12-18,1757.65
1813,2015-12-19,1757.76
1814,2015-12-20,1757.87
1815,2015-12-21,1757.97
1816,2015-12-22,1757.74
1817,2015-12-23,1757.43
1818,2015-12-24,1756.77
1819,2015-12-25,1755.99
1820,2015-12-26,1755.2
1821,2015-12-27,1754.85
1822,2015-12-28,1754.71
1823,2015-12-29,1754.59
1824,2015-12-30,1754.5
1825,2015-12-31,1754.39
1826,2016-01-01,1754.3
1827,2016-01-02,1754.19
1828,2016-01-03,1754.13
1829,2016-01-04,1754.01
1830,2016-01-05,1753.93
1831,2016-01-06,1753.9
1832,2016-01-07,1753.88
1833,2016-01-08,1753.75
1834,2016-01-09,1753.7
1835,2016-01-10,1753.55
1836,2016-01-11,1753.52
1837,2016-01-12,1753.52
1838,2016-01-13,1753.9
1839,2016-01-14,1753.98
1840,2016-01-15,1754.04
1841,2016-01-16,1754.35
1842,2016-01-17,1754.77
1843,2016-01-18,1755.14
1844,2016-01-19,1755.37
1845,2016-01-20,1755.38
1846,2016-01-21,1755.76
1847,2016-01-22,1756.22
1848,2016-01-23,1756.49
1849,2016-01-24,1756.47
1850,2016-01-25,1756.38
1851,2016-01-26,1756.83
1852,2016-01-27,1757.64
1853,2016-01-28,1760.01
1854,2016-01-29,1760.67
1855,2016-01-30,1760.79
1856,2016-01-31,1760.73
1857,2016-02-01,1760.48
1858,2016-02-02,1759.85
1859,2016-02-03,1759.28
1860,2016-02-04,1758.85
1861,2016-02-05,1758.64
1862,2016-02-06,1758.51
1863,2016-02-07,1758.23
1864,2016-02-08,1757.96
1865,2016-02-09,1757.76
1866,2016-02-10,1757.38
1867,2016-02-11,1756.98
1868,2016-02-12,1757.69
1869,2016-02-13,1758.08
1870,2016-02-14,1759.82
1871,2016-02-15,1763.36
1872,2016-02-16,1763.82
1873,2016-02-17,1763.25
1874,2016-02-18,1762.96
1875,2016-02-19,1762.75
1876,2016-02-20,1762.57
1877,2016-02-21,1762.32
1878,2016-02-22,1762.09
1879,2016-02-23,1761.37
1880,2016-02-24,1760.62
1881,2016-02-25,1759.8
1882,2016-02-26,1759.1
1883,2016-02-27,1758.48
1884,2016-02-28,1758.02
1885,2016-02-29,1757.51
1886,2016-03-01,1757.81
1887,2016-03-02,1758.27
1888,2016-03-03,1758.83
1889,2016-03-04,1758.79
1890,2016-03-05,1758.53
1891,2016-03-06,1758.41
1892,2016-03-07,1758.21
1893,2016-03-08,1757.94
1894,2016-03-09,1757.93
1895,2016-03-10,1758.28
1896,2016-03-11,1758.37
1897,2016-03-12,1758.4
1898,2016-03-13,1758.45
1899,2016-03-14,1758.48
1900,2016-03-15,1758.58
1901,2016-03-16,1758.66
1902,2016-03-17,1758.68
1903,2016-03-18,1758.65
1904,2016-03-19,1758.64
1905,2016-03-20,1758.62
1906,2016-03-21,1758.98
1907,2016-03-22,1759.33
1908,2016-03-23,1759.69
1909,2016-03-24,1760.13
1910,2016-03-25,1760.38
1911,2016-03-26,1760.55
1912,2016-03-27,1760.75
1913,2016-03-28,1760.95
1914,2016-03-29,1760.98
1915,2016-03-30,1761.01
1916,2016-03-31,1761.08
1917,2016-04-01,1761.18
1918,2016-04-02,1761.31
1919,2016-04-03,1761.42
1920,2016-04-04,1761.75
1921,2016-04-05,1761.94
1922,2016-04-06,1762.0
